"rule_id","rule","n_conditions","role","coefficient","importance","workload_cut_pct","n_excluded","n_retained","clean_excluded","errors_lost","exclusion_purity","clean_per_error_lost","retained_precision","base_precision","precision_gain","recall_retained","err_dollars_lost","mean_dollars_excluded","retained_dollar_density","base_dollar_density","dollar_density_gain","dollar_recall_retained"
"rule18136","gross_by_hh_size < 422.4 & rawben_rel_max >= 0.6883 & gross_by_hh_size >= 1",3,"EXCLUDE",-3.138,1.44,30.1,157,365,132,25,0.841,5.3,0.175,0.17,0.005,0.719,4700,29.94,35.14,33.57,1.57,0.732
"rule19503","gross_by_hh_size >= 16.67 & cert_HH_size_FS_n < 3.5 & gross_by_hh_size >= 468.4",3,"EXCLUDE",-2.561,1.171,29.7,155,367,128,27,0.826,4.7,0.169,0.17,-0.002,0.697,4202,27.11,36.31,33.57,2.73,0.76
"rule20932","married < 0.5 & earned_by_hh_size >= 370 & shelter_to_gross_ratio < 0.8835",3,"EXCLUDE",-1.245,0.568,29.5,154,368,129,25,0.838,5.2,0.174,0.17,0.003,0.719,3193,20.73,38.95,33.57,5.37,0.818
"rule6418","shelter_exp_by_hh_size >= 207.3 & shelter_exp_by_hh_size < 348.9",2,"EXCLUDE",1.276,0.578,28.7,150,372,132,18,0.88,7.3,0.191,0.17,0.02,0.798,3544,23.63,37.59,33.57,4.01,0.798
"rule12303","gross_by_hh_size < 993.1 & unearned_by_hh_size >= 40",2,"EXCLUDE",-0.339,0.154,28.7,150,372,122,28,0.813,4.4,0.164,0.17,-0.007,0.685,4084,27.23,36.13,33.57,2.56,0.767
"rule16248","n_income_types >= 0.5 & gross_by_hh_size >= 79.62 & shelter_to_gross_ratio < 0.5017",3,"EXCLUDE",-3.927,1.768,28.2,147,375,121,26,0.823,4.7,0.168,0.17,-0.002,0.708,3502,23.82,37.4,33.57,3.82,0.8
"rule10030","shelter_exp_by_hh_size >= 408.4 & gross_by_hh_size >= 296 & shelter_to_gross_ratio < 1.25",3,"EXCLUDE",4.289,1.919,27.6,144,378,118,26,0.819,4.5,0.167,0.17,-0.004,0.708,4561,31.67,34.3,33.57,0.72,0.74
"rule6499","shelter_to_gross_ratio < 0.8002 & cert_HH_size_FS_n < 3.5",2,"EXCLUDE",-11.802,5.269,27.4,143,379,121,22,0.846,5.5,0.177,0.17,0.006,0.753,2955,20.66,38.45,33.57,4.87,0.831
"rule13217","cert_HH_size_FS_n < 3.5 & shelter_to_gross_ratio < 0.894 & shelter_exp_by_hh_size >= 179.5",3,"EXCLUDE",-14.067,6.266,27.2,142,380,124,18,0.873,6.9,0.187,0.17,0.016,0.798,2297,16.18,40.08,33.57,6.5,0.869
"rule20563","n_income_types >= 0.5 & unc_rawben_rel_max < 1.194 & unearned_by_hh_size >= 53",3,"EXCLUDE",-19.962,8.852,26.8,140,382,111,29,0.793,3.8,0.157,0.17,-0.013,0.674,3955,28.25,35.53,33.57,1.95,0.774
"rule12698","gross_by_hh_size < 538.9 & unc_rawben_rel_max < 0.9224 & shelter_to_gross_ratio < 0.8013",3,"EXCLUDE",-1.354,0.596,26.2,137,385,115,22,0.839,5.2,0.174,0.17,0.004,0.753,3527,25.74,36.36,33.57,2.79,0.799
"rule20874","shelter_exp_by_hh_size < 531.2 & gross_by_hh_size < 928.8 & unearned_by_hh_size >= 32.92",3,"EXCLUDE",-20.693,9.092,26.1,136,386,110,26,0.809,4.2,0.163,0.17,-0.007,0.708,3476,25.56,36.4,33.57,2.82,0.802
"rule904","gross_by_hh_size < 503 & rawben_rel_max >= 0.8208 & gross_by_hh_size >= 1",3,"EXCLUDE",-9.279,4.077,26.1,136,386,116,20,0.853,5.8,0.179,0.17,0.008,0.775,3636,26.74,35.98,33.57,2.41,0.793
"rule3111","gross_by_hh_size >= 1 & gross_by_hh_size < 1024 & rawben_rel_max < 0.4768",3,"EXCLUDE",-8.985,3.948,26.1,136,386,119,17,0.875,7,0.187,0.17,0.016,0.809,1677,12.33,41.06,33.57,7.48,0.904
"rule15339","utilities >= 444.5 & unearned_by_hh_size >= 0.1667",2,"EXCLUDE",-10.292,4.511,25.9,135,387,112,23,0.83,4.9,0.171,0.17,0,0.742,3581,26.53,36.03,33.57,2.46,0.796
"rule6251","utilities < 472.5 & shelter_exp_by_hh_size < 546.6 & rawben_rel_max >= 0.8464",3,"EXCLUDE",-9.565,4.182,25.7,134,388,114,20,0.851,5.7,0.178,0.17,0.007,0.775,4028,30.06,34.79,33.57,1.21,0.77
"rule901","gross_by_hh_size >= 503 & rawben_rel_max < 0.9569 & gross_by_hh_size >= 649.5",3,"EXCLUDE",0.787,0.342,25.3,132,390,112,20,0.848,5.6,0.177,0.17,0.006,0.775,2660,20.15,38.12,33.57,4.54,0.848
"rule20848","shelter_exp_by_hh_size >= 386.1 & gross_by_hh_size >= 296 & cert_HH_size_FS_n < 3.5",3,"EXCLUDE",-1.224,0.528,24.7,129,393,108,21,0.837,5.1,0.173,0.17,0.003,0.764,3492,27.07,35.71,33.57,2.14,0.801
"rule17392","n_income_types >= 1.5 & rawben_rel_max < 0.9141 & earned_by_hh_size < 720",3,"EXCLUDE",-0.629,0.271,24.7,129,393,105,24,0.814,4.4,0.165,0.17,-0.005,0.73,3350,25.97,36.07,33.57,2.5,0.809
"rule9044","shelter_to_gross_ratio < 0.5373 & shelter_to_gross_ratio < 0.53 & unearned_by_hh_size < 32.25",3,"EXCLUDE",-15.609,6.722,24.5,128,394,110,18,0.859,6.1,0.18,0.17,0.01,0.798,2319,18.12,38.6,33.57,5.02,0.868
"rule17839","cert_HH_size_FS_n < 3.5 & shelter_to_gross_ratio < 0.8885 & rawben_rel_max >= 0.3894",3,"EXCLUDE",-11.993,5.137,24.1,126,396,110,16,0.873,6.9,0.184,0.17,0.014,0.82,2338,18.56,38.35,33.57,4.78,0.867
"rule16192","shelter_exp_by_hh_size < 550.2 & unc_rawben_rel_max < 1.072 & unearned_by_hh_size >= 41.5",3,"EXCLUDE",-0.027,0.012,23.9,125,397,98,27,0.784,3.6,0.156,0.17,-0.014,0.697,3798,30.38,34.58,33.57,1,0.783
"rule5327","gross_by_hh_size < 1032 & utilities >= 444.5 & unc_rawben_rel_max < 0.6223",3,"EXCLUDE",-1.299,0.552,23.6,123,399,109,14,0.886,7.8,0.188,0.17,0.017,0.843,1501,12.2,40.16,33.57,6.59,0.914
"rule12686","shelter_to_gross_ratio < 0.5381 & shelter_to_gross_ratio < 0.528 & married < 0.5",3,"EXCLUDE",-4.781,2.019,23.2,121,401,99,22,0.818,4.5,0.167,0.17,-0.003,0.753,2583,21.35,37.26,33.57,3.69,0.853
"rule16301","n_income_types >= 0.5 & gross_by_hh_size >= 268.1 & earned_by_hh_size < 370.8",3,"EXCLUDE",-6.248,2.624,22.8,119,403,100,19,0.84,5.3,0.174,0.17,0.003,0.787,3438,28.89,34.96,33.57,1.38,0.804
"rule959","n_income_types >= 1.5 & earned_by_hh_size < 711 & shelter_exp_by_hh_size >= 172.6",3,"EXCLUDE",-19.114,7.979,22.4,117,405,96,21,0.821,4.6,0.168,0.17,-0.003,0.764,3293,28.15,35.14,33.57,1.57,0.812
"rule20289","shelter_to_gross_ratio < 0.8215 & cert_HH_size_FS_n < 7.5 & n_income_types >= 1.5",3,"EXCLUDE",14.349,5.971,22.2,116,406,92,24,0.793,3.8,0.16,0.17,-0.01,0.73,3713,32.01,34.02,33.57,0.45,0.788
"rule19925","shelter_to_gross_ratio < 0.9414 & n_income_types >= 1.5 & unearned_by_hh_size >= 2.25",3,"EXCLUDE",-4.382,1.824,22.2,116,406,93,23,0.802,4,0.163,0.17,-0.008,0.742,3426,29.53,34.73,33.57,1.15,0.805
"rule475","cert_HH_size_FS_n < 7.5 & utilities < 472.5 & rawben_rel_max < 0.4719",3,"EXCLUDE",3.343,1.391,22.2,116,406,100,16,0.862,6.2,0.18,0.17,0.009,0.82,1888,16.28,38.52,33.57,4.94,0.892
"rule15026","cert_HH_size_FS_n < 7.5 & cert_HH_size_FS_n < 3.5 & earned_by_hh_size >= 503",3,"EXCLUDE",-3.785,1.57,22,115,407,101,14,0.878,7.2,0.184,0.17,0.014,0.843,1775,15.43,38.7,33.57,5.13,0.899
"rule14831","gross_by_hh_size >= 1 & gross_by_hh_size < 318.4",2,"EXCLUDE",-40.702,16.832,21.8,114,408,95,19,0.833,5,0.172,0.17,0.001,0.787,3823,33.54,33.59,33.57,0.01,0.782
"rule5831","gross_by_hh_size < 501 & shelter_exp_by_hh_size < 531.5 & rawben_rel_max >= 0.9194",3,"EXCLUDE",-0.026,0.011,21.3,111,411,100,11,0.901,9.1,0.19,0.17,0.019,0.876,2556,23.03,36.42,33.57,2.85,0.854
"rule19862","gross_by_hh_size >= 1 & utilities >= 460.5 & shelter_exp_by_hh_size >= 317.9",3,"EXCLUDE",-7.032,2.87,21.1,110,412,96,14,0.873,6.9,0.182,0.17,0.012,0.843,2594,23.58,36.24,33.57,2.67,0.852
"rule15728","n_income_types >= 0.5 & gross_by_hh_size >= 67.12 & shelter_exp_by_hh_size < 198.4",3,"EXCLUDE",-2.286,0.933,21.1,110,412,86,24,0.782,3.6,0.158,0.17,-0.013,0.73,3111,28.28,34.99,33.57,1.41,0.822
"rule8829","married >= 0.5 & shelter_exp_by_hh_size < 549.1 & unearned_by_hh_size < 0.8333",3,"EXCLUDE",-15.429,6.256,20.7,108,414,94,14,0.87,6.7,0.181,0.17,0.011,0.843,3322,30.76,34.31,33.57,0.73,0.81
"rule12415","gross_by_hh_size >= 1 & shelter_to_gross_ratio >= 0.7894 & rawben_rel_max >= 0.8464",3,"EXCLUDE",-20.104,8.095,20.3,106,416,95,11,0.896,8.6,0.188,0.17,0.017,0.876,2753,25.97,35.51,33.57,1.94,0.843
"rule12756","rawben_rel_max < 0.9863 & utilities < 444.5 & earned_by_hh_size >= 367.6",3,"EXCLUDE",8.761,3.515,20.1,105,417,84,21,0.8,4,0.163,0.17,-0.007,0.764,3464,32.99,33.72,33.57,0.15,0.802
"rule6613","unc_rawben_rel_max < 1.241 & rawben_rel_max >= 0.8979 & gross_by_hh_size < 503",3,"EXCLUDE",-4.375,1.756,20.1,105,417,93,12,0.886,7.8,0.185,0.17,0.014,0.865,3066,29.2,34.68,33.57,1.1,0.825
"rule15341","utilities >= 444.5 & unearned_by_hh_size < 0.1667 & earned_by_hh_size >= 503",3,"EXCLUDE",17.738,7.066,19.7,103,419,89,14,0.864,6.4,0.179,0.17,0.008,0.843,1991,19.33,37.08,33.57,3.5,0.886
"rule900","gross_by_hh_size >= 503 & rawben_rel_max < 0.9569 & gross_by_hh_size < 649.5",3,"EXCLUDE",-10.161,4.048,19.7,103,419,90,13,0.874,6.9,0.181,0.17,0.011,0.854,1533,14.88,38.17,33.57,4.59,0.913
"rule7728","shelter_exp_by_hh_size < 468 & cert_HH_size_FS_n < 3.5 & gross_by_hh_size >= 410.8",3,"EXCLUDE",-0.379,0.15,19.5,102,420,87,15,0.853,5.8,0.176,0.17,0.006,0.831,1991,19.52,36.99,33.57,3.41,0.886
"rule8646","utilities < 472.5 & shelter_exp_by_hh_size < 532.2 & rawben_rel_max >= 0.9224",3,"EXCLUDE",-17.943,7.095,19.3,101,421,91,10,0.901,9.1,0.188,0.17,0.017,0.888,2037,20.17,36.79,33.57,3.22,0.884
"rule6747","cert_HH_size_FS_n < 7.5 & unearned_by_hh_size < 11.5 & rawben_rel_max >= 0.8981",3,"EXCLUDE",-16.971,6.633,18.8,98,424,91,7,0.929,13,0.193,0.17,0.023,0.921,2524,25.76,35.38,33.57,1.81,0.856
"rule19452","gross_by_hh_size >= 319.8 & shelter_to_gross_ratio >= 0.2851 & gross_by_hh_size < 463.8",3,"EXCLUDE",-18.251,7.077,18.4,96,426,81,15,0.844,5.4,0.174,0.17,0.003,0.831,2664,27.75,34.89,33.57,1.31,0.848
"rule985","shelter_to_gross_ratio < 0.4522 & unearned_by_hh_size < 176",2,"EXCLUDE",-15.994,6.202,18.4,96,426,78,18,0.812,4.3,0.167,0.17,-0.004,0.798,2276,23.71,35.8,33.57,2.22,0.87
"rule6352","married >= 0.5 & gross_by_hh_size >= 326.2 & shelter_to_gross_ratio >= 0.4581",3,"EXCLUDE",-1.347,0.52,18.2,95,427,82,13,0.863,6.3,0.178,0.17,0.007,0.854,2019,21.25,36.32,33.57,2.74,0.885
"rule11978","shelter_to_gross_ratio < 0.821 & unearned_by_hh_size >= 32.25 & gross_by_hh_size < 789.3",3,"EXCLUDE",-3.661,1.402,17.8,93,429,74,19,0.796,3.9,0.163,0.17,-0.007,0.787,2435,26.18,35.18,33.57,1.6,0.861
"rule3223","shelter_exp_by_hh_size >= 416.8 & gross_by_hh_size >= 498.7 & unearned_by_hh_size < 35",3,"EXCLUDE",-0.238,0.091,17.8,93,429,84,9,0.903,9.3,0.186,0.17,0.016,0.899,1286,13.83,37.86,33.57,4.28,0.927
"rule20059","utilities >= 29 & n_deduction_types < 2.5 & married < 0.5",3,"EXCLUDE",-6.997,2.669,17.6,92,430,75,17,0.815,4.4,0.167,0.17,-0.003,0.809,2508,27.26,34.93,33.57,1.35,0.857
"rule2282","shelter_exp_by_hh_size >= 416 & n_deduction_types < 3.5 & gross_by_hh_size >= 535",3,"EXCLUDE",-4.244,1.619,17.6,92,430,81,11,0.88,7.4,0.181,0.17,0.011,0.876,1282,13.93,37.78,33.57,4.2,0.927
"rule2668","gross_by_hh_size >= 14.31 & shelter_to_gross_ratio >= 0.8885 & rawben_rel_max >= 0.8464",3,"EXCLUDE",-28.445,10.802,17.4,91,431,82,9,0.901,9.1,0.186,0.17,0.015,0.899,2318,25.47,35.29,33.57,1.71,0.868
"rule4029","shelter_exp_by_hh_size >= 434.9 & cert_HH_size_FS_n < 4.5 & unearned_by_hh_size < 41",3,"EXCLUDE",-25.431,9.53,16.9,88,434,77,11,0.875,7,0.18,0.17,0.009,0.876,2221,25.24,35.26,33.57,1.69,0.873
"rule11376","rawben_rel_max >= 0.6865 & n_deduction_types < 2.5",2,"EXCLUDE",-11.897,4.376,16.1,84,438,71,13,0.845,5.5,0.174,0.17,0.003,0.854,2690,32.02,33.87,33.57,0.3,0.847
"rule11441","utilities >= 444.5 & shelter_exp_by_hh_size < 532.2 & rawben_rel_max >= 0.9224",3,"EXCLUDE",-0.41,0.15,15.9,83,439,74,9,0.892,8.2,0.182,0.17,0.012,0.899,2388,28.77,34.48,33.57,0.91,0.864
"rule15687","unearned_by_hh_size >= 77.5 & rawben_rel_max < 0.942 & shelter_to_gross_ratio >= 0.454",3,"EXCLUDE",-2.97,1.06,14.9,78,444,63,15,0.808,4.2,0.167,0.17,-0.004,0.831,1961,25.14,35.06,33.57,1.48,0.888
"rule12033","utilities < 444.5 & earned_by_hh_size >= 461.7",2,"EXCLUDE",0.021,0.007,14.9,78,444,65,13,0.833,5,0.171,0.17,0.001,0.854,2079,26.65,34.79,33.57,1.22,0.881
"rule2495","shelter_exp_by_hh_size < 225.5 & shelter_exp_by_hh_size < 161.9 & rawben_rel_max >= 0.539",3,"EXCLUDE",-5.334,1.862,14.2,74,448,62,12,0.838,5.2,0.172,0.17,0.001,0.865,1637,22.12,35.47,33.57,1.89,0.907
"rule659","cert_HH_size_FS_n < 7.5 & cert_HH_size_FS_n >= 4.5 & unearned_by_hh_size >= 1.833",3,"EXCLUDE",1.337,0.467,14.2,74,448,61,13,0.824,4.7,0.17,0.17,-0.001,0.854,1971,26.64,34.72,33.57,1.15,0.888
"rule8545","shelter_exp_by_hh_size >= 213.6 & shelter_exp_by_hh_size < 551.7 & unc_rawben_rel_max >= 0.9206",3,"EXCLUDE",-13.754,4.775,14,73,449,70,3,0.959,23.3,0.192,0.17,0.021,0.966,583,7.99,37.73,33.57,4.16,0.967
"rule453","married >= 0.5 & shelter_exp_by_hh_size < 535.5 & rawben_rel_max >= 0.6872",3,"EXCLUDE",-12.483,4.333,14,73,449,66,7,0.904,9.4,0.183,0.17,0.012,0.921,2010,27.53,34.56,33.57,0.98,0.885
"rule20043","shelter_exp_by_hh_size >= 143.8 & n_deduction_types < 2.5 & earned_by_hh_size < 121.5",3,"EXCLUDE",-4.403,1.511,13.6,71,451,59,12,0.831,4.9,0.171,0.17,0,0.865,2285,32.18,33.79,33.57,0.22,0.87
"rule20912","gross_by_hh_size >= 1 & earned_by_hh_size < 503 & rawben_rel_max >= 0.9615",3,"EXCLUDE",-1.763,0.605,13.6,71,451,67,4,0.944,16.8,0.188,0.17,0.018,0.955,508,7.15,37.73,33.57,4.16,0.971
"rule20106","n_income_types >= 0.5 & gross_by_hh_size >= 67.12 & unearned_by_hh_size >= 211.2",3,"EXCLUDE",-14.278,4.87,13.4,70,452,57,13,0.814,4.4,0.168,0.17,-0.002,0.854,1552,22.17,35.34,33.57,1.77,0.911
"rule17499","married >= 0.5 & shelter_exp_by_hh_size < 549.1 & rawben_rel_max >= 0.721",3,"EXCLUDE",-5.269,1.797,13.4,70,452,63,7,0.9,9,0.181,0.17,0.011,0.921,2019,28.84,34.31,33.57,0.73,0.885
"rule4013","gross_by_hh_size >= 1.875 & shelter_to_gross_ratio >= 0.9326 & rawben_rel_max >= 0.9243",3,"EXCLUDE",-4.618,1.566,13.2,69,453,66,3,0.957,22,0.19,0.17,0.019,0.966,607,8.8,37.35,33.57,3.77,0.965
"rule813","shelter_to_gross_ratio < 0.7898 & shelter_exp_by_hh_size < 216.9 & rawben_rel_max >= 0.6376",3,"EXCLUDE",3.485,1.136,12.1,63,459,49,14,0.778,3.5,0.163,0.17,-0.007,0.843,1724,27.37,34.43,33.57,0.85,0.902
"rule3799","utilities >= 397 & shelter_to_gross_ratio < 0.406 & rawben_rel_max < 0.6097",3,"EXCLUDE",-3.408,1.072,11.1,58,464,46,12,0.793,3.8,0.166,0.17,-0.005,0.865,1177,20.29,35.23,33.57,1.66,0.933
"rule4721","utilities < 460.5 & shelter_exp_by_hh_size < 527.4 & unc_rawben_rel_max >= 0.9609",3,"EXCLUDE",-10.701,3.341,10.9,57,465,53,4,0.93,13.2,0.183,0.17,0.012,0.955,1025,17.98,35.49,33.57,1.91,0.942
"rule15883","cert_HH_size_FS_n >= 3.5 & shelter_exp_by_hh_size < 188.6 & unearned_by_hh_size < 30.56",3,"EXCLUDE",-6.608,2.063,10.9,57,465,50,7,0.877,7.1,0.176,0.17,0.006,0.921,1770,31.05,33.88,33.57,0.31,0.899
"rule12930","earned_by_hh_size >= 370.8 & n_income_types < 1.5 & shelter_exp_by_hh_size >= 473.3",3,"EXCLUDE",-5.048,1.564,10.7,56,466,48,8,0.857,6,0.174,0.17,0.003,0.91,1552,27.71,34.28,33.57,0.7,0.911
"rule15742","cert_HH_size_FS_n >= 4.5 & gross_by_hh_size >= 14.31 & gross_by_hh_size < 316.5",3,"EXCLUDE",-37.266,11.36,10.3,54,468,47,7,0.87,6.7,0.175,0.17,0.005,0.921,1330,24.63,34.61,33.57,1.03,0.924
"rule20300","utilities < 472.5 & gross_by_hh_size >= 1.875 & gross_by_hh_size < 242",3,"EXCLUDE",-19.031,5.801,10.3,54,468,46,8,0.852,5.8,0.173,0.17,0.003,0.91,1175,21.76,34.94,33.57,1.36,0.933
"rule7530","gross_by_hh_size < 322.6 & cert_HH_size_FS_n < 4.5 & gross_by_hh_size < 261.2",3,"EXCLUDE",-3.11,0.948,10.3,54,468,47,7,0.87,6.7,0.175,0.17,0.005,0.921,1191,22.06,34.9,33.57,1.33,0.932
"rule12503","shelter_exp_by_hh_size >= 219.9 & rawben_rel_max < 0.3866 & rawben_rel_max < 0.2983",3,"EXCLUDE",-17.726,5.314,10,52,470,44,8,0.846,5.5,0.172,0.17,0.002,0.91,745,14.33,35.7,33.57,2.13,0.957
"rule1168","shelter_to_gross_ratio < 0.8246 & shelter_to_gross_ratio < 0.4674 & rawben_rel_max < 0.3766",3,"EXCLUDE",-9.546,2.787,9.4,49,473,43,6,0.878,7.2,0.175,0.17,0.005,0.933,567,11.57,35.85,33.57,2.28,0.968
"rule1015","gross_by_hh_size >= 226.4 & shelter_exp_by_hh_size >= 225.8 & unearned_by_hh_size >= 202.1",3,"EXCLUDE",2.264,0.661,9.4,49,473,38,11,0.776,3.5,0.165,0.17,-0.006,0.876,1634,33.35,33.6,33.57,0.02,0.907
"rule19778","shelter_exp_by_hh_size >= 213.1 & gross_by_hh_size >= 775.3 & unearned_by_hh_size < 27.25",3,"EXCLUDE",-1.225,0.354,9.2,48,474,43,5,0.896,8.6,0.177,0.17,0.007,0.944,538,11.21,35.84,33.57,2.26,0.969
"rule17754","rawben_rel_max < 0.7872 & shelter_to_gross_ratio < 0.8219 & gross_by_hh_size < 403.6",3,"EXCLUDE",-1.455,0.417,9,47,475,40,7,0.851,5.7,0.173,0.17,0.002,0.921,1202,25.57,34.37,33.57,0.79,0.931
"rule9788","cert_HH_size_FS_n >= 4.5 & gross_by_hh_size >= 20 & shelter_exp_by_hh_size >= 288.9",3,"EXCLUDE",-10.116,2.784,8.2,43,479,36,7,0.837,5.1,0.171,0.17,0.001,0.921,585,13.6,35.37,33.57,1.79,0.967
"rule3983","shelter_exp_by_hh_size >= 485.2 & rawben_rel_max < 0.9569 & married < 0.5",3,"EXCLUDE",-4.812,1.324,8.2,43,479,35,8,0.814,4.4,0.169,0.17,-0.001,0.91,1196,27.81,34.09,33.57,0.52,0.932
"rule17178","n_income_types >= 1.5 & utilities >= 460.5 & cert_HH_size_FS_n >= 3.5",3,"EXCLUDE",-4.248,1.157,8,42,480,39,3,0.929,13,0.179,0.17,0.009,0.966,366,8.71,35.75,33.57,2.18,0.979
"rule8700","shelter_exp_by_hh_size >= 225.5 & gross_by_hh_size >= 788 & unearned_by_hh_size < 27.67",3,"EXCLUDE",-11.275,3.036,7.9,41,481,37,4,0.902,9.2,0.177,0.17,0.006,0.955,418,10.2,35.57,33.57,1.99,0.976
"rule7754","n_deduction_types < 2.5 & unc_rawben_rel_max >= 1.072",2,"EXCLUDE",-4.388,1.182,7.9,41,481,39,2,0.951,19.5,0.181,0.17,0.01,0.978,400,9.76,35.6,33.57,2.03,0.977
"rule8113","rawben_rel_max < 0.9758 & shelter_to_gross_ratio < 0.8224 & shelter_to_gross_ratio >= 0.7177",3,"EXCLUDE",-2.328,0.627,7.9,41,481,37,4,0.902,9.2,0.177,0.17,0.006,0.955,710,17.32,34.96,33.57,1.39,0.959
"rule3878","gross_by_hh_size >= 1 & shelter_to_gross_ratio >= 1.235 & rawben_rel_max >= 0.9597",3,"EXCLUDE",-6.571,1.75,7.7,40,482,39,1,0.975,39,0.183,0.17,0.012,0.989,177,4.42,35.99,33.57,2.42,0.99
"rule9419","shelter_exp_by_hh_size >= 531.5 & rawben_rel_max < 0.9348 & shelter_to_gross_ratio < 1.235",3,"EXCLUDE",-3.265,0.817,6.7,35,487,31,4,0.886,7.8,0.175,0.17,0.004,0.955,414,11.83,35.14,33.57,1.56,0.976
"rule19056","unearned_by_hh_size >= 77.5 & rawben_rel_max >= 0.6505 & rawben_rel_max < 0.9551",3,"EXCLUDE",-27.042,6.679,6.5,34,488,29,5,0.853,5.8,0.172,0.17,0.002,0.944,503,14.79,34.88,33.57,1.31,0.971
"rule8583","cert_HH_size_FS_n < 4.5 & n_deduction_types >= 3.5 & rawben_rel_max < 0.8362",3,"EXCLUDE",-15.719,3.883,6.5,34,488,29,5,0.853,5.8,0.172,0.17,0.002,0.944,812,23.88,34.25,33.57,0.68,0.954
"rule17386","n_income_types < 1.5 & earned_by_hh_size < 316.2 & gross_by_hh_size >= 281.8",3,"EXCLUDE",-6.276,1.55,6.5,34,488,29,5,0.853,5.8,0.172,0.17,0.002,0.944,1134,33.35,33.59,33.57,0.02,0.935
"rule19689","shelter_exp_by_hh_size >= 471.3 & shelter_to_gross_ratio < 0.7659 & unearned_by_hh_size < 16",3,"EXCLUDE",-7.988,1.946,6.3,33,489,31,2,0.939,15.5,0.178,0.17,0.007,0.978,221,6.7,35.39,33.57,1.81,0.987
"rule7281","shelter_exp_by_hh_size >= 216.9 & lf_composition %in% c(""all working age"")",2,"EXCLUDE",5.379,1.31,6.3,33,489,26,7,0.788,3.7,0.168,0.17,-0.003,0.921,971,29.42,33.85,33.57,0.28,0.945
"rule13099","utilities < 444.5 & cert_HH_size_FS_n >= 5.5",2,"EXCLUDE",0.784,0.191,6.3,33,489,29,4,0.879,7.2,0.174,0.17,0.003,0.955,892,27.03,34.02,33.57,0.44,0.949
"rule8695","n_deduction_types >= 3.5 & rawben_rel_max < 0.8377 & earned_by_hh_size < 650.5",3,"EXCLUDE",-0.588,0.143,6.3,33,489,30,3,0.909,10,0.176,0.17,0.005,0.966,336,10.18,35.15,33.57,1.58,0.981
"rule18687","n_deduction_types < 2.5 & unc_rawben_rel_max < 1.2 & shelter_exp_by_hh_size >= 282.2",3,"EXCLUDE",0.409,0.097,5.9,31,491,23,8,0.742,2.9,0.165,0.17,-0.006,0.91,934,30.13,33.79,33.57,0.22,0.947
"rule2116","shelter_exp_by_hh_size >= 526.2 & shelter_exp_by_hh_size >= 558.8 & unearned_by_hh_size < 40.75",3,"EXCLUDE",-9.751,2.272,5.7,30,492,26,4,0.867,6.5,0.173,0.17,0.002,0.955,698,23.27,34.2,33.57,0.63,0.96
"rule17163","shelter_exp_by_hh_size >= 213.1 & unc_rawben_rel_max >= 1.202",2,"EXCLUDE",-24.95,5.627,5.4,28,494,27,1,0.964,27,0.178,0.17,0.008,0.989,930,33.21,33.6,33.57,0.02,0.947
"rule303","cert_HH_size_FS_n >= 4.5 & married >= 0.5 & n_income_types >= 1.5",3,"EXCLUDE",-11.678,2.634,5.4,28,494,24,4,0.857,6,0.172,0.17,0.002,0.955,721,25.75,34.02,33.57,0.44,0.959
"rule10319","cert_HH_size_FS_n >= 4.5 & gross_by_hh_size >= 49.7 & shelter_to_gross_ratio >= 0.8839",3,"EXCLUDE",-3.967,0.879,5.2,27,495,23,4,0.852,5.8,0.172,0.17,0.001,0.955,569,21.07,34.26,33.57,0.68,0.968
"rule922","earned_by_hh_size < 253.5 & n_deduction_types < 2.5 & unc_rawben_rel_max >= 1.2",3,"EXCLUDE",-25.843,5.628,5,26,496,25,1,0.962,25,0.177,0.17,0.007,0.989,177,6.81,34.98,33.57,1.4,0.99
"rule4685","rawben_rel_max >= 0.8979 & utilities >= 460.5 & earned_by_hh_size >= 42.12",3,"EXCLUDE",-12.098,2.536,4.6,24,498,23,1,0.958,23,0.177,0.17,0.006,0.989,270,11.25,34.65,33.57,1.08,0.985
"rule3283","shelter_exp_by_hh_size >= 524.2 & shelter_exp_by_hh_size >= 555.1 & utilities < 460.5",3,"EXCLUDE",-28.61,5.877,4.4,23,499,21,2,0.913,10.5,0.174,0.17,0.004,0.978,445,19.35,34.23,33.57,0.66,0.975
"rule20763","unc_rawben_rel_max < 1.174 & n_deduction_types >= 2.5 & n_income_types >= 2.5",3,"EXCLUDE",-0.822,0.169,4.4,23,499,20,3,0.87,6.7,0.172,0.17,0.002,0.966,757,32.91,33.61,33.57,0.03,0.957
"rule13659","shelter_exp_by_hh_size >= 532.2 & cert_HH_size_FS_n < 3.5 & earned_by_hh_size < 689.3",3,"EXCLUDE",-32.863,6.609,4.2,22,500,19,3,0.864,6.3,0.172,0.17,0.002,0.966,552,25.09,33.95,33.57,0.37,0.969
"rule8611","shelter_exp_by_hh_size >= 527.4 & shelter_exp_by_hh_size >= 554.6 & gross_by_hh_size < 597.8",3,"EXCLUDE",-53.074,10.197,3.8,20,502,17,3,0.85,5.7,0.171,0.17,0.001,0.966,528,26.4,33.86,33.57,0.29,0.97
