hh_size,rule_id,rule,n_conditions,workload_pct,n_flagged,errors_caught,clean_flagged,precision,recall,dollar_recall,error_tag
2-3,rule13752,shelter_expenses >= 1855 & shelter_expenses < 2098 & rawgross >= 1807,3,1.4,84,18,66,0.214,0.045,0.043,underissuance
2-3,rule1732,rawgross >= 990.5 & rawearn >= 36.5 & months_since_cert_n >= 7.5,3,5.3,319,68,251,0.213,0.17,0.179,underissuance
2-3,rule3676,rawben_rel_max < 0.7863 & shelter_expenses < 480 & rawgross >= 1126,3,6.3,379,80,299,0.211,0.2,0.237,underissuance
2-3,rule11405,rawben_rel_max < 0.2169 & unc_rawben_rel_max >= -0.004357 & rawgross >= 1980,3,3.6,219,46,173,0.21,0.115,0.154,underissuance
2-3,rule9173,"rawben_rel_max < 0.9164 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 1375",3,13.7,824,173,651,0.21,0.431,0.406,underissuance
2-3,rule14683,rawearn < 1914 & rawearn >= 1466 & months_since_cert_n >= 1.5,3,5,301,63,238,0.209,0.157,0.156,underissuance
2-3,rule12542,total_deductions >= 973 & rawben_rel_max < 0.4041 & total_deductions < 1211,3,1.4,86,18,68,0.209,0.045,0.043,underissuance
2-3,rule12774,rawearn >= 0.5 & months_since_cert_n >= 3.5 & rawben_rel_max < 0.9265,3,13.9,835,171,664,0.205,0.426,0.413,underissuance
2-3,rule5783,rawearn >= 0.5 & rawben_rel_max < 0.9247 & unc_rawben_rel_max >= 0.844,3,2.4,147,30,117,0.204,0.075,0.037,underissuance
2-3,rule7749,rawben_rel_max < 0.8178 & rawben_rel_max >= 0.6819 & rawgross >= 1082,3,5.6,334,68,266,0.204,0.17,0.137,underissuance
2-3,rule13123,rawgross >= 964.5 & cat_elig < 0.5 & shelter_expenses < 1116,3,4.6,276,56,220,0.203,0.14,0.143,underissuance
2-3,rule3880,rawben_rel_max < 0.8952 & rawearn >= 0.5 & utilities < 435.5,3,13,780,158,622,0.203,0.394,0.395,underissuance
2-3,rule13504,rawearn >= 779.5 & months_since_cert_n < 4.5 & total_deductions < 662,3,6.5,390,79,311,0.203,0.197,0.203,underissuance
2-3,rule5862,"rawben_rel_max < 0.817 & shelter_expenses < 1655 & elderly_disabled_i %in% c(""FALSE"")",3,21.7,1305,262,1043,0.201,0.653,0.687,underissuance
2-3,rule8588,months_since_cert_n >= 3.5 & rawearn >= 229 & utilities >= 581.5,3,5.1,308,62,246,0.201,0.155,0.145,underissuance
2-3,rule4991,rawgross >= 991.5 & utilities < 309.5 & total_deductions >= 283.8,3,4.9,294,59,235,0.201,0.147,0.167,underissuance
2-3,rule13230,cat_elig < 0.5 & rawgross >= 1108 & rawgross < 1722,3,3.2,194,39,155,0.201,0.097,0.096,underissuance
4+,rule1807,rawearn >= 1246 & rawunearn >= 136.5 & rawgross < 1928,3,0.6,37,13,24,0.351,0.033,0.02,underissuance
4+,rule7194,rawben_rel_max >= 0.2111 & rawearn >= 350 & total_deductions < 141.6,3,0.8,46,16,30,0.348,0.041,0.038,underissuance
4+,rule2873,rawearn >= 348 & total_deductions < 142.8,2,0.8,50,17,33,0.34,0.043,0.039,underissuance
4+,rule4311,rawearn >= 352 & total_deductions < 321.3 & total_deductions >= 299,3,0.8,47,15,32,0.319,0.038,0.042,underissuance
4+,rule7570,rawearn >= 4093 & utilities >= 591 & rawben_rel_max >= 0.2061,3,0.6,38,12,26,0.316,0.03,0.03,underissuance
4+,rule2414,rawben_rel_max < 0.6274 & rawgross < 2159 & shelter_expenses < 346,3,0.9,55,16,39,0.291,0.041,0.045,underissuance
4+,rule6739,rawearn >= 500.5 & rawunearn >= 734.5 & rawben_rel_max >= 0.6744,3,1.2,69,20,49,0.29,0.051,0.05,underissuance
4+,rule7851,rawgross >= 954 & shelter_expenses < 712.5 & shelter_expenses >= 687.5,3,0.6,38,11,27,0.289,0.028,0.018,underissuance
4+,rule7655,rawearn >= 350 & rawunearn >= 724 & rawben_rel_max >= 0.6758,3,1.4,84,23,61,0.274,0.058,0.054,underissuance
4+,rule5638,rawben_rel_max < 0.5833 & shelter_expenses < 391.5 & total_deductions < 437.3,3,1.3,78,20,58,0.256,0.051,0.065,underissuance
4+,rule4048,rawben_rel_max < 0.9359 & shelter_expenses < 713 & shelter_expenses >= 675.5,3,0.9,55,14,41,0.255,0.036,0.029,underissuance
4+,rule1699,rawben_rel_max < 0.9549 & shelter_expenses < 707.5 & shelter_expenses >= 675.5,3,0.9,51,13,38,0.255,0.033,0.028,underissuance
4+,rule6744,rawearn >= 346.5 & rawunearn >= 737 & rawben_rel_max >= 0.5974,3,2.2,130,32,98,0.246,0.081,0.073,underissuance
4+,rule136,rawearn >= 451 & total_deductions < 352.4 & total_deductions >= 298.5,3,1.6,93,22,71,0.237,0.056,0.065,underissuance
4+,rule3198,rawgross >= 1649 & utilities < 344.5 & rawgross < 1991,3,1.8,107,25,82,0.234,0.063,0.066,underissuance
4+,rule1295,rawgross >= 1609 & rawgross < 1972 & utilities < 352.5,3,2.1,123,28,95,0.228,0.071,0.071,underissuance
4+,rule1215,rawben_rel_max < 0.9357 & utilities < 302.5 & utilities >= 275.5,3,3,177,39,138,0.22,0.099,0.082,underissuance
4+,rule8154,total_deductions >= 940.4 & total_deductions < 989.5 & months_since_cert_n < 2.5,3,1.1,64,14,50,0.219,0.036,0.026,underissuance
4+,rule3744,rawgross >= 3166 & cat_elig >= 1.5 & rawearn < 3314,3,1.8,107,23,84,0.215,0.058,0.076,underissuance
4+,rule7743,rawgross >= 1100 & utilities < 301.5 & cat_elig < 0.5,3,3.6,210,45,165,0.214,0.114,0.106,underissuance
4+,rule5789,months_since_cert_n >= 5.5 & shelter_expenses >= 1546 & months_since_cert_n < 7.5,3,2.1,124,26,98,0.21,0.066,0.077,underissuance
4+,rule4851,rawunearn >= 162 & shelter_expenses >= 1928 & utilities < 732.5,3,1.9,115,24,91,0.209,0.061,0.044,underissuance
4+,rule5497,rawgross >= 1304 & rawunearn >= 138 & rawunearn < 253.5,3,1.6,97,20,77,0.206,0.051,0.051,underissuance
4+,rule7039,rawunearn >= 418.5 & shelter_expenses >= 1862 & utilities < 719,3,1.9,115,23,92,0.2,0.058,0.045,underissuance
4+,rule7231,rawben_rel_max < 0.8883 & rawben_rel_max >= 0.8201 & cat_elig >= 1.5,3,1.6,95,19,76,0.2,0.048,0.03,underissuance
