state,budget,rank,role,hh,rule,n_flagged_state_2024
Pennsylvania,10,49,core,4+,married >=   1.000 & months_since_cert_n >=   7.000 & shelter_expenses_by_hh_size >= 336.000 & unc_rawben_rel_max >=   0.282,6
Pennsylvania,10,53,core,1,shelter_expenses_by_hh_size > 504.0 & total_deductions_by_hh_size > 647.0 & utilities <=  29.5,2
Pennsylvania,10,54,core,2-3,shelter_expenses_by_hh_size < 720 & total_deductions_by_hh_size >= 625,2
Pennsylvania,10,56,core,4+,HH_size_n >   5.5000 & percent_abawd >   0.0885 & total_deductions_by_hh_size > 107.0000,1
Pennsylvania,10,58,core,2-3,rawben_rel_max <   0.586 & total_deductions_by_hh_size >= 625.000 & total_deductions_by_hh_size < 683.000,2
Pennsylvania,10,60,core,4+,rawben_rel_max >   0.483 & shelter_expenses_by_hh_size > 305.000 & unc_rawben_rel_max <=   0.960,30
Pennsylvania,10,67,core,4+,expedited_i >   0.500 & rawben_rel_max <=   0.932 & shelter_expenses_by_hh_size <= 155.000 & unc_rawben_rel_max >   0.654,1
Pennsylvania,10,68,core,4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000,15
Pennsylvania,10,72,core,2-3,rawben_rel_max <   0.749 & total_deductions_by_hh_size >= 602.000 & total_deductions_by_hh_size < 683.000,4
Pennsylvania,10,73,core,4+,months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625,2
Pennsylvania,10,78,buffer,4+,expedited_i >=   1.000 & rawben_rel_max <   0.962 & total_deductions_by_hh_size >=   2.250 & total_deductions_by_hh_size < 124.000,1
Pennsylvania,10,79,buffer,4+,cat_elig >   0.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.976 & shelter_expenses_by_hh_size > 350.000,12
Pennsylvania,10,88,buffer,4+,expedited_i <=   0.500 & months_since_cert_n >   4.500 & total_deductions_by_hh_size > 219.000 & unc_rawben_rel_max <=   0.988,15
Rhode Island,5,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,6
Rhode Island,5,3,core,1,rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 906.000 & unc_rawben_rel_max >   0.557 & utilities <=  29.500,8
Rhode Island,5,9,core,2-3,months_since_cert_n <=  18.000 & rawben_rel_max <=   0.922 & shelter_expenses_by_hh_size > 815.000,23
Rhode Island,5,11,buffer,1,rawben_rel_max >=   0.484 & rawben_rel_max <   0.989 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,3
Rhode Island,5,14,buffer,2-3,cat_elig >   0.50 & unc_rawben_rel_max >   1.63 & utilities <= 873.00,1
Rhode Island,5,16,buffer,1,count_divisible_by_100 <=   0.50 & months_since_cert_n >   3.50 & total_deductions_by_hh_size <= 810.00 & unc_rawben_rel_max >   1.93,6
Rhode Island,5,19,buffer,1,rawben_rel_max >   0.987 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 938.000,8
Rhode Island,10,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,6
Rhode Island,10,3,core,1,rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 906.000 & unc_rawben_rel_max >   0.557 & utilities <=  29.500,8
Rhode Island,10,9,core,2-3,months_since_cert_n <=  18.000 & rawben_rel_max <=   0.922 & shelter_expenses_by_hh_size > 815.000,23
Rhode Island,10,10,core,2-3,months_since_cert_n >= 3.000 & months_since_cert_n < 9.000 & rawben_rel_max >= 0.414 & rawben_rel_max < 0.952,36
Rhode Island,10,11,core,1,rawben_rel_max >=   0.484 & rawben_rel_max <   0.989 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,3
Rhode Island,10,14,core,2-3,cat_elig >   0.50 & unc_rawben_rel_max >   1.63 & utilities <= 873.00,1
Rhode Island,10,16,core,1,count_divisible_by_100 <=   0.50 & months_since_cert_n >   3.50 & total_deductions_by_hh_size <= 810.00 & unc_rawben_rel_max >   1.93,6
Rhode Island,10,17,core,2-3,elderly_disabled_i <=   0.500 & total_deductions_by_hh_size <= 378.000 & unc_rawben_rel_max <=   0.892 & utilities <= 798.000,23
Rhode Island,10,18,buffer,2-3,children_i <=   0.5 & months_since_cert_n <=  20.5 & total_deductions_by_hh_size > 312.0,25
South Carolina,5,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,1
South Carolina,5,3,core,1,rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500,2
South Carolina,5,4,core,2-3,cat_elig > 0.500 & children_i > 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.690,1
South Carolina,5,5,core,2-3,medical_deductions > 143 & shelter_expenses_by_hh_size <= 738 & total_deductions_by_hh_size > 503,1
South Carolina,5,6,core,2-3,elderly_disabled_i > 0.500 & married <= 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.550,1
South Carolina,5,8,core,1,rawben_rel_max >=   0.484 & rawben_rel_max <   0.989 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,3
South Carolina,5,11,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000,3
South Carolina,5,18,core,4+,HH_size_n >   4.50 & rawben_rel_max <=   0.88 & shelter_expenses_by_hh_size <= 268.00 & total_deductions_by_hh_size > 222.00,1
South Carolina,5,19,core,1,rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000,4
South Carolina,5,21,core,1,rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000,8
South Carolina,5,22,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   1.000 & shelter_expenses_by_hh_size >= 692.000 & utilities < 580.000,4
South Carolina,5,27,buffer,1,rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 272.000 & unc_rawben_rel_max >   0.913 & utilities <= 346.000,2
South Carolina,5,30,buffer,2-3,rawben_rel_max <   0.678 & total_deductions_by_hh_size >= 584.000 & utilities < 417.000,1
South Carolina,5,32,buffer,4+,total_deductions_by_hh_size >  14.600 & unc_rawben_rel_max >   0.363 & utilities <= 156.000,15
South Carolina,5,33,buffer,2-3,married <   1.00 & total_deductions_by_hh_size >= 392.00 & unc_rawben_rel_max >=   1.42,3
South Carolina,5,35,buffer,4+,months_since_cert_n >   4.500 & rawben_rel_max <=   0.977 & total_deductions_by_hh_size > 221.000 & utilities <= 454.000,1
South Carolina,5,36,buffer,1,rawben_rel_max >   0.727 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 413.000 & utilities <=  28.500,9
South Carolina,5,40,buffer,2-3,HH_size_n >   2.5 & medical_deductions > 131.0 & months_since_cert_n <=   7.5 & shelter_expenses_by_hh_size > 298.0,3
South Carolina,5,41,buffer,2-3,total_deductions_by_hh_size > 524.000 & unc_rawben_rel_max <=   0.973 & utilities <= 392.000,2
South Carolina,5,49,buffer,2-3,months_since_cert_n <=  0.500 & total_deductions_by_hh_size > 83.500 & unc_rawben_rel_max <=  0.999 & utilities <= 22.000,1
South Carolina,10,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,1
South Carolina,10,3,core,1,rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500,2
South Carolina,10,4,core,2-3,cat_elig > 0.500 & children_i > 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.690,1
South Carolina,10,5,core,2-3,medical_deductions > 143 & shelter_expenses_by_hh_size <= 738 & total_deductions_by_hh_size > 503,1
South Carolina,10,6,core,2-3,elderly_disabled_i > 0.500 & married <= 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.550,1
South Carolina,10,8,core,1,rawben_rel_max >=   0.484 & rawben_rel_max <   0.989 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,3
South Carolina,10,11,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000,3
South Carolina,10,18,core,4+,HH_size_n >   4.50 & rawben_rel_max <=   0.88 & shelter_expenses_by_hh_size <= 268.00 & total_deductions_by_hh_size > 222.00,1
South Carolina,10,19,core,1,rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000,4
South Carolina,10,21,core,1,rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000,8
South Carolina,10,22,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   1.000 & shelter_expenses_by_hh_size >= 692.000 & utilities < 580.000,4
South Carolina,10,23,core,4+,total_deductions_by_hh_size > 37.500 & total_deductions_by_hh_size <= 89.300 & unc_rawben_rel_max <=  0.998,34
South Carolina,10,27,core,1,rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 272.000 & unc_rawben_rel_max >   0.913 & utilities <= 346.000,2
South Carolina,10,30,core,2-3,rawben_rel_max <   0.678 & total_deductions_by_hh_size >= 584.000 & utilities < 417.000,1
South Carolina,10,31,core,4+,rawben_rel_max >=   0.623 & rawben_rel_max <   0.860 & total_deductions_by_hh_size < 105.000,31
South Carolina,10,32,core,4+,total_deductions_by_hh_size >  14.600 & unc_rawben_rel_max >   0.363 & utilities <= 156.000,15
South Carolina,10,33,core,2-3,married <   1.00 & total_deductions_by_hh_size >= 392.00 & unc_rawben_rel_max >=   1.42,3
South Carolina,10,35,core,4+,months_since_cert_n >   4.500 & rawben_rel_max <=   0.977 & total_deductions_by_hh_size > 221.000 & utilities <= 454.000,1
South Carolina,10,36,core,1,rawben_rel_max >   0.727 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 413.000 & utilities <=  28.500,9
South Carolina,10,40,core,2-3,HH_size_n >   2.5 & medical_deductions > 131.0 & months_since_cert_n <=   7.5 & shelter_expenses_by_hh_size > 298.0,3
South Carolina,10,41,core,2-3,total_deductions_by_hh_size > 524.000 & unc_rawben_rel_max <=   0.973 & utilities <= 392.000,2
South Carolina,10,44,buffer,4+,months_since_cert_n >=   4 & total_deductions_by_hh_size >= 217 & total_deductions_by_hh_size < 261 & utilities < 462,2
South Carolina,10,46,buffer,4+,rawben_rel_max >=  0.756 & rawben_rel_max <  0.998 & total_deductions_by_hh_size < 93.300,26
South Carolina,10,48,buffer,4+,HH_size_n <   6 & months_since_cert_n >=   4 & total_deductions_by_hh_size >= 232 & utilities < 442,3
South Carolina,10,49,buffer,2-3,months_since_cert_n <=  0.500 & total_deductions_by_hh_size > 83.500 & unc_rawben_rel_max <=  0.999 & utilities <= 22.000,1
South Dakota,5,1,core,1,count_divisible_by_100 <=   0.50 & months_since_cert_n >   3.50 & total_deductions_by_hh_size <= 810.00 & unc_rawben_rel_max >   1.93,1
South Dakota,5,2,core,2-3,elderly_disabled_i >= 1.00 & married < 1.00 & unc_rawben_rel_max >= 1.42,2
South Dakota,5,5,core,1,medical_deductions > 610.00 & total_deductions_by_hh_size >   8.80 & unc_rawben_rel_max <=   1.05 & utilities <= 636.00,1
South Dakota,5,7,core,1,rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000,3
South Dakota,5,10,core,2-3,months_since_cert_n >=   2.0 & total_deductions_by_hh_size >= 341.0 & unc_rawben_rel_max >=   1.5,2
South Dakota,5,12,core,4+,HH_size_n >=   5 & married <   1 & shelter_expenses_by_hh_size < 293 & total_deductions_by_hh_size >= 212,1
South Dakota,5,16,core,4+,months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size <= 494.000 & total_deductions_by_hh_size > 227.000,4
South Dakota,5,17,core,4+,months_since_cert_n >=   8.000 & rawben_rel_max <   0.965 & total_deductions_by_hh_size >= 178.000 & unc_rawben_rel_max >=   0.793,1
South Dakota,5,20,core,1,elderly_disabled_i >=   1.00 & expedited_i <   1.00 & shelter_expenses_by_hh_size < 922.00 & unc_rawben_rel_max >=   1.82,4
South Dakota,5,23,core,2-3,medical_deductions >= 179.00 & rawben_rel_max >=   0.57 & shelter_expenses_by_hh_size >= 261.00 & utilities < 921.00,2
South Dakota,5,24,core,4+,months_since_cert_n >= 10.000 & rawben_rel_max >=  0.683 & rawben_rel_max <  0.820 & total_deductions_by_hh_size >= 27.000,2
South Dakota,5,26,core,4+,HH_size_n >   4.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.988 & total_deductions_by_hh_size > 206.000,2
South Dakota,5,30,core,4+,expedited_i > 0.500 & months_since_cert_n > 4.500 & rawben_rel_max <= 0.921 & unc_rawben_rel_max > 0.766,1
South Dakota,5,31,core,4+,months_since_cert_n >   5.500 & percent_abawd <=   0.268 & shelter_expenses_by_hh_size <= 500.000 & total_deductions_by_hh_size > 228.000,5
South Dakota,5,32,core,1,medical_deductions >= 201.000 & rawben_rel_max >=   0.762 & rawben_rel_max <   0.936 & total_deductions_by_hh_size >= 784.000,2
South Dakota,5,34,core,2-3,cat_elig >   0.5 & HH_size_n >   2.5 & total_deductions_by_hh_size > 437.0 & unc_rawben_rel_max <=   1.0,1
South Dakota,5,41,core,4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000,3
South Dakota,5,42,core,4+,HH_size_n >=   5.000 & rawben_rel_max >=   0.302 & rawben_rel_max <   0.942 & total_deductions_by_hh_size >= 236.000,1
South Dakota,5,43,buffer,4+,months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625,1
South Dakota,5,46,buffer,4+,expedited_i >=   1.000 & rawben_rel_max <   0.962 & total_deductions_by_hh_size >=   2.250 & total_deductions_by_hh_size < 124.000,1
South Dakota,10,1,core,1,count_divisible_by_100 <=   0.50 & months_since_cert_n >   3.50 & total_deductions_by_hh_size <= 810.00 & unc_rawben_rel_max >   1.93,1
South Dakota,10,2,core,2-3,elderly_disabled_i >= 1.00 & married < 1.00 & unc_rawben_rel_max >= 1.42,2
South Dakota,10,5,core,1,medical_deductions > 610.00 & total_deductions_by_hh_size >   8.80 & unc_rawben_rel_max <=   1.05 & utilities <= 636.00,1
South Dakota,10,7,core,1,rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000,3
South Dakota,10,10,core,2-3,months_since_cert_n >=   2.0 & total_deductions_by_hh_size >= 341.0 & unc_rawben_rel_max >=   1.5,2
South Dakota,10,12,core,4+,HH_size_n >=   5 & married <   1 & shelter_expenses_by_hh_size < 293 & total_deductions_by_hh_size >= 212,1
South Dakota,10,16,core,4+,months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size <= 494.000 & total_deductions_by_hh_size > 227.000,4
South Dakota,10,17,core,4+,months_since_cert_n >=   8.000 & rawben_rel_max <   0.965 & total_deductions_by_hh_size >= 178.000 & unc_rawben_rel_max >=   0.793,1
South Dakota,10,20,core,1,elderly_disabled_i >=   1.00 & expedited_i <   1.00 & shelter_expenses_by_hh_size < 922.00 & unc_rawben_rel_max >=   1.82,4
South Dakota,10,23,core,2-3,medical_deductions >= 179.00 & rawben_rel_max >=   0.57 & shelter_expenses_by_hh_size >= 261.00 & utilities < 921.00,2
South Dakota,10,24,core,4+,months_since_cert_n >= 10.000 & rawben_rel_max >=  0.683 & rawben_rel_max <  0.820 & total_deductions_by_hh_size >= 27.000,2
South Dakota,10,26,core,4+,HH_size_n >   4.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.988 & total_deductions_by_hh_size > 206.000,2
South Dakota,10,30,core,4+,expedited_i > 0.500 & months_since_cert_n > 4.500 & rawben_rel_max <= 0.921 & unc_rawben_rel_max > 0.766,1
South Dakota,10,31,core,4+,months_since_cert_n >   5.500 & percent_abawd <=   0.268 & shelter_expenses_by_hh_size <= 500.000 & total_deductions_by_hh_size > 228.000,5
South Dakota,10,32,core,1,medical_deductions >= 201.000 & rawben_rel_max >=   0.762 & rawben_rel_max <   0.936 & total_deductions_by_hh_size >= 784.000,2
South Dakota,10,34,core,2-3,cat_elig >   0.5 & HH_size_n >   2.5 & total_deductions_by_hh_size > 437.0 & unc_rawben_rel_max <=   1.0,1
South Dakota,10,41,core,4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000,3
South Dakota,10,42,core,4+,HH_size_n >=   5.000 & rawben_rel_max >=   0.302 & rawben_rel_max <   0.942 & total_deductions_by_hh_size >= 236.000,1
South Dakota,10,43,core,4+,months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625,1
South Dakota,10,46,core,4+,expedited_i >=   1.000 & rawben_rel_max <   0.962 & total_deductions_by_hh_size >=   2.250 & total_deductions_by_hh_size < 124.000,1
South Dakota,10,47,core,2-3,medical_deductions >= 151.000 & rawben_rel_max >=   0.145 & shelter_expenses_by_hh_size >= 455.000 & unc_rawben_rel_max >=  -0.205,3
South Dakota,10,50,core,4+,months_since_cert_n >   5.500 & rawben_rel_max >   0.724 & rawben_rel_max <=   0.974 & shelter_expenses_by_hh_size > 162.000,7
South Dakota,10,52,core,4+,HH_size_n >   4.500 & married <=   0.500 & total_deductions_by_hh_size > 223.000 & unc_rawben_rel_max <=   0.983,2
South Dakota,10,54,core,4+,months_since_cert_n >=  6.000 & rawben_rel_max <  0.997 & total_deductions_by_hh_size >= 88.400 & unc_rawben_rel_max >=  0.709,7
South Dakota,10,58,core,2-3,percent_abawd >= 1.000 & rawben_rel_max >= 0.360 & rawben_rel_max < 0.784,1
South Dakota,10,63,core,4+,months_since_cert_n >=   2.000 & rawben_rel_max <   0.997 & shelter_expenses_by_hh_size < 428.000 & total_deductions_by_hh_size >= 243.000,4
South Dakota,10,67,core,1,medical_deductions > 96.200 & rawben_rel_max >  0.885 & rawben_rel_max <=  0.998 & unc_rawben_rel_max >  0.279,5
South Dakota,10,69,core,4+,HH_size_n >   4.500 & married <=   0.500 & shelter_expenses_by_hh_size > 251.000 & unc_rawben_rel_max <=   0.976,4
South Dakota,10,70,core,2-3,HH_size_n >   2.500 & rawben_rel_max >   0.581 & total_deductions_by_hh_size > 338.000 & utilities >  29.500,1
South Dakota,10,76,buffer,4+,HH_size_n >= 6.000 & months_since_cert_n >= 6.000 & rawben_rel_max >= 0.391 & rawben_rel_max < 0.920,9
South Dakota,10,79,buffer,4+,months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 197.000 & unc_rawben_rel_max >   0.405 & unc_rawben_rel_max <=   0.998,15
South Dakota,10,80,buffer,2-3,percent_abawd >=  0.500 & rawben_rel_max <  0.739 & total_deductions_by_hh_size >=  8.500 & utilities < 44.000,1
South Dakota,10,83,buffer,4+,rawben_rel_max >=   0.477 & rawben_rel_max <   0.718 & shelter_expenses_by_hh_size < 454.000 & total_deductions_by_hh_size >= 268.000,6
South Dakota,10,85,buffer,2-3,expedited_i >=   1.000 & rawben_rel_max <   0.909 & total_deductions_by_hh_size >=  23.500 & utilities < 285.000,3
South Dakota,10,88,buffer,4+,shelter_expenses_by_hh_size <= 494.000 & total_deductions_by_hh_size > 235.000 & unc_rawben_rel_max <=   0.997 & utilities > 373.000,10
South Dakota,10,89,buffer,4+,HH_size_n > 4.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.998 & unc_rawben_rel_max > 0.502,15
Tennessee,5,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,1
Tennessee,5,4,core,1,rawben_rel_max >=   0.484 & rawben_rel_max <   0.989 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,2
Tennessee,5,5,core,2-3,married <= 0.500 & months_since_cert_n > 1.500 & rawben_rel_max > 0.997 & unc_rawben_rel_max > 1.520,1
Tennessee,5,8,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000,4
Tennessee,5,10,core,1,elderly_disabled_i >   0.500 & rawben_rel_max >   0.881 & shelter_expenses_by_hh_size > 474.000 & utilities <=  28.500,2
Tennessee,5,15,core,2-3,elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 455.00 & unc_rawben_rel_max >=   1.25 & utilities < 447.00,1
Tennessee,5,16,core,1,medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000,1
Tennessee,5,20,core,1,rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000,6
Tennessee,5,25,buffer,4+,months_since_cert_n >  4.500 & months_since_cert_n <=  9.500 & shelter_expenses_by_hh_size > 74.000 & unc_rawben_rel_max >  0.422,18
Tennessee,5,27,buffer,4+,months_since_cert_n >  4.500 & rawben_rel_max >  0.401 & rawben_rel_max <=  0.950 & shelter_expenses_by_hh_size > 90.900,14
Tennessee,5,29,buffer,4+,count_divisible_by_100 >   1.5 & HH_size_n <=   4.5 & months_since_cert_n <=  10.5 & utilities <= 588.0,1
Tennessee,5,30,buffer,1,rawben_rel_max >   0.727 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 413.000 & utilities <=  28.500,6
Tennessee,5,31,buffer,1,elderly_disabled_i >  0.50 & months_since_cert_n <= 17.50 & unc_rawben_rel_max >  1.25 & utilities <= 14.50,1
Tennessee,5,33,buffer,1,months_since_cert_n >=   7.00 & shelter_expenses_by_hh_size >= 462.00 & unc_rawben_rel_max >=   1.67 & utilities < 462.00,2
Tennessee,5,34,buffer,4+,cat_elig <=  0.500 & months_since_cert_n >  4.500 & total_deductions_by_hh_size > 65.700 & unc_rawben_rel_max <=  0.947,11
Tennessee,5,37,buffer,2-3,expedited_i >= 1.000 & months_since_cert_n < 2.000 & rawben_rel_max >= 0.649 & rawben_rel_max < 0.901,2
Tennessee,5,44,buffer,1,medical_deductions >= 5.000 & medical_deductions < 9.000 & rawben_rel_max < 0.488,2
Tennessee,5,45,buffer,1,elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 438.000 & unc_rawben_rel_max >   0.316 & utilities <= 276.000,8
Tennessee,5,51,buffer,2-3,rawben_rel_max <   0.904 & total_deductions_by_hh_size >= 353.000 & utilities < 347.000,1
Tennessee,5,54,buffer,2-3,expedited_i <=   0.500 & medical_deductions > 128.000 & rawben_rel_max >   0.803 & unc_rawben_rel_max >   0.324,1
Tennessee,10,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,1
Tennessee,10,4,core,1,rawben_rel_max >=   0.484 & rawben_rel_max <   0.989 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,2
Tennessee,10,5,core,2-3,married <= 0.500 & months_since_cert_n > 1.500 & rawben_rel_max > 0.997 & unc_rawben_rel_max > 1.520,1
Tennessee,10,8,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000,4
Tennessee,10,10,core,1,elderly_disabled_i >   0.500 & rawben_rel_max >   0.881 & shelter_expenses_by_hh_size > 474.000 & utilities <=  28.500,2
Tennessee,10,15,core,2-3,elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 455.00 & unc_rawben_rel_max >=   1.25 & utilities < 447.00,1
Tennessee,10,16,core,1,medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000,1
Tennessee,10,20,core,1,rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000,6
Tennessee,10,25,core,4+,months_since_cert_n >  4.500 & months_since_cert_n <=  9.500 & shelter_expenses_by_hh_size > 74.000 & unc_rawben_rel_max >  0.422,18
Tennessee,10,27,core,4+,months_since_cert_n >  4.500 & rawben_rel_max >  0.401 & rawben_rel_max <=  0.950 & shelter_expenses_by_hh_size > 90.900,14
Tennessee,10,29,core,4+,count_divisible_by_100 >   1.5 & HH_size_n <=   4.5 & months_since_cert_n <=  10.5 & utilities <= 588.0,1
Tennessee,10,30,core,1,rawben_rel_max >   0.727 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 413.000 & utilities <=  28.500,6
Tennessee,10,31,core,1,elderly_disabled_i >  0.50 & months_since_cert_n <= 17.50 & unc_rawben_rel_max >  1.25 & utilities <= 14.50,1
Tennessee,10,33,core,1,months_since_cert_n >=   7.00 & shelter_expenses_by_hh_size >= 462.00 & unc_rawben_rel_max >=   1.67 & utilities < 462.00,2
Tennessee,10,34,core,4+,cat_elig <=  0.500 & months_since_cert_n >  4.500 & total_deductions_by_hh_size > 65.700 & unc_rawben_rel_max <=  0.947,11
Tennessee,10,37,core,2-3,expedited_i >= 1.000 & months_since_cert_n < 2.000 & rawben_rel_max >= 0.649 & rawben_rel_max < 0.901,2
Tennessee,10,39,core,4+,HH_size_n >  4.500 & months_since_cert_n >  3.500 & unc_rawben_rel_max >  0.405 & utilities > 32.500,21
Tennessee,10,43,core,4+,expedited_i <=  0.500 & rawben_rel_max >  0.738 & rawben_rel_max <=  0.970 & utilities > 17.500,30
Tennessee,10,44,core,1,medical_deductions >= 5.000 & medical_deductions < 9.000 & rawben_rel_max < 0.488,2
Tennessee,10,45,core,1,elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 438.000 & unc_rawben_rel_max >   0.316 & utilities <= 276.000,8
Tennessee,10,48,buffer,4+,total_deductions_by_hh_size >=  89.10 & unc_rawben_rel_max <   1.03 & utilities < 417.00,12
Tennessee,10,51,buffer,2-3,rawben_rel_max <   0.904 & total_deductions_by_hh_size >= 353.000 & utilities < 347.000,1
Tennessee,10,53,buffer,4+,months_since_cert_n >  2.500 & rawben_rel_max >  0.721 & utilities > 32.500,35
Tennessee,10,54,buffer,2-3,expedited_i <=   0.500 & medical_deductions > 128.000 & rawben_rel_max >   0.803 & unc_rawben_rel_max >   0.324,1
Texas,5,1,core,1,rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500,1
Texas,5,5,core,2-3,cat_elig >   0.5 & medical_deductions > 104.0 & total_deductions_by_hh_size > 546.0 & utilities <= 560.0,1
Texas,5,6,core,4+,months_since_cert_n >=  11 & total_deductions_by_hh_size >= 228 & total_deductions_by_hh_size < 261,1
Texas,5,10,core,1,rawben_rel_max <    1.000 & shelter_expenses_by_hh_size >= 1180.000 & unc_rawben_rel_max >=    0.986 & utilities <  645.000,1
Texas,5,11,core,2-3,cat_elig > 0.50 & children_i > 0.50 & unc_rawben_rel_max > 1.57,2
Texas,5,13,core,1,elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 313.00,3
Texas,5,14,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000,2
Texas,5,16,core,1,elderly_disabled_i >   0.500 & rawben_rel_max >   0.881 & shelter_expenses_by_hh_size > 474.000 & utilities <=  28.500,4
