"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate","error_tag"
"4+","rule2235","rawgross >= 1522 & rawearn < 2272 & total_deductions >= 600.1",3,"INCLUDE",-0.225,0.071,11.3,667,83,584,0.124,0.211,0.166,1.87,0.067,"underissuance"
"4+","rule1149","rawgross >= 1073 & utilities < 584.5 & shelter_expenses < 874",3,"INCLUDE",-0.125,0.048,17.6,1041,129,912,0.124,0.327,0.351,1.86,0.067,"underissuance"
"4+","rule5572","unc_rawben_rel_max < 0.5625 & rawben_rel_max >= 0.4671",2,"INCLUDE",-0.021,0.006,9.4,555,69,486,0.124,0.175,0.202,1.86,0.067,"underissuance"
"4+","rule3819","rawben_rel_max < 0.957 & utilities >= 346 & months_since_cert_n >= 5.5",3,"INCLUDE",-0.157,0.057,15.3,907,112,795,0.123,0.284,0.31,1.85,0.067,"underissuance"
"4+","rule4550","rawgross >= 2379 & rawben_rel_max >= 0.5071 & rawben_rel_max < 0.7433",3,"INCLUDE",-0.123,0.034,8.4,494,61,433,0.123,0.155,0.147,1.85,0.067,"underissuance"
"4+","rule4971","unc_rawben_rel_max < 0.5607 & utilities < 409",2,"INCLUDE",-0.056,0.018,11.2,664,82,582,0.123,0.208,0.248,1.85,0.067,"underissuance"
"4+","rule7959","unc_rawben_rel_max < 0.3884 & rawben_rel_max >= 0.3104",2,"INCLUDE",-0.068,0.015,5.4,322,39,283,0.121,0.099,0.133,1.82,0.067,"underissuance"
"4+","rule1668","rawben_rel_max < 0.9568 & months_since_cert_n >= 4.5 & rawunearn < 1752",3,"INCLUDE",-0.042,0.018,23.3,1379,165,1214,0.12,0.419,0.422,1.79,0.067,"underissuance"
"4+","rule7043","rawben_rel_max < 0.7353 & utilities >= 346 & shelter_expenses >= 1549",3,"INCLUDE",-0.053,0.017,10.9,647,77,570,0.119,0.195,0.204,1.79,0.067,"underissuance"
"4+","rule8406","months_since_cert_n < 0.5 & utilities >= 383.5 & utilities < 502.5",3,"INCLUDE",-0.425,0.064,2.3,137,16,121,0.117,0.041,0.028,1.75,0.067,"underissuance"
"4+","rule5870","shelter_expenses >= 1290 & rawben_rel_max < 0.6269",2,"INCLUDE",-0.334,0.115,13.7,807,94,713,0.116,0.239,0.286,1.75,0.067,"underissuance"
"4+","rule6653","rawben_rel_max < 0.9552 & rawgross < 1870 & elderly_disabled_i %in% c(""FALSE"")",3,"INCLUDE",-0.198,0.074,17.1,1011,117,894,0.116,0.297,0.208,1.74,0.067,"underissuance"
"4+","rule4765","rawunearn >= 421.5 & rawunearn < 574.5",2,"INCLUDE",-0.151,0.03,4.1,242,28,214,0.116,0.071,0.061,1.74,0.067,"underissuance"
"4+","rule2570","rawben_rel_max < 0.9568 & shelter_expenses < 723.5",2,"INCLUDE",-0.051,0.021,21.4,1262,146,1116,0.116,0.371,0.328,1.74,0.067,"underissuance"
"4+","rule7831","rawearn >= 625.5 & total_deductions < 543.4 & rawgross < 3206",3,"INCLUDE",0.084,0.027,11.9,702,80,622,0.114,0.203,0.22,1.71,0.067,"underissuance"
"4+","rule4544","rawearn >= 655 & utilities < 341",2,"INCLUDE",0.166,0.05,10.3,609,69,540,0.113,0.175,0.174,1.7,0.067,"underissuance"
