"hh","rule","n_flagged_train","precision_train","precision_train_lcb"
"2-3","cat_elig <=   0.500 & months_since_cert_n >  12.500 & rawben_rel_max >   0.774 & utilities <= 429.000",10,0.1,0.0139
"2-3","cat_elig >   0.500 & HH_size_n >   2.500 & rawben_rel_max >   0.176 & total_deductions_by_hh_size > 556.000",62,0.1129,0.0491
"2-3","medical_deductions <= 124 & shelter_expenses_by_hh_size <= 749 & total_deductions_by_hh_size > 556",186,0.086,0.0492
"2-3","HH_size_n >   2.5 & medical_deductions > 124.0 & shelter_expenses_by_hh_size <= 749.0",75,0.08,0.0324
"2-3","percent_abawd <=   0.833 & shelter_expenses_by_hh_size > 749.000 & unc_rawben_rel_max >   1.990",21,0.3333,0.1514
"2-3","elderly_disabled_i >   0.5 & medical_deductions <= 124.0 & shelter_expenses_by_hh_size <= 749.0 & total_deductions_by_hh_size > 556.0",57,0.2105,0.113
"2-3","HH_size_n >   2.50 & medical_deductions > 124.00 & shelter_expenses_by_hh_size <= 749.00 & unc_rawben_rel_max <=   1.51",74,0.0676,0.0252
"2-3","elderly_disabled_i >   0.5 & expedited_i <=   0.5 & total_deductions_by_hh_size > 364.0",875,0.0743,0.0562
"2-3","elderly_disabled_i >   0.5 & expedited_i >   0.5 & total_deductions_by_hh_size > 364.0",64,0.0625,0.0209
"2-3","elderly_disabled_i >   0.5 & expedited_i <=   0.5 & shelter_expenses_by_hh_size <= 457.0 & total_deductions_by_hh_size > 364.0",55,0.1818,0.0914
"2-3","elderly_disabled_i >   0.5 & expedited_i <=   0.5 & shelter_expenses_by_hh_size > 457.0 & total_deductions_by_hh_size > 364.0",820,0.0671,0.0495
"2-3","elderly_disabled_i >   0.5 & expedited_i >   0.5 & HH_size_n <=   2.5 & total_deductions_by_hh_size > 364.0",51,0.0588,0.0169
"2-3","elderly_disabled_i >   0.5 & expedited_i >   0.5 & HH_size_n >   2.5 & total_deductions_by_hh_size > 364.0",13,0.0769,0.0107
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 327.000",261,0.0843,0.0523
"2-3","months_since_cert_n >  11.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size <= 623.000 & unc_rawben_rel_max >   1.490",21,0.2381,0.0916
"2-3","months_since_cert_n >  11.500 & percent_abawd >   0.417 & percent_abawd <=   0.583 & total_deductions_by_hh_size <= 623.000",46,0.087,0.0292
"2-3","months_since_cert_n >  11.500 & percent_abawd >   0.583 & total_deductions_by_hh_size <= 623.000",20,0.05,0.0069
"2-3","expedited_i <=   0.50 & months_since_cert_n <=   8.50 & total_deductions_by_hh_size > 623.00 & unc_rawben_rel_max >   1.93",21,0.381,0.1842
"2-3","medical_deductions > 410 & shelter_expenses_by_hh_size > 560",18,0.1667,0.0487
"2-3","medical_deductions <=  72.50 & percent_abawd <=   0.25 & shelter_expenses_by_hh_size <= 560.00 & unc_rawben_rel_max >   1.53",54,0.3148,0.1905
"2-3","children_i <=   0.500 & rawben_rel_max <=   0.899 & total_deductions_by_hh_size > 625.000",43,0.093,0.0313
"2-3","children_i <=   0.500 & rawben_rel_max >   0.899 & total_deductions_by_hh_size > 625.000",109,0.1376,0.0779
"2-3","expedited_i <=   0.50 & months_since_cert_n <=  11.50 & total_deductions_by_hh_size <= 625.00 & unc_rawben_rel_max >   1.52",55,0.3273,0.2015
"2-3","cat_elig <=   0.5 & expedited_i <=   0.5 & months_since_cert_n >  11.5 & total_deductions_by_hh_size <= 625.0",94,0.0851,0.0388
"2-3","children_i <=   0.500 & rawben_rel_max <=   0.899 & total_deductions_by_hh_size > 625.000 & utilities <= 709.000",23,0.087,0.0196
"2-3","children_i <=   0.500 & rawben_rel_max <=   0.899 & total_deductions_by_hh_size > 625.000 & utilities > 709.000",20,0.1,0.0226
"2-3","children_i <=   0.500 & rawben_rel_max >   0.899 & shelter_expenses_by_hh_size > 655.000 & total_deductions_by_hh_size > 625.000",100,0.12,0.0633
"2-3","children_i >   0.5 & elderly_disabled_i <=   0.5 & HH_size_n >   2.5 & total_deductions_by_hh_size > 625.0",20,0.2,0.0686
"2-3","percent_abawd <=   0.833 & shelter_expenses_by_hh_size <= 884.000 & unc_rawben_rel_max >   1.550",114,0.3246,0.2325
"2-3","percent_abawd <=   0.833 & shelter_expenses_by_hh_size > 884.000 & unc_rawben_rel_max >   1.550",22,0.1364,0.0396
"2-3","percent_abawd <=   0.833 & shelter_expenses_by_hh_size > 992.000 & unc_rawben_rel_max >   1.550",17,0.1765,0.0516
"2-3","count_divisible_by_100 <=   0.500 & married <=   0.500 & percent_abawd >   0.833 & shelter_expenses_by_hh_size > 709.000",18,0.1111,0.0252
"2-3","married > 0.500 & percent_abawd > 0.833 & total_deductions_by_hh_size <= 9.250",15,0.0667,0.0092
"2-3","months_since_cert_n >   8.500 & rawben_rel_max >   0.543 & shelter_expenses_by_hh_size > 552.000 & unc_rawben_rel_max <=   1.520",455,0.0571,0.0367
"2-3","elderly_disabled_i >    0.5 & married <=    0.5 & shelter_expenses_by_hh_size > 1000.0",31,0.1613,0.0612
"2-3","elderly_disabled_i >    0.5 & married >    0.5 & shelter_expenses_by_hh_size > 1130.0",33,0.1212,0.041
"2-3","cat_elig > 0.500 & count_divisible_by_100 > 0.500 & elderly_disabled_i <= 0.500 & rawben_rel_max > 0.255",910,0.0637,0.0474
"2-3","elderly_disabled_i >    0.5 & married <=    0.5 & shelter_expenses_by_hh_size <= 1000.0 & total_deductions_by_hh_size >  646.0",26,0.2692,0.1206
"2-3","elderly_disabled_i >    0.50 & married <=    0.50 & rawben_rel_max <=    0.92 & shelter_expenses_by_hh_size > 1000.00",23,0.1304,0.0379
"2-3","count_divisible_by_100 <=    0.5 & elderly_disabled_i >    0.5 & married >    0.5 & shelter_expenses_by_hh_size > 1130.0",28,0.1429,0.0485
"2-3","unc_rawben_rel_max > 1.53 & unc_rawben_rel_max <= 2.09",126,0.2937,0.2093
"2-3","elderly_disabled_i > 0.50 & unc_rawben_rel_max > 1.53 & unc_rawben_rel_max <= 2.09",103,0.3592,0.2588
"2-3","elderly_disabled_i >  0.50 & months_since_cert_n <= 32.50 & unc_rawben_rel_max >  1.30 & unc_rawben_rel_max <=  1.53",87,0.1379,0.073
"2-3","elderly_disabled_i >   0.50 & medical_deductions <= 130.00 & unc_rawben_rel_max >   1.62",82,0.3902,0.2755
"2-3","cat_elig >   0.5 & elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size <= 170.0 & unc_rawben_rel_max >   1.3",61,0.0656,0.0219
"2-3","elderly_disabled_i >   0.50 & medical_deductions > 166.00 & unc_rawben_rel_max <=   1.62 & utilities > 920.00",13,0.0769,0.0107
"2-3","children_i <=   0.50 & elderly_disabled_i >   0.50 & medical_deductions <= 130.00 & unc_rawben_rel_max >   1.62",63,0.3016,0.1873
"2-3","children_i >   0.50 & elderly_disabled_i >   0.50 & medical_deductions <= 130.00 & unc_rawben_rel_max >   1.62",19,0.6842,0.4208
"2-3","months_since_cert_n <= 32.500 & percent_abawd <=  0.167 & unc_rawben_rel_max >  1.520",142,0.2817,0.2032
"2-3","medical_deductions <= 152.000 & months_since_cert_n <=  32.500 & percent_abawd <=   0.167 & unc_rawben_rel_max >   1.520",139,0.2662,0.189
"2-3","count_divisible_by_100 > 0.50 & unc_rawben_rel_max <= 1.68",1444,0.0533,0.0412
"2-3","shelter_expenses_by_hh_size <= 1030.00 & unc_rawben_rel_max >    1.68",82,0.3659,0.254
"2-3","shelter_expenses_by_hh_size <= 1030.00 & unc_rawben_rel_max >    1.68 & utilities <=  632.00",59,0.2881,0.1735
"2-3","shelter_expenses_by_hh_size <= 1030.00 & unc_rawben_rel_max >    1.68 & utilities >  632.00",23,0.5652,0.3361
"2-3","count_divisible_by_100 > 0.50 & elderly_disabled_i > 0.50 & total_deductions_by_hh_size <= 1.33 & unc_rawben_rel_max <= 1.68",37,0.0541,0.0122
"2-3","percent_abawd <=    0.417 & shelter_expenses_by_hh_size <= 1030.000 & unc_rawben_rel_max >    1.680 & utilities <=  632.000",57,0.2982,0.1799
"2-3","shelter_expenses_by_hh_size <= 1030.00 & unc_rawben_rel_max >    1.68 & utilities >  632.00 & utilities <=  912.00",17,0.7059,0.4268
"2-3","cat_elig <=  1.50 & months_since_cert_n > 12.50 & unc_rawben_rel_max >  1.53",14,0.6429,0.347
"2-3","cat_elig <=  1.50 & months_since_cert_n <= 12.50 & unc_rawben_rel_max >  1.50 & unc_rawben_rel_max <=  1.62",269,0.0706,0.0421
"2-3","cat_elig <=   1.50 & months_since_cert_n <=  12.50 & unc_rawben_rel_max >   1.62 & utilities <= 868.00",80,0.325,0.2177
"2-3","elderly_disabled_i >    0.5 & expedited_i <=    0.5 & shelter_expenses_by_hh_size > 1090.0",53,0.1321,0.0576
"2-3","elderly_disabled_i > 0.50 & expedited_i > 0.50 & rawben_rel_max <= 0.41",48,0.0625,0.0179
"2-3","count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & HH_size_n >   2.5 & shelter_expenses_by_hh_size <= 671.0",558,0.0556,0.037
"2-3","count_divisible_by_100 >    0.5 & elderly_disabled_i >    0.5 & expedited_i <=    0.5 & shelter_expenses_by_hh_size <= 1090.0",286,0.0594,0.0344
"2-3","count_divisible_by_100 <=    0.5 & elderly_disabled_i >    0.5 & expedited_i <=    0.5 & shelter_expenses_by_hh_size > 1090.0",48,0.1458,0.0638
"2-3","elderly_disabled_i > 0.50 & expedited_i > 0.50 & HH_size_n <= 2.50 & rawben_rel_max <= 0.41",38,0.0789,0.0227
"2-3","count_divisible_by_100 > 0.500 & percent_abawd <= 0.417 & rawben_rel_max > 0.370",1169,0.0624,0.0479
"2-3","medical_deductions > 500.000 & percent_abawd <=   0.417 & rawben_rel_max >   0.135 & rawben_rel_max <=   0.370",11,0.0909,0.0126
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & rawben_rel_max >   0.370 & total_deductions_by_hh_size <= 551.000",1120,0.0589,0.0446
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & rawben_rel_max >   0.370 & total_deductions_by_hh_size > 551.000",49,0.1429,0.0625
"2-3","count_divisible_by_100 <=   0.50 & shelter_expenses_by_hh_size > 351.00 & unc_rawben_rel_max >   1.53",120,0.3083,0.2203
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & shelter_expenses_by_hh_size > 351.000",588,0.0714,0.0504
"2-3","medical_deductions > 132.0 & months_since_cert_n >  16.5 & shelter_expenses_by_hh_size <= 309.0",12,0.1667,0.0381
"2-3","count_divisible_by_100 <=   0.500 & percent_abawd <=   0.167 & shelter_expenses_by_hh_size > 351.000 & unc_rawben_rel_max >   1.530",115,0.3043,0.2152
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & shelter_expenses_by_hh_size > 351.000 & utilities <= 344.000",90,0.1111,0.0551
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & shelter_expenses_by_hh_size > 351.000 & utilities > 344.000",498,0.0643,0.0431
"2-3","count_divisible_by_100 >   0.50 & months_since_cert_n <=   9.50 & shelter_expenses_by_hh_size > 676.00 & unc_rawben_rel_max <=   1.62",128,0.1094,0.0604
"2-3","elderly_disabled_i >   0.50 & total_deductions_by_hh_size <= 944.00 & unc_rawben_rel_max >   1.63",70,0.4286,0.301
"2-3","months_since_cert_n > 24.500 & percent_abawd <=  0.250 & rawben_rel_max >  0.309",130,0.0923,0.0485
"2-3","months_since_cert_n >  24.500 & percent_abawd <=   0.250 & rawben_rel_max >   0.309 & utilities <= 792.000",108,0.1019,0.0521
"2-3","count_divisible_by_100 <=    0.5 & months_since_cert_n >   26.5 & shelter_expenses_by_hh_size <= 1160.0 & utilities <=  524.0",71,0.0563,0.0188
"2-3","count_divisible_by_100 <=    0.5 & months_since_cert_n >   26.5 & shelter_expenses_by_hh_size <= 1160.0 & utilities >  524.0",72,0.0972,0.0421
"2-3","count_divisible_by_100 >   0.5 & percent_abawd <=   0.5 & shelter_expenses_by_hh_size > 850.0",62,0.1613,0.0808
"2-3","elderly_disabled_i > 0.500 & rawben_rel_max > 0.928",930,0.0763,0.0585
"2-3","elderly_disabled_i >   0.500 & rawben_rel_max <=   0.928 & total_deductions_by_hh_size > 605.000",63,0.127,0.0583
"2-3","count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & HH_size_n >   2.5 & utilities <= 696.0",538,0.0576,0.0384
"2-3","elderly_disabled_i >   0.500 & months_since_cert_n <=   5.500 & rawben_rel_max <=   0.928 & total_deductions_by_hh_size > 605.000",17,0.1176,0.0267
"2-3","elderly_disabled_i >   0.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.928 & total_deductions_by_hh_size > 605.000",46,0.1304,0.0534
"2-3","elderly_disabled_i > 0.500 & rawben_rel_max > 0.928 & unc_rawben_rel_max > 1.440 & unc_rawben_rel_max <= 1.730",72,0.2361,0.1408
"2-3","children_i <= 0.50 & months_since_cert_n > 8.50 & rawben_rel_max > 0.16",1081,0.0518,0.0382
"2-3","children_i <= 0.500 & months_since_cert_n > 7.500 & months_since_cert_n <= 8.500 & rawben_rel_max > 0.966",59,0.0847,0.0317
"2-3","children_i <=   0.50 & months_since_cert_n >   8.50 & rawben_rel_max >   0.16 & total_deductions_by_hh_size > 333.00",278,0.0827,0.0518
"2-3","children_i >   0.5 & married >   0.5 & medical_deductions > 132.0 & months_since_cert_n <=   7.5",11,0.2727,0.0812
"2-3","count_divisible_by_100 <=  0.5 & months_since_cert_n > 26.5",143,0.0769,0.0392
"2-3","count_divisible_by_100 <=   0.5 & months_since_cert_n >  26.5 & utilities <= 566.0",80,0.0875,0.0379
"2-3","count_divisible_by_100 <=   0.5 & months_since_cert_n >  26.5 & utilities > 566.0",63,0.0635,0.0212
"2-3","count_divisible_by_100 >   0.5 & shelter_expenses_by_hh_size > 676.0 & total_deductions_by_hh_size <= 495.0",98,0.1224,0.0647
"2-3","count_divisible_by_100 >   0.500 & rawben_rel_max <=   0.772 & total_deductions_by_hh_size > 495.000",41,0.0732,0.021
"2-3","count_divisible_by_100 >   0.500 & rawben_rel_max >   0.772 & total_deductions_by_hh_size > 495.000",42,0.1429,0.0586
"2-3","count_divisible_by_100 <=  0.5 & elderly_disabled_i >  0.5 & months_since_cert_n <= 26.5 & unc_rawben_rel_max >  1.3",186,0.2527,0.1863
"2-3","count_divisible_by_100 <=   0.5 & months_since_cert_n >  26.5 & total_deductions_by_hh_size <= 693.0 & utilities <= 566.0",79,0.0759,0.0308
"2-3","count_divisible_by_100 <=   0.5 & months_since_cert_n >  26.5 & shelter_expenses_by_hh_size > 294.0 & utilities > 566.0",59,0.0508,0.0146
"2-3","count_divisible_by_100 >   0.5 & shelter_expenses_by_hh_size <= 676.0 & total_deductions_by_hh_size <=   1.2",163,0.0982,0.0562
"2-3","count_divisible_by_100 >   0.5 & shelter_expenses_by_hh_size > 676.0 & total_deductions_by_hh_size <= 495.0 & utilities > 856.0",13,0.3077,0.1077
"2-3","count_divisible_by_100 >   0.500 & medical_deductions <= 152.000 & rawben_rel_max <=   0.772 & total_deductions_by_hh_size > 495.000",36,0.0833,0.024
"2-3","count_divisible_by_100 >   0.500 & rawben_rel_max >   0.772 & total_deductions_by_hh_size > 495.000 & unc_rawben_rel_max <=   1.800",38,0.1053,0.0355
"2-3","count_divisible_by_100 > 0.50 & unc_rawben_rel_max > 1.35",64,0.2344,0.135
"2-3","children_i >    0.500 & count_divisible_by_100 <=    0.500 & percent_abawd <=    0.583 & shelter_expenses_by_hh_size > 1250.000",26,0.0769,0.0174
"2-3","count_divisible_by_100 > 0.50 & elderly_disabled_i <= 0.50 & unc_rawben_rel_max > 1.35",48,0.2292,0.12
"2-3","count_divisible_by_100 > 0.50 & elderly_disabled_i > 0.50 & unc_rawben_rel_max > 1.35",16,0.25,0.0865
"2-3","total_deductions_by_hh_size <= 1160.00 & unc_rawben_rel_max >    1.52",140,0.2857,0.2062
"2-3","months_since_cert_n <=   12.50 & total_deductions_by_hh_size <= 1160.00 & unc_rawben_rel_max >    1.53",118,0.2542,0.1732
"2-3","medical_deductions <= 239 & total_deductions_by_hh_size > 603",311,0.0868,0.0564
"2-3","medical_deductions > 132.0 & months_since_cert_n >  12.5 & total_deductions_by_hh_size <= 603.0",88,0.0682,0.0276
"2-3","married <=   0.5 & medical_deductions <= 239.0 & total_deductions_by_hh_size > 603.0",188,0.0798,0.0447
"2-3","children_i >   0.5 & count_divisible_by_100 >   0.5 & months_since_cert_n <=  12.5 & total_deductions_by_hh_size <= 603.0",1169,0.053,0.0397
"2-3","medical_deductions > 132.000 & months_since_cert_n >  12.500 & total_deductions_by_hh_size <= 603.000 & unc_rawben_rel_max >   0.153",41,0.1463,0.06
"2-3","count_divisible_by_100 <=   0.5 & married <=   0.5 & medical_deductions <= 239.0 & total_deductions_by_hh_size > 603.0",163,0.0675,0.0343
"2-3","count_divisible_by_100 >   0.5 & married <=   0.5 & medical_deductions <= 239.0 & total_deductions_by_hh_size > 603.0",25,0.16,0.0544
"2-3","married >   0.50 & medical_deductions <= 239.00 & total_deductions_by_hh_size > 603.00 & unc_rawben_rel_max <=   2.41",119,0.0924,0.0472
"2-3","medical_deductions > 134.0 & rawben_rel_max >   0.2 & total_deductions_by_hh_size <= 624.0",245,0.0653,0.0372
"2-3","rawben_rel_max >   0.2 & shelter_expenses_by_hh_size <= 678.0 & total_deductions_by_hh_size > 624.0",75,0.1733,0.0947
"2-3","medical_deductions > 134.0 & rawben_rel_max >   0.2 & total_deductions_by_hh_size <= 624.0 & utilities <=  17.0",11,0.0909,0.0126
"2-3","medical_deductions > 134.0 & rawben_rel_max >   0.2 & total_deductions_by_hh_size <= 624.0 & utilities >  17.0",234,0.0641,0.0358
"2-3","elderly_disabled_i <=   0.5 & rawben_rel_max >   0.2 & shelter_expenses_by_hh_size <= 678.0 & total_deductions_by_hh_size > 624.0",55,0.0727,0.0244
"2-3","cat_elig >   0.5 & count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size > 345.0",434,0.0714,0.0476
"2-3","cat_elig >   0.500 & elderly_disabled_i >   0.500 & rawben_rel_max >   0.406 & shelter_expenses_by_hh_size > 345.000",1845,0.0596,0.048
"2-3","children_i > 0.5 & elderly_disabled_i > 0.5 & homeless > 0.5",16,0.0625,0.0087
"2-3","elderly_disabled_i >    0.5 & homeless <=    0.5 & shelter_expenses_by_hh_size > 1130.0 & shelter_expenses_by_hh_size <= 1170.0",11,0.3636,0.1287
"2-3","rawben_rel_max > 0.122 & rawben_rel_max <= 0.123",12,0.0833,0.0116
"2-3","count_divisible_by_100 >  0.500 & percent_abawd <=  0.417 & rawben_rel_max >  0.204 & utilities > 29.500",950,0.0611,0.0454
"2-3","percent_abawd > 0.417 & rawben_rel_max > 0.752 & rawben_rel_max <= 0.780",23,0.087,0.0196
"2-3","children_i <=   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 623.000",149,0.1342,0.082
"2-3","children_i >   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 623.000",133,0.0677,0.0321
"2-3","cat_elig >   0.500 & children_i <=   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 623.000",141,0.1348,0.0812
"2-3","children_i >   0.500 & months_since_cert_n <=   8.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 623.000",116,0.0517,0.0209
"2-3","children_i >   0.500 & months_since_cert_n >   8.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 623.000",17,0.1765,0.0516
"2-3","elderly_disabled_i > 0.50 & married > 0.50 & unc_rawben_rel_max > 1.54",70,0.2286,0.1339
"2-3","count_divisible_by_100 >   0.5 & rawben_rel_max >   0.2 & utilities > 530.0",305,0.0787,0.0497
"2-3","count_divisible_by_100 <=   0.50 & rawben_rel_max >   0.20 & unc_rawben_rel_max >   1.74 & utilities > 530.00",37,0.3784,0.22
"2-3","count_divisible_by_100 >   0.500 & rawben_rel_max >   0.200 & rawben_rel_max <=   0.638 & utilities > 530.000",73,0.1507,0.0778
"2-3","count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & total_deductions_by_hh_size <= 741.0",1140,0.0526,0.0393
"2-3","count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & homeless <=   0.5 & total_deductions_by_hh_size <= 741.0",1126,0.0533,0.0397
"2-3","elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 248.0 & utilities >  30.5 & utilities <=  72.5",16,0.0625,0.0087
"2-3","children_i > 0.5 & elderly_disabled_i <= 0.5 & unc_rawben_rel_max > 1.5",226,0.0575,0.0308
"2-3","elderly_disabled_i > 0.500 & rawben_rel_max > 0.338 & unc_rawben_rel_max > 1.390",160,0.2938,0.2178
"2-3","cat_elig >   0.5 & total_deductions_by_hh_size > 475.0",945,0.0561,0.0411
"2-3","elderly_disabled_i <=   0.5 & total_deductions_by_hh_size <=  36.8 & utilities > 243.0",117,0.0684,0.0311
"2-3","medical_deductions <= 300.000 & percent_abawd <=   0.417 & unc_rawben_rel_max >   1.500 & unc_rawben_rel_max <=   1.580",255,0.0745,0.0445
"2-3","expedited_i >  0.500 & unc_rawben_rel_max <=  0.764 & utilities <= 73.000",77,0.0779,0.0316
"2-3","expedited_i >  0.500 & shelter_expenses_by_hh_size <=  8.330 & unc_rawben_rel_max <=  0.764 & utilities <= 73.000",45,0.1333,0.0546
"2-3","children_i <=  0.500 & percent_abawd <=  0.583 & unc_rawben_rel_max >  1.530 & utilities > 73.000",84,0.2738,0.177
"2-3","unc_rawben_rel_max >  1.53 & utilities > 60.50",137,0.2847,0.2045
"2-3","shelter_expenses_by_hh_size <= 416.00 & unc_rawben_rel_max >   1.53 & utilities >  60.50",23,0.3478,0.167
"2-3","shelter_expenses_by_hh_size > 416.00 & unc_rawben_rel_max >   1.53 & utilities >  60.50",114,0.2719,0.187
"2-3","months_since_cert_n <=   6.50 & shelter_expenses_by_hh_size <= 416.00 & unc_rawben_rel_max >   1.53 & utilities >  60.50",14,0.2143,0.0631
"2-3","married <=   0.50 & shelter_expenses_by_hh_size > 416.00 & unc_rawben_rel_max >   1.53 & utilities >  60.50",51,0.3333,0.2025
