"hh","rule","n_flagged_train","precision_train","precision_train_lcb"
"4+","count_divisible_by_100 >   0.5 & months_since_cert_n >   8.5 & shelter_expenses_by_hh_size > 304.0 & utilities <= 880.0",26,0.2308,0.0962
"4+","HH_size_n <=   6.500 & medical_deductions <= 132.000 & unc_rawben_rel_max <=   0.569 & utilities > 880.000",108,0.0833,0.0397
"4+","count_divisible_by_100 <=   0.50 & medical_deductions <= 692.00 & unc_rawben_rel_max >   1.29",38,0.1842,0.0812
"4+","count_divisible_by_100 >   0.500 & medical_deductions <= 692.000 & rawben_rel_max <=   0.811 & total_deductions_by_hh_size > 168.000",155,0.0774,0.0406
"4+","count_divisible_by_100 >   0.500 & medical_deductions <= 692.000 & rawben_rel_max >   0.811 & total_deductions_by_hh_size > 168.000",88,0.0909,0.0415
"4+","count_divisible_by_100 >   0.5 & homeless <=   0.5 & total_deductions_by_hh_size <= 242.0",727,0.0564,0.0396
"4+","count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & homeless <=   0.5 & total_deductions_by_hh_size <= 242.0",609,0.0542,0.0365
"4+","count_divisible_by_100 >   0.5 & elderly_disabled_i >   0.5 & homeless <=   0.5 & total_deductions_by_hh_size <= 242.0",118,0.0678,0.0308
"4+","count_divisible_by_100 >   0.5 & expedited_i <=   0.5 & months_since_cert_n <=  10.5 & total_deductions_by_hh_size > 242.0",86,0.0698,0.0282
"4+","rawben_rel_max <= 0.988 & unc_rawben_rel_max > 0.985",25,0.12,0.0348
"4+","rawben_rel_max <=   0.988 & unc_rawben_rel_max >   0.985 & utilities <= 434.000",17,0.1765,0.0516
"4+","count_divisible_by_100 > 0.500 & elderly_disabled_i <= 0.500 & married > 0.500 & rawben_rel_max > 0.988",30,0.1333,0.0452
"4+","elderly_disabled_i > 0.500 & HH_size_n <= 4.500 & rawben_rel_max > 0.988 & unc_rawben_rel_max > 1.390",14,0.2143,0.0631
"4+","count_divisible_by_100 <=   0.5 & months_since_cert_n >   4.5 & total_deductions_by_hh_size > 306.0",122,0.0574,0.0247
"4+","count_divisible_by_100 >   0.5 & HH_size_n >   4.5 & shelter_expenses_by_hh_size > 184.0",170,0.0882,0.0495
"4+","count_divisible_by_100 <=   0.5 & months_since_cert_n <=   4.5 & total_deductions_by_hh_size > 306.0 & utilities <= 373.0",32,0.0625,0.0141
"4+","count_divisible_by_100 <=   0.5 & expedited_i <=   0.5 & months_since_cert_n >   4.5 & total_deductions_by_hh_size > 306.0",114,0.0614,0.0264
"4+","count_divisible_by_100 >   0.500 & rawben_rel_max >   0.813 & shelter_expenses_by_hh_size <= 184.000 & utilities <=  55.000",111,0.1081,0.0569
"4+","count_divisible_by_100 >   0.500 & HH_size_n <=   4.500 & rawben_rel_max >   0.896 & shelter_expenses_by_hh_size > 184.000",90,0.0889,0.0405
"4+","count_divisible_by_100 >   0.500 & HH_size_n >   4.500 & percent_abawd <=   0.367 & shelter_expenses_by_hh_size > 184.000",168,0.0833,0.0458
"4+","expedited_i <=   0.500 & percent_abawd >   0.261 & utilities > 674.000",21,0.0952,0.0215
"4+","count_divisible_by_100 > 0.500 & expedited_i <= 0.500 & percent_abawd <= 0.261 & rawben_rel_max > 0.496",596,0.0671,0.047
"4+","cat_elig >   0.500 & expedited_i >   0.500 & rawben_rel_max >   0.995 & total_deductions_by_hh_size > 173.000",29,0.069,0.0155
"4+","months_since_cert_n <=   7.5 & shelter_expenses_by_hh_size > 371.0 & shelter_expenses_by_hh_size <= 382.0",93,0.0753,0.0325
"4+","months_since_cert_n >   7.50 & percent_abawd <=   0.45 & shelter_expenses_by_hh_size > 371.00",227,0.0661,0.037
"4+","count_divisible_by_100 >   0.50 & elderly_disabled_i <=   0.50 & shelter_expenses_by_hh_size <= 371.00 & unc_rawben_rel_max >   1.06",115,0.087,0.043
"4+","elderly_disabled_i >   0.5 & months_since_cert_n >   1.5 & shelter_expenses_by_hh_size <= 371.0 & total_deductions_by_hh_size > 165.0",156,0.0513,0.0232
"4+","months_since_cert_n <=   7.5 & shelter_expenses_by_hh_size > 371.0 & shelter_expenses_by_hh_size <= 382.0 & total_deductions_by_hh_size <= 204.0",43,0.1163,0.0437
"4+","months_since_cert_n >   7.50 & percent_abawd <=   0.45 & shelter_expenses_by_hh_size > 371.00 & total_deductions_by_hh_size > 234.00",120,0.0917,0.0468
"4+","cat_elig <= 1.5 & count_divisible_by_100 > 0.5 & months_since_cert_n > 5.5",229,0.083,0.0496
"4+","cat_elig <= 1.500 & count_divisible_by_100 > 0.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.988",162,0.1111,0.0658
"4+","elderly_disabled_i <=   0.500 & months_since_cert_n >   7.500 & percent_abawd <=   0.225 & shelter_expenses_by_hh_size > 601.000",13,0.0769,0.0107
"4+","elderly_disabled_i >   0.500 & percent_abawd <=   0.225 & total_deductions_by_hh_size <= 144.000 & unc_rawben_rel_max >   0.759",412,0.0655,0.0424
"4+","HH_size_n <= 5.500 & rawben_rel_max <= 0.977 & unc_rawben_rel_max > 0.969",54,0.0926,0.0347
"4+","rawben_rel_max <=  0.372 & shelter_expenses_by_hh_size <= 68.600 & unc_rawben_rel_max <=  0.969",59,0.0508,0.0146
"4+","rawben_rel_max >   0.372 & rawben_rel_max <=   0.977 & shelter_expenses_by_hh_size > 366.000 & unc_rawben_rel_max <=   0.969",686,0.051,0.0348
"4+","expedited_i <= 0.500 & HH_size_n <= 5.500 & rawben_rel_max <= 0.977 & unc_rawben_rel_max > 0.969",52,0.0962,0.036
"4+","count_divisible_by_100 > 0.5000 & percent_abawd <= 0.0625 & rawben_rel_max > 0.9770 & unc_rawben_rel_max <= 1.5100",242,0.0579,0.0317
"4+","elderly_disabled_i >   0.5 & utilities <= 401.0",763,0.0564,0.0399
"4+","elderly_disabled_i >   0.5 & months_since_cert_n <=  22.5 & utilities <= 401.0",751,0.0533,0.0372
"4+","elderly_disabled_i >   0.5 & months_since_cert_n >  22.5 & utilities <= 401.0",12,0.25,0.0741
"4+","count_divisible_by_100 >   0.5 & count_divisible_by_100 <=   1.5 & elderly_disabled_i <=   0.5 & utilities <= 401.0",325,0.0585,0.0348
"4+","cat_elig <=   1.5 & elderly_disabled_i >   0.5 & months_since_cert_n <=  22.5 & utilities <= 401.0",682,0.0587,0.041
"4+","elderly_disabled_i > 0.50 & expedited_i > 0.50 & unc_rawben_rel_max <= 1.56",64,0.0938,0.0381
"4+","elderly_disabled_i >  0.50 & expedited_i <=  0.50 & shelter_expenses_by_hh_size <= 73.80 & unc_rawben_rel_max <=  1.56",180,0.0944,0.0549
"4+","count_divisible_by_100 <= 0.50 & elderly_disabled_i > 0.50 & expedited_i > 0.50 & unc_rawben_rel_max <= 1.56",57,0.1053,0.0429
"4+","HH_size_n >   4.5 & HH_size_n <=  10.5 & shelter_expenses_by_hh_size > 534.0",29,0.069,0.0155
"4+","children_i <=   0.5 & married >   0.5 & shelter_expenses_by_hh_size <= 184.0",11,0.0909,0.0126
"4+","children_i >   0.5 & count_divisible_by_100 >   0.5 & shelter_expenses_by_hh_size <= 417.0",733,0.0546,0.0381
"4+","cat_elig <=   0.5 & children_i >   0.5 & count_divisible_by_100 <=   0.5 & total_deductions_by_hh_size > 346.0",17,0.0588,0.0081
"4+","children_i >   0.500 & count_divisible_by_100 >   0.500 & percent_abawd <=   0.225 & shelter_expenses_by_hh_size <= 417.000",705,0.0553,0.0385
"4+","months_since_cert_n > 4.50 & unc_rawben_rel_max > 1.29",21,0.1429,0.0416
"4+","months_since_cert_n > 0.50 & months_since_cert_n <= 4.50 & unc_rawben_rel_max > 1.29",24,0.0833,0.0188
"4+","months_since_cert_n > 0.50 & months_since_cert_n <= 2.50 & unc_rawben_rel_max > 1.29",15,0.1333,0.0303
"4+","children_i <= 0.500 & elderly_disabled_i <= 0.500 & HH_size_n <= 4.500 & percent_abawd > 0.375",15,0.0667,0.0092
"4+","elderly_disabled_i <= 0.5 & HH_size_n > 4.5 & months_since_cert_n > 8.5 & months_since_cert_n <= 9.5",130,0.0615,0.0279
"4+","children_i >  0.50 & elderly_disabled_i >  0.50 & months_since_cert_n <= 23.50 & unc_rawben_rel_max >  1.39",18,0.2778,0.1078
"4+","HH_size_n >    5.5 & months_since_cert_n <=    0.5 & shelter_expenses_by_hh_size <= 1230.0 & utilities <=  340.0",57,0.0526,0.0151
"4+","count_divisible_by_100 >   0.50 & percent_abawd <=   0.55 & shelter_expenses_by_hh_size <= 227.00",478,0.0523,0.0332
"4+","count_divisible_by_100 <=   0.50 & percent_abawd <=   0.55 & shelter_expenses_by_hh_size <= 227.00 & total_deductions_by_hh_size > 217.00",66,0.0758,0.0283
"4+","count_divisible_by_100 >   0.50 & count_divisible_by_100 <=   1.50 & percent_abawd <=   0.55 & shelter_expenses_by_hh_size <= 227.00",437,0.0572,0.0364
"4+","count_divisible_by_100 >   0.50 & percent_abawd <=   0.55 & shelter_expenses_by_hh_size > 227.00 & unc_rawben_rel_max <=   1.52",344,0.0727,0.0463
"4+","elderly_disabled_i <=    0.5 & shelter_expenses_by_hh_size <= 1180.0 & total_deductions_by_hh_size >  250.0 & total_deductions_by_hh_size <=  251.0",12,0.0833,0.0116
"4+","children_i >    0.5 & elderly_disabled_i >    0.5 & shelter_expenses_by_hh_size <= 1180.0 & total_deductions_by_hh_size >  250.0",144,0.0764,0.0389
"4+","elderly_disabled_i >  0.500 & percent_abawd >  0.191 & shelter_expenses_by_hh_size > 70.800",54,0.0556,0.0159
"4+","count_divisible_by_100 > 0.500 & elderly_disabled_i <= 0.500 & percent_abawd <= 0.225 & unc_rawben_rel_max > 0.405",565,0.0673,0.0466
"4+","cat_elig <=  1.500 & elderly_disabled_i >  0.500 & percent_abawd <=  0.191 & total_deductions_by_hh_size <= 68.600",715,0.0503,0.0345
"4+","elderly_disabled_i >   0.500 & percent_abawd >   0.191 & shelter_expenses_by_hh_size >  70.800 & total_deductions_by_hh_size > 106.000",23,0.1304,0.0379
"4+","elderly_disabled_i >   0.5 & married <=   0.5 & medical_deductions <= 692.0 & shelter_expenses_by_hh_size > 300.0",211,0.0758,0.0433
"4+","count_divisible_by_100 >   0.5 & elderly_disabled_i >   0.5 & utilities <= 984.0",134,0.0672,0.0319
"4+","count_divisible_by_100 <=   0.500 & elderly_disabled_i >   0.500 & percent_abawd >   0.225 & utilities <= 984.000",42,0.0714,0.0205
"4+","count_divisible_by_100 >   0.50 & elderly_disabled_i >   0.50 & unc_rawben_rel_max >   0.25 & utilities <= 984.00",127,0.063,0.0286
"4+","children_i <=   0.5 & expedited_i <=   0.5 & utilities > 650.0",15,0.0667,0.0092
"4+","children_i >   0.500 & expedited_i >   0.500 & shelter_expenses_by_hh_size > 468.000 & unc_rawben_rel_max <=   0.934",23,0.087,0.0196
"4+","rawben_rel_max <=   0.573 & utilities > 880.000",121,0.0909,0.0464
"4+","married <=   0.500 & rawben_rel_max <=   0.573 & utilities > 880.000",66,0.1061,0.0461
"4+","married >   0.500 & rawben_rel_max <=   0.573 & utilities > 880.000",55,0.0727,0.0244
"4+","married <=   0.500 & rawben_rel_max <=   0.573 & unc_rawben_rel_max <=   0.554 & utilities > 880.000",65,0.0923,0.0375
"4+","HH_size_n <= 4.50 & unc_rawben_rel_max > 1.29",31,0.1613,0.0612
"4+","HH_size_n >   4.5 & shelter_expenses_by_hh_size > 366.0",294,0.051,0.0285
"4+","HH_size_n <=   4.50 & shelter_expenses_by_hh_size > 185.00 & unc_rawben_rel_max >   1.29",27,0.1111,0.0321
"4+","HH_size_n >   4.5 & shelter_expenses_by_hh_size > 366.0 & utilities <= 396.0",68,0.0882,0.0358
"4+","HH_size_n >   4.5 & shelter_expenses_by_hh_size > 366.0 & shelter_expenses_by_hh_size <= 534.0 & utilities <= 396.0",65,0.0769,0.0287
"4+","elderly_disabled_i >   0.500 & medical_deductions <= 744.000 & months_since_cert_n <=  22.500 & rawben_rel_max <=   0.243",113,0.0708,0.0322
"4+","cat_elig <=   1.5 & elderly_disabled_i >   0.5 & medical_deductions <= 744.0 & months_since_cert_n >  22.5",19,0.1053,0.0238
"4+","count_divisible_by_100 >  0.500 & rawben_rel_max <=  0.993 & total_deductions_by_hh_size > 86.500",405,0.0741,0.0491
"4+","HH_size_n <=   4.500 & rawben_rel_max >   0.993 & total_deductions_by_hh_size > 345.000",37,0.1081,0.0364
"4+","rawben_rel_max <=  0.993 & total_deductions_by_hh_size > 81.600 & total_deductions_by_hh_size <= 86.300",115,0.0522,0.021
"4+","count_divisible_by_100 >  0.500 & rawben_rel_max <=  0.993 & total_deductions_by_hh_size > 86.500 & unc_rawben_rel_max >  0.511",267,0.0936,0.0599
"4+","HH_size_n <=   4.500 & rawben_rel_max >   0.993 & shelter_expenses_by_hh_size <= 382.000 & total_deductions_by_hh_size > 345.000",14,0.2143,0.0631
"4+","count_divisible_by_100 >   0.500 & rawben_rel_max <=   0.965 & total_deductions_by_hh_size <= 255.000 & utilities > 300.000",381,0.0604,0.0377
"4+","count_divisible_by_100 >   0.500 & married <=   0.500 & rawben_rel_max >   0.965 & total_deductions_by_hh_size <= 255.000",226,0.0531,0.0277
"4+","count_divisible_by_100 >   0.500 & married >   0.500 & rawben_rel_max >   0.965 & total_deductions_by_hh_size <= 255.000",32,0.125,0.0423
"4+","elderly_disabled_i >  0.5 & months_since_cert_n <= 22.5 & shelter_expenses_by_hh_size <= 70.4",160,0.0938,0.0527
"4+","elderly_disabled_i <=   0.5 & homeless <=   0.5 & shelter_expenses_by_hh_size <= 113.0 & unc_rawben_rel_max >   1.2",52,0.0962,0.036
"4+","elderly_disabled_i >  0.5 & months_since_cert_n >  2.5 & months_since_cert_n <= 22.5 & shelter_expenses_by_hh_size <= 70.4",106,0.1321,0.0732
"4+","elderly_disabled_i >   0.5 & months_since_cert_n <=  22.5 & shelter_expenses_by_hh_size > 346.0",215,0.0884,0.0529
"4+","count_divisible_by_100 <=  0.50 & elderly_disabled_i >  0.50 & months_since_cert_n > 22.50 & percent_abawd <=  0.25",20,0.1,0.0226
"4+","expedited_i <= 0.50 & months_since_cert_n <= 5.50 & unc_rawben_rel_max > 1.38",14,0.3571,0.1409
"4+","count_divisible_by_100 >   0.5 & expedited_i >   0.5 & months_since_cert_n <=   5.5 & shelter_expenses_by_hh_size <= 111.0",13,0.1538,0.0351
"4+","count_divisible_by_100 > 0.500 & months_since_cert_n > 9.500 & unc_rawben_rel_max > 0.412",92,0.0652,0.0264
"4+","cat_elig >   1.500 & rawben_rel_max <=   0.993 & total_deductions_by_hh_size > 187.000",69,0.0725,0.027
"4+","cat_elig >   1.500 & months_since_cert_n <=  10.500 & rawben_rel_max <=   0.993 & total_deductions_by_hh_size > 187.000",59,0.0678,0.0227
"4+","cat_elig >   1.500 & months_since_cert_n >  10.500 & rawben_rel_max <=   0.993 & total_deductions_by_hh_size > 187.000",10,0.1,0.0139
"4+","count_divisible_by_100 >   0.500 & unc_rawben_rel_max >   0.399 & utilities <= 880.000",697,0.0674,0.0485
"4+","total_deductions_by_hh_size <= 230 & utilities > 880 & utilities <= 943",72,0.0833,0.0338
"4+","count_divisible_by_100 >   0.500 & months_since_cert_n <=   8.500 & unc_rawben_rel_max >   0.399 & utilities <= 880.000",584,0.0616,0.0423
"4+","count_divisible_by_100 >   0.500 & months_since_cert_n >   8.500 & unc_rawben_rel_max >   0.399 & utilities <= 880.000",113,0.0973,0.0498
"4+","months_since_cert_n <=   1.5 & total_deductions_by_hh_size <= 230.0 & utilities > 880.0 & utilities <= 943.0",10,0.3,0.0898
"4+","shelter_expenses_by_hh_size <= 484 & total_deductions_by_hh_size > 230 & utilities > 880 & utilities <= 943",18,0.1111,0.0252
"4+","shelter_expenses_by_hh_size > 484 & total_deductions_by_hh_size > 230 & utilities > 880 & utilities <= 943",15,0.0667,0.0092
"4+","months_since_cert_n <=   8.5 & shelter_expenses_by_hh_size > 632.0 & utilities > 943.0",13,0.0769,0.0107
"4+","count_divisible_by_100 <=   0.5 & months_since_cert_n >   8.5 & utilities > 943.0",35,0.0571,0.0129
"4+","cat_elig <=   0.500 & total_deductions_by_hh_size > 339.000 & unc_rawben_rel_max <=   0.977",13,0.1538,0.0351
"4+","cat_elig > 0.500 & rawben_rel_max > 0.951 & unc_rawben_rel_max <= 0.977",195,0.0667,0.0357
"4+","elderly_disabled_i > 0.500 & months_since_cert_n <= 5.500 & unc_rawben_rel_max > 0.977",132,0.053,0.0228
"4+","cat_elig >   0.500 & rawben_rel_max <=   0.951 & unc_rawben_rel_max <=   0.977 & utilities > 880.000",239,0.0586,0.0321
"4+","cat_elig >   0.500 & rawben_rel_max >   0.951 & shelter_expenses_by_hh_size <= 394.000 & unc_rawben_rel_max <=   0.977",184,0.0652,0.0341
"4+","cat_elig >   0.500 & rawben_rel_max >   0.951 & shelter_expenses_by_hh_size > 394.000 & unc_rawben_rel_max <=   0.977",11,0.0909,0.0126
"4+","elderly_disabled_i > 0.5 & months_since_cert_n <= 5.5 & unc_rawben_rel_max > 1.3",24,0.25,0.1047
"4+","cat_elig > 0.500 & months_since_cert_n > 5.500 & unc_rawben_rel_max > 0.977 & unc_rawben_rel_max <= 0.988",25,0.08,0.0181
"4+","HH_size_n >   4.50 & total_deductions_by_hh_size > 218.00 & unc_rawben_rel_max <=   1.39",296,0.0507,0.0283
"4+","children_i >  0.5 & count_divisible_by_100 >  0.5 & HH_size_n <=  4.5 & months_since_cert_n <= 19.5",426,0.054,0.0337
"4+","elderly_disabled_i >   0.50 & HH_size_n >   4.50 & total_deductions_by_hh_size > 218.00 & unc_rawben_rel_max <=   1.39",48,0.0625,0.0179
"4+","count_divisible_by_100 > 0.500 & HH_size_n <= 6.500 & total_deductions_by_hh_size > 0.125",695,0.0576,0.0402
"4+","HH_size_n > 6.500 & months_since_cert_n <= 0.500 & rawben_rel_max <= 0.572",25,0.08,0.0181
"4+","count_divisible_by_100 <= 0.500 & elderly_disabled_i > 0.500 & HH_size_n <= 6.500 & rawben_rel_max > 0.954",185,0.0595,0.0302
"4+","count_divisible_by_100 > 0.500 & HH_size_n <= 6.500 & percent_abawd <= 0.225 & total_deductions_by_hh_size > 0.125",656,0.0579,0.0401
"4+","count_divisible_by_100 > 0.500 & HH_size_n <= 6.500 & percent_abawd > 0.225 & total_deductions_by_hh_size > 0.125",39,0.0513,0.0115
"4+","expedited_i >   0.5 & married <=   0.5 & months_since_cert_n <=  34.0 & total_deductions_by_hh_size > 255.0",14,0.0714,0.0099
"4+","HH_size_n >   6.500 & rawben_rel_max <=   0.496 & total_deductions_by_hh_size > 182.000",19,0.0526,0.0073
"4+","rawben_rel_max >   0.496 & shelter_expenses_by_hh_size > 372.000 & total_deductions_by_hh_size > 182.000",498,0.0522,0.0335
"4+","months_since_cert_n >  10.500 & rawben_rel_max >   0.496 & shelter_expenses_by_hh_size > 372.000 & total_deductions_by_hh_size > 182.000",34,0.1176,0.0397
"4+","shelter_expenses_by_hh_size > 371 & total_deductions_by_hh_size <= 272",707,0.0523,0.036
"4+","married <=   0.5 & shelter_expenses_by_hh_size > 371.0 & total_deductions_by_hh_size <= 272.0",425,0.0706,0.0468
"4+","count_divisible_by_100 >   0.500 & months_since_cert_n <=   3.500 & percent_abawd <=   0.375 & shelter_expenses_by_hh_size <= 371.000",333,0.0601,0.0362
"4+","count_divisible_by_100 >   0.5 & months_since_cert_n >   3.5 & shelter_expenses_by_hh_size <= 371.0 & utilities > 719.0",26,0.0769,0.0174
"4+","married <=   0.50 & percent_abawd <=   0.45 & shelter_expenses_by_hh_size > 371.00 & total_deductions_by_hh_size <= 272.00",423,0.0686,0.0451
"4+","months_since_cert_n <=  4.500 & rawben_rel_max <=  0.496 & shelter_expenses_by_hh_size <= 68.300",80,0.05,0.0167
"4+","count_divisible_by_100 > 0.500 & percent_abawd > 0.325 & rawben_rel_max > 0.496",11,0.1818,0.0417
"4+","count_divisible_by_100 <=   0.500 & HH_size_n >   8.500 & rawben_rel_max >   0.496 & utilities <= 279.000",13,0.0769,0.0107
"4+","count_divisible_by_100 >   0.500 & percent_abawd <=   0.325 & rawben_rel_max >   0.496 & total_deductions_by_hh_size <= 218.000",562,0.0587,0.0396
"4+","count_divisible_by_100 >   0.500 & percent_abawd <=   0.325 & rawben_rel_max >   0.496 & total_deductions_by_hh_size > 218.000",90,0.1222,0.0628
"4+","expedited_i <= 0.500 & HH_size_n > 7.500 & rawben_rel_max <= 0.307",16,0.0625,0.0087
"4+","cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size <= 108.000 & unc_rawben_rel_max <=   0.965",81,0.0617,0.023
"4+","cat_elig <= 1.5 & count_divisible_by_100 > 0.5 & elderly_disabled_i <= 0.5",637,0.0581,0.04
"4+","cat_elig > 1.5 & count_divisible_by_100 > 0.5 & elderly_disabled_i <= 0.5",51,0.0784,0.0263
"4+","count_divisible_by_100 > 0.5 & elderly_disabled_i > 0.5 & HH_size_n <= 6.5",115,0.0696,0.0316
"4+","count_divisible_by_100 > 0.5 & elderly_disabled_i > 0.5 & HH_size_n > 6.5",20,0.05,0.0069
"4+","cat_elig > 1.5 & count_divisible_by_100 <= 0.5 & elderly_disabled_i <= 0.5 & months_since_cert_n <= 1.5",86,0.0581,0.0216
"4+","count_divisible_by_100 <=   0.5 & elderly_disabled_i >   0.5 & expedited_i <=   0.5 & utilities > 984.0",32,0.0938,0.027
"4+","cat_elig <= 1.500 & count_divisible_by_100 > 0.500 & elderly_disabled_i <= 0.500 & unc_rawben_rel_max > 0.404",551,0.0653,0.0448
"4+","cat_elig > 1.5 & count_divisible_by_100 > 0.5 & count_divisible_by_100 <= 1.5 & elderly_disabled_i <= 0.5",45,0.0889,0.0299
"4+","count_divisible_by_100 > 0.5 & elderly_disabled_i > 0.5 & HH_size_n <= 6.5 & percent_abawd <= 0.1",110,0.0727,0.0331
"4+","cat_elig >   0.5 & count_divisible_by_100 <=   0.5 & medical_deductions > 128.0",56,0.0536,0.0154
"4+","count_divisible_by_100 >  0.500 & months_since_cert_n <= 21.000 & rawben_rel_max >  0.891",342,0.0643,0.0398
"4+","cat_elig >   0.5 & count_divisible_by_100 <=   0.5 & medical_deductions > 128.0 & total_deductions_by_hh_size > 131.0",24,0.125,0.0363
"4+","cat_elig <=   1.500 & count_divisible_by_100 >   0.500 & rawben_rel_max <=   0.891 & total_deductions_by_hh_size > 247.000",69,0.1014,0.044
"4+","count_divisible_by_100 >  0.500 & married <=  0.500 & months_since_cert_n <= 21.000 & rawben_rel_max >  0.891",288,0.059,0.0341
"4+","count_divisible_by_100 > 0.50 & married <= 0.50 & unc_rawben_rel_max <= 1.51",621,0.0612,0.0424
"4+","count_divisible_by_100 >  0.50 & married <=  0.50 & unc_rawben_rel_max <=  1.51 & utilities > 54.50",490,0.0531,0.034
"4+","count_divisible_by_100 > 0.500 & married > 0.500 & rawben_rel_max > 0.835 & unc_rawben_rel_max <= 1.510",63,0.1111,0.0483
"4+","elderly_disabled_i >   0.500 & rawben_rel_max >   0.977 & utilities <= 451.000",94,0.0851,0.0388
"4+","medical_deductions > 130.000 & rawben_rel_max <=   0.977 & unc_rawben_rel_max <=   0.977 & utilities >  26.000",57,0.0526,0.0151
"4+","elderly_disabled_i >   0.500 & married <=   0.500 & rawben_rel_max >   0.977 & utilities <= 451.000",60,0.0833,0.0312
"4+","elderly_disabled_i >   0.500 & married >   0.500 & rawben_rel_max >   0.977 & utilities <= 451.000",34,0.0882,0.0254
"4+","months_since_cert_n <=   11.500 & rawben_rel_max >    0.977 & shelter_expenses_by_hh_size <= 1230.000 & total_deductions_by_hh_size >  345.000",44,0.0909,0.0306
"4+","shelter_expenses_by_hh_size <= 383.00 & unc_rawben_rel_max >   1.39",15,0.3333,0.1308
"4+","unc_rawben_rel_max <=    0.567 & utilities >  880.000 & utilities <= 1050.000",94,0.117,0.06
"4+","total_deductions_by_hh_size <=  251.000 & unc_rawben_rel_max <=    0.567 & utilities >  880.000 & utilities <= 1050.000",47,0.1489,0.0652
"4+","total_deductions_by_hh_size >  251.000 & unc_rawben_rel_max <=    0.567 & utilities >  880.000 & utilities <= 1050.000",47,0.0851,0.0286
"4+","months_since_cert_n <= 8.50 & unc_rawben_rel_max > 1.46",13,0.3077,0.1077
"4+","medical_deductions <= 669.0 & months_since_cert_n >   8.5 & utilities > 984.0",36,0.0556,0.0125
"4+","count_divisible_by_100 > 0.500 & HH_size_n > 4.500 & percent_abawd <= 0.118",368,0.0598,0.0369
"4+","HH_size_n > 4.500 & months_since_cert_n > 8.500 & percent_abawd > 0.118",44,0.0682,0.0196
"4+","count_divisible_by_100 > 0.500 & expedited_i <= 0.500 & HH_size_n > 4.500 & percent_abawd <= 0.118",348,0.0632,0.0391
"4+","elderly_disabled_i <= 0.500 & HH_size_n > 4.500 & months_since_cert_n > 8.500 & percent_abawd > 0.118",40,0.075,0.0216
"4+","rawben_rel_max <=   0.971 & shelter_expenses_by_hh_size > 365.000 & total_deductions_by_hh_size <= 188.000",163,0.0859,0.0472
"4+","months_since_cert_n <=   0.500 & rawben_rel_max <=   0.971 & shelter_expenses_by_hh_size > 365.000 & total_deductions_by_hh_size <= 188.000",22,0.1364,0.0396
"4+","months_since_cert_n >   0.500 & rawben_rel_max <=   0.971 & shelter_expenses_by_hh_size > 365.000 & total_deductions_by_hh_size <= 188.000",141,0.078,0.0397
"4+","count_divisible_by_100 >   0.500 & rawben_rel_max <=   0.971 & shelter_expenses_by_hh_size > 365.000 & total_deductions_by_hh_size > 188.000",84,0.1071,0.0512
"4+","count_divisible_by_100 >   0.5 & total_deductions_by_hh_size <= 168.0 & utilities > 744.0",36,0.0556,0.0125
"4+","count_divisible_by_100 >   0.5 & HH_size_n >   5.5 & total_deductions_by_hh_size > 168.0",22,0.0909,0.0206
"4+","count_divisible_by_100 >   0.5 & shelter_expenses_by_hh_size <= 260.0 & total_deductions_by_hh_size <= 168.0 & utilities <= 744.0",473,0.055,0.0352
"4+","count_divisible_by_100 >   0.500 & HH_size_n <=   5.500 & total_deductions_by_hh_size > 168.000 & unc_rawben_rel_max >   0.499",166,0.1024,0.0597
"4+","medical_deductions <= 692.0 & months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 351.0 & utilities <= 362.0",13,0.2308,0.0682
"4+","count_divisible_by_100 >   0.5 & medical_deductions <= 692.0 & months_since_cert_n >   5.5 & utilities > 362.0",180,0.0944,0.0549
"4+","count_divisible_by_100 > 0.5 & unc_rawben_rel_max > 0.4",715,0.0671,0.0485
"4+","count_divisible_by_100 <=  0.500 & months_since_cert_n >  9.500 & shelter_expenses_by_hh_size <= 57.700 & unc_rawben_rel_max <=  0.863",45,0.0667,0.0191
"4+","count_divisible_by_100 > 0.50 & total_deductions_by_hh_size <= 9.04 & unc_rawben_rel_max > 0.40",93,0.0968,0.0462
"4+","count_divisible_by_100 > 0.50 & total_deductions_by_hh_size > 9.04 & unc_rawben_rel_max > 0.40",622,0.0627,0.0436
"4+","children_i >   0.5 & medical_deductions > 160.0 & utilities <= 880.0",19,0.1053,0.0238
"4+","expedited_i <=   0.5 & HH_size_n >   4.5 & utilities > 880.0",121,0.0661,0.03
"4+","expedited_i <=   0.500 & HH_size_n <=   4.500 & unc_rawben_rel_max <=   0.382 & utilities > 880.000",34,0.0882,0.0254
"4+","expedited_i <=   0.5 & HH_size_n >   4.5 & married <=   0.5 & utilities > 880.0",48,0.0625,0.0179
"4+","expedited_i <=   0.5 & HH_size_n >   4.5 & married >   0.5 & utilities > 880.0",73,0.0685,0.0255
"4+","count_divisible_by_100 >   0.5 & medical_deductions <= 744.0 & utilities > 279.0",639,0.0548,0.0373
