"rule_id","hh","rule"
217,"2-3","married <= 0.500 & months_since_cert_n > 1.500 & rawben_rel_max > 0.997 & unc_rawben_rel_max > 1.520"
218,"2-3","married <= 0.500 & rawben_rel_max > 0.997 & unc_rawben_rel_max > 1.510"
219,"2-3","married >=   1.000 & rawben_rel_max >=   0.523 & total_deductions_by_hh_size >= 154.000 & utilities <  29.000"
220,"2-3","medical_deductions <= 65.000 & rawben_rel_max >  0.236 & rawben_rel_max <=  0.804 & total_deductions_by_hh_size > 30.900"
221,"2-3","medical_deductions >   3.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 953.000"
222,"2-3","medical_deductions > 128.000 & rawben_rel_max >   0.156 & shelter_expenses_by_hh_size > 249.000 & utilities > 434.000"
223,"2-3","medical_deductions > 131.000 & rawben_rel_max >   0.148 & unc_rawben_rel_max >   0.494"
224,"2-3","medical_deductions > 131.000 & rawben_rel_max >   0.643 & unc_rawben_rel_max >   0.130"
225,"2-3","medical_deductions > 140.00 & rawben_rel_max >   0.64 & shelter_expenses_by_hh_size <= 417.00"
226,"2-3","medical_deductions > 143 & shelter_expenses_by_hh_size <= 738 & total_deductions_by_hh_size > 503"
227,"2-3","medical_deductions > 143 & total_deductions_by_hh_size > 503"
228,"2-3","medical_deductions > 366.000 & months_since_cert_n <=  13.500 & rawben_rel_max >   0.301"
229,"2-3","medical_deductions > 366.000 & shelter_expenses_by_hh_size > 559.000 & total_deductions_by_hh_size >  35.100 & unc_rawben_rel_max >   0.153"
230,"2-3","medical_deductions >= 132.000 & rawben_rel_max >=   0.209 & shelter_expenses_by_hh_size >= 225.000 & shelter_expenses_by_hh_size < 408.000"
231,"2-3","medical_deductions >= 146 & months_since_cert_n >=   8 & total_deductions_by_hh_size >= 441"
232,"2-3","medical_deductions >= 151.000 & rawben_rel_max >=   0.145 & shelter_expenses_by_hh_size >= 455.000 & unc_rawben_rel_max >=  -0.205"
233,"2-3","medical_deductions >= 172.00 & total_deductions_by_hh_size >= 451.00 & unc_rawben_rel_max <   1.77 & utilities < 600.00"
234,"2-3","medical_deductions >= 175.000 & rawben_rel_max >=   0.806 & shelter_expenses_by_hh_size < 797.000 & total_deductions_by_hh_size >=  75.000"
235,"2-3","medical_deductions >= 179.00 & rawben_rel_max >=   0.57 & shelter_expenses_by_hh_size >= 261.00 & utilities < 921.00"
236,"2-3","medical_deductions >= 201.000 & rawben_rel_max >=   0.632 & total_deductions_by_hh_size >= 341.000 & utilities < 827.000"
237,"2-3","months_since_cert_n <=  0.5 & total_deductions_by_hh_size > 83.5 & utilities <= 22.0"
238,"2-3","months_since_cert_n <=  0.500 & total_deductions_by_hh_size > 83.500 & unc_rawben_rel_max <=  0.999 & utilities <= 22.000"
239,"2-3","months_since_cert_n <=  18.000 & rawben_rel_max <=   0.922 & shelter_expenses_by_hh_size > 815.000"
240,"2-3","months_since_cert_n <=  25 & shelter_expenses_by_hh_size > 499 & shelter_expenses_by_hh_size <= 679 & total_deductions_by_hh_size > 644"
241,"2-3","months_since_cert_n >   2.500 & months_since_cert_n <=  18.000 & rawben_rel_max <=   0.903 & utilities > 967.000"
242,"2-3","months_since_cert_n >=   2.0 & total_deductions_by_hh_size >= 341.0 & unc_rawben_rel_max >=   1.5"
243,"2-3","months_since_cert_n >=   2.00 & shelter_expenses_by_hh_size >= 640.00 & unc_rawben_rel_max >=   1.47 & utilities < 388.00"
244,"2-3","months_since_cert_n >=   3.00 & percent_abawd <   0.50 & rawben_rel_max <   0.71 & total_deductions_by_hh_size >= 204.00"
245,"2-3","months_since_cert_n >=   5 & shelter_expenses_by_hh_size >= 452 & utilities >=  56 & utilities < 281"
246,"2-3","months_since_cert_n >=   6.000 & rawben_rel_max <   0.876 & total_deductions_by_hh_size >= 353.000 & utilities < 462.000"
247,"2-3","months_since_cert_n >=  12.0 & shelter_expenses_by_hh_size >= 399.0 & unc_rawben_rel_max >=   1.4"
248,"2-3","months_since_cert_n >=  14 & total_deductions_by_hh_size >= 245"
249,"2-3","months_since_cert_n >= 3.000 & months_since_cert_n < 9.000 & rawben_rel_max >= 0.414 & rawben_rel_max < 0.952"
250,"2-3","percent_abawd >=  0.500 & rawben_rel_max <  0.739 & total_deductions_by_hh_size >=  8.500 & utilities < 44.000"
251,"2-3","percent_abawd >= 1.000 & rawben_rel_max >= 0.360 & rawben_rel_max < 0.784"
252,"2-3","rawben_rel_max <   0.577 & total_deductions_by_hh_size >= 451.000 & utilities < 488.000"
253,"2-3","rawben_rel_max <   0.586 & total_deductions_by_hh_size >= 625.000 & total_deductions_by_hh_size < 683.000"
254,"2-3","rawben_rel_max <   0.678 & total_deductions_by_hh_size >= 584.000 & utilities < 417.000"
255,"2-3","rawben_rel_max <   0.703 & total_deductions_by_hh_size < 201.000 & unc_rawben_rel_max >=   0.698 & utilities < 586.000"
256,"2-3","rawben_rel_max <   0.749 & total_deductions_by_hh_size >= 602.000 & total_deductions_by_hh_size < 683.000"
257,"2-3","rawben_rel_max <   0.839 & total_deductions_by_hh_size >=  32.500 & total_deductions_by_hh_size < 251.000"
258,"2-3","rawben_rel_max <   0.859 & shelter_expenses_by_hh_size < 572.000 & total_deductions_by_hh_size >=  65.200"
259,"2-3","rawben_rel_max <   0.904 & total_deductions_by_hh_size >= 353.000 & utilities < 347.000"
260,"2-3","rawben_rel_max <=   0.804 & shelter_expenses_by_hh_size <= 612.000 & total_deductions_by_hh_size >  30.900"
261,"2-3","rawben_rel_max <=   0.804 & shelter_expenses_by_hh_size > 521.000 & total_deductions_by_hh_size >  97.100 & utilities <= 357.000"
262,"2-3","rawben_rel_max <=   0.93 & total_deductions_by_hh_size > 519.00 & utilities <= 560.00"
263,"2-3","rawben_rel_max <=   0.947 & shelter_expenses_by_hh_size > 447.000 & total_deductions_by_hh_size > 371.000"
264,"2-3","rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 441.000 & utilities <= 451.000"
265,"2-3","rawben_rel_max >   0.202 & rawben_rel_max <=   0.802 & total_deductions_by_hh_size >  28.900 & total_deductions_by_hh_size <= 279.000"
266,"2-3","rawben_rel_max >   0.398 & rawben_rel_max <=   0.802 & shelter_expenses_by_hh_size > 141.000"
267,"2-3","rawben_rel_max >   0.635 & rawben_rel_max <=   0.872 & shelter_expenses_by_hh_size > 365.000"
268,"2-3","rawben_rel_max > 0.157 & rawben_rel_max <= 0.799 & total_deductions_by_hh_size > 0.667"
269,"2-3","rawben_rel_max >=   0.466 & rawben_rel_max <   0.856 & shelter_expenses_by_hh_size < 350.000 & total_deductions_by_hh_size >=  91.100"
270,"2-3","shelter_expenses_by_hh_size < 622 & total_deductions_by_hh_size >= 466 & utilities < 612"
271,"2-3","shelter_expenses_by_hh_size < 650 & total_deductions_by_hh_size >= 625"
272,"2-3","shelter_expenses_by_hh_size < 720 & total_deductions_by_hh_size >= 625"
273,"2-3","shelter_expenses_by_hh_size <= 592.0 & total_deductions_by_hh_size > 522.0 & utilities >  37.5"
274,"2-3","shelter_expenses_by_hh_size <= 612.000 & total_deductions_by_hh_size >  31.800 & unc_rawben_rel_max <=   0.855"
275,"2-3","shelter_expenses_by_hh_size > 135.000 & total_deductions_by_hh_size >  28.900 & total_deductions_by_hh_size <= 279.000 & unc_rawben_rel_max <=   0.802"
276,"2-3","shelter_expenses_by_hh_size > 770.000 & shelter_expenses_by_hh_size <= 782.000 & unc_rawben_rel_max <=   0.998"
277,"2-3","shelter_expenses_by_hh_size >= 559 & total_deductions_by_hh_size >= 414 & utilities < 391"
278,"2-3","total_deductions_by_hh_size >   6.900 & total_deductions_by_hh_size <= 193.000 & unc_rawben_rel_max <=   0.892 & utilities <=  20.500"
279,"2-3","total_deductions_by_hh_size >  4.750 & unc_rawben_rel_max <=  0.701 & utilities <= 43.500"
280,"2-3","total_deductions_by_hh_size > 257.000 & unc_rawben_rel_max <=   0.721 & utilities >  89.500"
281,"2-3","total_deductions_by_hh_size > 260.000 & total_deductions_by_hh_size <= 476.000 & unc_rawben_rel_max <=   0.688 & utilities >  23.000"
282,"2-3","total_deductions_by_hh_size > 30.900 & unc_rawben_rel_max >  0.157 & unc_rawben_rel_max <=  0.632"
283,"2-3","total_deductions_by_hh_size > 340.000 & unc_rawben_rel_max <=   0.631"
284,"2-3","total_deductions_by_hh_size > 519 & utilities <= 560"
285,"2-3","total_deductions_by_hh_size > 524.000 & unc_rawben_rel_max <=   0.973 & utilities <= 392.000"
286,"2-3","total_deductions_by_hh_size >= 311.000 & total_deductions_by_hh_size < 493.000 & unc_rawben_rel_max <   0.948"
287,"2-3","total_deductions_by_hh_size >= 428 & utilities >= 303 & utilities < 342"
288,"2-3","total_deductions_by_hh_size >= 625.000 & unc_rawben_rel_max <   0.997 & utilities < 875.000"
289,"4+","HH_size_n <   5 & months_since_cert_n >=   5 & total_deductions_by_hh_size >= 150"
290,"4+","HH_size_n <   6 & months_since_cert_n >=   4 & total_deductions_by_hh_size >= 232 & utilities < 442"
291,"4+","HH_size_n <=   4.500 & rawben_rel_max <=   0.834 & total_deductions_by_hh_size > 154.000"
292,"4+","HH_size_n <=   5.5 & months_since_cert_n >   2.5 & shelter_expenses_by_hh_size > 338.0 & total_deductions_by_hh_size > 153.0"
293,"4+","HH_size_n <=   5.5 & shelter_expenses_by_hh_size > 234.0 & total_deductions_by_hh_size > 183.0"
294,"4+","HH_size_n <=   6 & shelter_expenses_by_hh_size > 338 & shelter_expenses_by_hh_size <= 459 & total_deductions_by_hh_size > 165"
295,"4+","HH_size_n <=   6.50 & rawben_rel_max <=   0.91 & shelter_expenses_by_hh_size > 338.00 & total_deductions_by_hh_size > 197.00"
296,"4+","HH_size_n <=   6.500 & shelter_expenses_by_hh_size <= 461.000 & total_deductions_by_hh_size > 221.000 & unc_rawben_rel_max <=   0.831"
297,"4+","HH_size_n <=   7.500 & total_deductions_by_hh_size > 224.000 & total_deductions_by_hh_size <= 325.000 & unc_rawben_rel_max <=   0.968"
298,"4+","HH_size_n <=   8.500 & rawben_rel_max >   0.266 & rawben_rel_max <=   0.750 & shelter_expenses_by_hh_size <= 137.000"
299,"4+","HH_size_n <=   9.5 & months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 102.0 & shelter_expenses_by_hh_size <= 212.0"
300,"4+","HH_size_n <=  4.500 & months_since_cert_n >  1.500 & rawben_rel_max <=  0.993 & utilities > 48.000"
301,"4+","HH_size_n <=  6.500 & months_since_cert_n >  4.500 & rawben_rel_max <=  0.853 & total_deductions_by_hh_size > 73.400"
302,"4+","HH_size_n >    4.5 & months_since_cert_n >    5.5 & shelter_expenses_by_hh_size >  332.0 & utilities <= 1050.0"
303,"4+","HH_size_n >   4.5 & medical_deductions <= 157.0 & total_deductions_by_hh_size > 362.0"
304,"4+","HH_size_n >   4.5 & shelter_expenses_by_hh_size <= 268.0 & total_deductions_by_hh_size > 222.0"
305,"4+","HH_size_n >   4.50 & rawben_rel_max <=   0.88 & shelter_expenses_by_hh_size <= 268.00 & total_deductions_by_hh_size > 222.00"
306,"4+","HH_size_n >   4.500 & married <=   0.500 & shelter_expenses_by_hh_size > 251.000 & unc_rawben_rel_max <=   0.976"
307,"4+","HH_size_n >   4.500 & married <=   0.500 & total_deductions_by_hh_size > 223.000 & unc_rawben_rel_max <=   0.983"
308,"4+","HH_size_n >   4.500 & months_since_cert_n >   3.500 & rawben_rel_max >   0.332 & shelter_expenses_by_hh_size > 192.000"
309,"4+","HH_size_n >   4.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.988 & total_deductions_by_hh_size > 206.000"
310,"4+","HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000"
311,"4+","HH_size_n >   4.500 & months_since_cert_n >   5.500 & total_deductions_by_hh_size > 231.000 & unc_rawben_rel_max <=   0.998"
312,"4+","HH_size_n >   4.500 & rawben_rel_max >   0.153 & utilities <= 451.000"
313,"4+","HH_size_n >   4.500 & rawben_rel_max >   0.478 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.997"
314,"4+","HH_size_n >   4.500 & shelter_expenses_by_hh_size <= 392.000 & total_deductions_by_hh_size >  54.300 & unc_rawben_rel_max <=   0.803"
315,"4+","HH_size_n >   4.500 & shelter_expenses_by_hh_size > 183.000 & unc_rawben_rel_max >   0.409 & unc_rawben_rel_max <=   0.982"
316,"4+","HH_size_n >   4.500 & shelter_expenses_by_hh_size > 239.000 & unc_rawben_rel_max >   0.734 & unc_rawben_rel_max <=   0.997"
317,"4+","HH_size_n >   5.5 & months_since_cert_n <=   8.0 & shelter_expenses_by_hh_size > 116.0"
318,"4+","HH_size_n >   5.5 & months_since_cert_n >   0.5 & shelter_expenses_by_hh_size > 154.0"
319,"4+","HH_size_n >   5.5 & months_since_cert_n >   1.5 & utilities > 202.0"
320,"4+","HH_size_n >   5.5 & months_since_cert_n >   4.5 & shelter_expenses_by_hh_size > 347.0 & utilities > 390.0"
321,"4+","HH_size_n >   5.5 & months_since_cert_n >  10.5 & utilities <= 390.0"
322,"4+","HH_size_n >   5.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.825 & utilities <= 424.000"
323,"4+","HH_size_n >   5.5000 & percent_abawd >   0.0885 & total_deductions_by_hh_size > 107.0000"
324,"4+","HH_size_n >  4.500 & months_since_cert_n >  3.500 & unc_rawben_rel_max >  0.405 & utilities > 32.500"
325,"4+","HH_size_n >  4.500 & months_since_cert_n >  5.500 & percent_abawd >  0.268 & utilities > 30.500"
326,"4+","HH_size_n >  4.500 & rawben_rel_max >  0.312 & rawben_rel_max <=  0.852 & total_deductions_by_hh_size > 10.500"
327,"4+","HH_size_n >  4.500 & rawben_rel_max >  0.541 & rawben_rel_max <=  0.783 & total_deductions_by_hh_size > 40.800"
328,"4+","HH_size_n > 4.5 & HH_size_n <= 6.5 & months_since_cert_n > 4.5"
329,"4+","HH_size_n > 4.500 & HH_size_n <= 6.500 & months_since_cert_n > 3.500 & unc_rawben_rel_max <= 0.852"
330,"4+","HH_size_n > 4.500 & HH_size_n <= 6.500 & rawben_rel_max > 0.415 & rawben_rel_max <= 0.928"
331,"4+","HH_size_n > 4.500 & married <= 0.500 & rawben_rel_max <= 0.928"
332,"4+","HH_size_n > 4.500 & months_since_cert_n > 1.500 & unc_rawben_rel_max <= 0.783"
333,"4+","HH_size_n > 4.500 & months_since_cert_n > 3.500 & rawben_rel_max > 0.315 & rawben_rel_max <= 0.853"
334,"4+","HH_size_n > 4.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.998 & unc_rawben_rel_max > 0.502"
335,"4+","HH_size_n >=   5 & married <   1 & shelter_expenses_by_hh_size < 293 & total_deductions_by_hh_size >= 212"
336,"4+","HH_size_n >=   5 & shelter_expenses_by_hh_size < 293 & total_deductions_by_hh_size >= 212"
337,"4+","HH_size_n >=   5 & shelter_expenses_by_hh_size < 449 & total_deductions_by_hh_size >= 268"
338,"4+","HH_size_n >=   5 & shelter_expenses_by_hh_size >= 401 & shelter_expenses_by_hh_size < 424 & utilities < 646"
339,"4+","HH_size_n >=   5 & total_deductions_by_hh_size >= 358"
340,"4+","HH_size_n >=   5.00 & months_since_cert_n >=   2.00 & total_deductions_by_hh_size >= 245.00 & unc_rawben_rel_max <   1.01"
341,"4+","HH_size_n >=   5.000 & rawben_rel_max <   0.837 & shelter_expenses_by_hh_size < 268.000 & total_deductions_by_hh_size >= 176.000"
342,"4+","HH_size_n >=   5.000 & rawben_rel_max <   0.873 & shelter_expenses_by_hh_size < 486.000 & total_deductions_by_hh_size >= 286.000"
343,"4+","HH_size_n >=   5.000 & rawben_rel_max >=   0.302 & rawben_rel_max <   0.942 & total_deductions_by_hh_size >= 236.000"
344,"4+","HH_size_n >=   5.000 & rawben_rel_max >=   0.681 & rawben_rel_max <   0.959 & shelter_expenses_by_hh_size >= 199.000"
345,"4+","HH_size_n >=   6.000 & months_since_cert_n >=  11.000 & rawben_rel_max <   0.887 & utilities < 388.000"
346,"4+","HH_size_n >=   7 & months_since_cert_n >=  11 & utilities < 612"
347,"4+","HH_size_n >= 6.000 & months_since_cert_n >= 6.000 & rawben_rel_max >= 0.391 & rawben_rel_max < 0.920"
348,"4+","cat_elig <=  0.500 & medical_deductions <= 37.500 & months_since_cert_n >  4.500 & rawben_rel_max <=  0.944"
349,"4+","cat_elig <=  0.500 & months_since_cert_n >  4.500 & total_deductions_by_hh_size > 65.700 & unc_rawben_rel_max <=  0.947"
350,"4+","cat_elig <=  0.500 & months_since_cert_n >  5.500 & rawben_rel_max <=  0.998 & utilities > 69.000"
351,"4+","cat_elig >   0.5 & HH_size_n >   5.5 & total_deductions_by_hh_size > 180.0 & utilities > 821.0"
352,"4+","cat_elig >   0.500 & HH_size_n >   4.500 & rawben_rel_max <=   0.976 & shelter_expenses_by_hh_size > 251.000"
353,"4+","cat_elig >   0.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.976 & shelter_expenses_by_hh_size > 350.000"
354,"4+","cat_elig > 0.5 & HH_size_n > 5.5 & married <= 0.5 & rawben_rel_max <= 0.9"
355,"4+","cat_elig > 0.500 & HH_size_n > 5.500 & married <= 0.500 & unc_rawben_rel_max <= 0.962"
356,"4+","cat_elig > 0.500 & HH_size_n > 5.500 & rawben_rel_max <= 0.962 & unc_rawben_rel_max > 0.508"
357,"4+","count_divisible_by_100 <=   0.5 & HH_size_n <=   4.5 & months_since_cert_n >   1.5 & utilities > 175.0"
358,"4+","count_divisible_by_100 <=   0.500 & months_since_cert_n >   5.500 & total_deductions_by_hh_size <= 123.000 & unc_rawben_rel_max <=   0.901"
359,"4+","count_divisible_by_100 <=   0.500 & total_deductions_by_hh_size <= 132.000 & unc_rawben_rel_max >   0.541 & unc_rawben_rel_max <=   0.780"
360,"4+","count_divisible_by_100 <= 0.500 & HH_size_n > 4.500 & married <= 0.500 & rawben_rel_max <= 0.783"
361,"4+","count_divisible_by_100 <= 0.500 & months_since_cert_n > 3.500 & unc_rawben_rel_max > 0.440 & unc_rawben_rel_max <= 0.772"
362,"4+","count_divisible_by_100 >   0.500 & HH_size_n >   4.500 & rawben_rel_max <=   0.948 & shelter_expenses_by_hh_size > 178.000"
363,"4+","count_divisible_by_100 >   0.500 & expedited_i <=   0.500 & rawben_rel_max <=   0.533 & total_deductions_by_hh_size > 232.000"
364,"4+","count_divisible_by_100 >   0.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.947 & total_deductions_by_hh_size > 218.000"
365,"4+","count_divisible_by_100 >   1.5 & HH_size_n <=   4.5 & months_since_cert_n <=  10.5 & utilities <= 588.0"
366,"4+","count_divisible_by_100 >   1.5 & utilities > 373.0 & utilities <= 494.0"
367,"4+","count_divisible_by_100 >   1.500 & shelter_expenses_by_hh_size >  27.100 & unc_rawben_rel_max <=   0.783 & utilities <= 446.000"
368,"4+","count_divisible_by_100 >   1.500 & total_deductions_by_hh_size >   6.620 & unc_rawben_rel_max <=   0.903 & utilities <= 454.000"
369,"4+","count_divisible_by_100 > 0.500 & HH_size_n > 5.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.845"
370,"4+","count_divisible_by_100 > 0.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.947"
371,"4+","count_divisible_by_100 > 1.5 & months_since_cert_n > 5.5"
372,"4+","count_divisible_by_100 >=   1.000 & married >=   1.000 & rawben_rel_max >=   0.511 & utilities >= 367.000"
373,"4+","count_divisible_by_100 >= 1.000 & HH_size_n >= 6.000 & rawben_rel_max >= 0.465 & rawben_rel_max < 0.891"
374,"4+","elderly_disabled_i <   1.000 & rawben_rel_max <   0.918 & shelter_expenses_by_hh_size >=  64.000 & shelter_expenses_by_hh_size < 152.000"
375,"4+","elderly_disabled_i <=   0.5 & HH_size_n <=   5.5 & total_deductions_by_hh_size > 229.0"
376,"4+","elderly_disabled_i <=   0.5 & HH_size_n <=   5.5 & total_deductions_by_hh_size > 236.0"
377,"4+","elderly_disabled_i <=   0.5 & medical_deductions <=  67.0 & shelter_expenses_by_hh_size > 263.0 & total_deductions_by_hh_size > 244.0"
378,"4+","elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size <= 471.0 & total_deductions_by_hh_size > 244.0"
379,"4+","elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size > 163.0 & total_deductions_by_hh_size > 221.0"
380,"4+","elderly_disabled_i <=   0.50 & rawben_rel_max >   0.37 & total_deductions_by_hh_size >  89.60 & utilities <= 451.00"
381,"4+","elderly_disabled_i <=   0.500 & HH_size_n >   4.500 & rawben_rel_max <=   0.831 & total_deductions_by_hh_size <= 248.000"
382,"4+","elderly_disabled_i <=   0.500 & months_since_cert_n >   5.500 & rawben_rel_max >   0.767 & shelter_expenses_by_hh_size > 166.000"
383,"4+","elderly_disabled_i <=   0.500 & rawben_rel_max <=   0.783 & total_deductions_by_hh_size <= 122.000 & unc_rawben_rel_max >   0.474"
384,"4+","elderly_disabled_i <=   0.500 & rawben_rel_max <=   0.796 & shelter_expenses_by_hh_size <= 380.000 & unc_rawben_rel_max >   0.405"
385,"4+","elderly_disabled_i <=   0.500 & rawben_rel_max <=   0.796 & shelter_expenses_by_hh_size > 165.000 & shelter_expenses_by_hh_size <= 380.000"
386,"4+","elderly_disabled_i <=   0.500 & unc_rawben_rel_max >   0.529 & unc_rawben_rel_max <=   0.965 & utilities > 260.000"
387,"4+","elderly_disabled_i <=  0.5 & HH_size_n >  4.5 & rawben_rel_max >  0.5 & total_deductions_by_hh_size > 52.1"
388,"4+","elderly_disabled_i <=  0.500 & HH_size_n >  4.500 & months_since_cert_n <= 12.500 & rawben_rel_max <=  0.826"
389,"4+","elderly_disabled_i <=  0.500 & rawben_rel_max <=  0.944 & total_deductions_by_hh_size > 11.800 & total_deductions_by_hh_size <= 89.000"
390,"4+","elderly_disabled_i <=  0.500 & total_deductions_by_hh_size > 99.000 & unc_rawben_rel_max >  0.370 & unc_rawben_rel_max <=  0.775"
391,"4+","elderly_disabled_i <= 0.500 & months_since_cert_n > 5.500 & rawben_rel_max > 0.372 & unc_rawben_rel_max <= 0.834"
392,"4+","expedited_i <=   0.5 & months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 103.0 & total_deductions_by_hh_size <= 150.0"
393,"4+","expedited_i <=   0.5 & months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 183.0"
394,"4+","expedited_i <=   0.5 & months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 183.0 & shelter_expenses_by_hh_size <= 302.0"
395,"4+","expedited_i <=   0.5 & months_since_cert_n >   5.5 & total_deductions_by_hh_size > 208.0"
396,"4+","expedited_i <=   0.500 & months_since_cert_n >   4.500 & total_deductions_by_hh_size > 219.000 & unc_rawben_rel_max <=   0.988"
397,"4+","expedited_i <=  0.500 & rawben_rel_max >  0.738 & rawben_rel_max <=  0.970 & utilities > 17.500"
398,"4+","expedited_i <= 0.500 & HH_size_n > 5.500 & unc_rawben_rel_max <= 0.718"
399,"4+","expedited_i >   0.500 & months_since_cert_n >   5.500 & total_deductions_by_hh_size <= 181.000 & unc_rawben_rel_max <=   0.935"
400,"4+","expedited_i >   0.500 & months_since_cert_n >   5.500 & unc_rawben_rel_max <=   0.912 & utilities <= 356.000"
401,"4+","expedited_i >   0.500 & months_since_cert_n >   5.500 & unc_rawben_rel_max <=   0.977 & utilities <= 373.000"
402,"4+","expedited_i >   0.500 & rawben_rel_max <=   0.932 & shelter_expenses_by_hh_size <= 155.000 & unc_rawben_rel_max >   0.654"
403,"4+","expedited_i >   0.500 & shelter_expenses_by_hh_size <= 295.000 & total_deductions_by_hh_size >   6.940 & unc_rawben_rel_max <=   0.937"
404,"4+","expedited_i >  0.500 & total_deductions_by_hh_size > 12.700 & unc_rawben_rel_max >  0.469 & unc_rawben_rel_max <=  0.935"
405,"4+","expedited_i > 0.500 & months_since_cert_n > 4.500 & rawben_rel_max <= 0.921 & unc_rawben_rel_max > 0.766"
406,"4+","expedited_i >=   1.000 & rawben_rel_max <   0.962 & total_deductions_by_hh_size >=   2.250 & total_deductions_by_hh_size < 124.000"
407,"4+","homeless <=  0.5 & utilities > 30.5 & utilities <= 35.5"
408,"4+","homeless <= 0.500 & months_since_cert_n > 2.500 & rawben_rel_max > 0.312 & rawben_rel_max <= 0.851"
409,"4+","married <=   0.500 & shelter_expenses_by_hh_size <= 122.000 & total_deductions_by_hh_size >  11.900 & unc_rawben_rel_max <=   0.947"
410,"4+","married > 0.500 & months_since_cert_n > 4.500 & rawben_rel_max > 0.493 & rawben_rel_max <= 0.923"
411,"4+","married > 0.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.990 & unc_rawben_rel_max > 0.508"
412,"4+","married >=   1 & shelter_expenses_by_hh_size < 454 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 247"
413,"4+","married >=   1.000 & months_since_cert_n >=   7.000 & shelter_expenses_by_hh_size >= 336.000 & unc_rawben_rel_max >=   0.282"
414,"4+","medical_deductions <=  65.000 & shelter_expenses_by_hh_size > 273.000 & shelter_expenses_by_hh_size <= 434.000 & unc_rawben_rel_max <=   0.838"
415,"4+","medical_deductions <= 179.000 & rawben_rel_max >   0.777 & rawben_rel_max <=   0.817 & total_deductions_by_hh_size > 204.000"
416,"4+","months_since_cert_n <=   3.5 & shelter_expenses_by_hh_size > 251.0 & shelter_expenses_by_hh_size <= 343.0"
417,"4+","months_since_cert_n >   0.500 & total_deductions_by_hh_size > 184.000 & total_deductions_by_hh_size <= 302.000 & unc_rawben_rel_max <=   0.812"
418,"4+","months_since_cert_n >   1.500 & percent_abawd <=   0.292 & shelter_expenses_by_hh_size > 101.000 & total_deductions_by_hh_size <=  97.300"
419,"4+","months_since_cert_n >   2.500 & unc_rawben_rel_max <=   0.851 & utilities > 331.000"
420,"4+","months_since_cert_n >   3.50 & shelter_expenses_by_hh_size > 204.00 & unc_rawben_rel_max <=   1.08 & utilities > 590.00"
421,"4+","months_since_cert_n >   4.5 & shelter_expenses_by_hh_size > 101.0 & total_deductions_by_hh_size <= 125.0"
422,"4+","months_since_cert_n >   4.5 & total_deductions_by_hh_size > 215.0 & utilities <= 442.0"
423,"4+","months_since_cert_n >   4.500 & rawben_rel_max <=   0.611 & total_deductions_by_hh_size >   0.600 & utilities > 984.000"
424,"4+","months_since_cert_n >   4.500 & rawben_rel_max <=   0.616 & shelter_expenses_by_hh_size > 163.000"
425,"4+","months_since_cert_n >   4.500 & rawben_rel_max <=   0.853 & total_deductions_by_hh_size >  56.600 & utilities > 980.000"
426,"4+","months_since_cert_n >   4.500 & rawben_rel_max <=   0.977 & total_deductions_by_hh_size > 221.000 & utilities <= 454.000"
427,"4+","months_since_cert_n >   4.500 & rawben_rel_max >   0.313 & shelter_expenses_by_hh_size > 121.000 & unc_rawben_rel_max <=   0.928"
428,"4+","months_since_cert_n >   4.500 & shelter_expenses_by_hh_size > 192.000 & total_deductions_by_hh_size >  73.400 & unc_rawben_rel_max >   0.336"
429,"4+","months_since_cert_n >   4.500 & total_deductions_by_hh_size <= 129.000 & unc_rawben_rel_max <=   0.968"
430,"4+","months_since_cert_n >   5.5 & months_since_cert_n <=  11.5 & shelter_expenses_by_hh_size > 103.0 & total_deductions_by_hh_size <= 141.0"
431,"4+","months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 100.0 & total_deductions_by_hh_size <= 125.0"
432,"4+","months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 402.0 & utilities > 984.0"
433,"4+","months_since_cert_n >   5.5 & total_deductions_by_hh_size > 215.0 & total_deductions_by_hh_size <= 251.0"
434,"4+","months_since_cert_n >   5.5 & total_deductions_by_hh_size > 215.0 & utilities <= 442.0"
