"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","n_flagged_state","n_new_at_rank","rank","role"
"medical_deductions > 116.000 & rawben_rel_max >   0.940 & rawben_rel_max <=   0.991","1","national","ranger","any_error",185,0.3784,0.3,3,1,133,"buffer"
"children_i <= 0.500 & elderly_disabled_i <= 0.500 & expedited_i > 0.500 & unc_rawben_rel_max <= 0.997","2-3","national","ranger","any_error",73,0.4247,0.2999,1,1,134,"buffer"
"months_since_cert_n >=   9 & shelter_expenses_by_hh_size >= 744 & utilities < 488","2-3","national","xgboost","any_error",101,0.4059,0.2999,2,1,135,"buffer"
"rawben_rel_max >=   0.346 & rawben_rel_max <   0.444 & shelter_expenses_by_hh_size >= 401.000 & total_deductions_by_hh_size < 286.000","4+","national","xgboost","any_error",73,0.4247,0.2999,1,1,136,"buffer"
"elderly_disabled_i > 0.500 & expedited_i <= 0.500 & percent_abawd > 0.250 & unc_rawben_rel_max > 0.794","1","national","ranger","any_error",46,0.4565,0.2994,2,1,137,"buffer"
"count_divisible_by_100 >   0.500 & total_deductions_by_hh_size >   0.217 & total_deductions_by_hh_size <= 485.000 & unc_rawben_rel_max >   1.470","2-3","national","ranger","any_error",33,0.4848,0.2994,3,2,138,"buffer"
"months_since_cert_n >=  8.000 & total_deductions_by_hh_size >= 30.000 & unc_rawben_rel_max >=  0.766 & unc_rawben_rel_max <  0.887","4+","national","xgboost","any_error",406,0.3522,0.2993,21,3,139,"buffer"
"rawben_rel_max >=   0.338 & rawben_rel_max <   0.885 & total_deductions_by_hh_size >= 315.000 & utilities >= 379.000","4+","national","xgboost","any_error",327,0.3578,0.2989,9,1,140,"buffer"
"cat_elig > 1.500 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.997","2-3","national","ranger","any_error",65,0.4308,0.2987,4,1,141,"buffer"
"expedited_i >  0.500 & total_deductions_by_hh_size >  9.500 & unc_rawben_rel_max <=  0.914 & utilities <= 31.500","2-3","national","ranger","any_error",110,0.4,0.2985,3,2,142,"buffer"
"rawben_rel_max >=   0.918 & rawben_rel_max <   0.990 & shelter_expenses_by_hh_size >= 370.000 & utilities < 412.000","1","national","xgboost","any_error",585,0.3419,0.2979,22,10,143,"buffer"
