"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"1","total_deductions_by_hh_size <= 780.00 & unc_rawben_rel_max >   1.96 & unc_rawben_rel_max <=   1.98","ranger",11,7,0.6364,0.3116,4,0,0,0,0,0.019,5,1,0.2,8e-04,7e-04,0.023
"1","unc_rawben_rel_max >   1.95 & utilities >  55.50 & utilities <= 288.00","ranger",11,7,0.6364,0.3116,3,0,0,0,0,0.015,3,0,0,0,0,0.014
"1","elderly_disabled_i >   0.50 & unc_rawben_rel_max >   1.79 & utilities >  67.00 & utilities <= 364.00","ranger",40,19,0.475,0.3056,26,11,0.4231,0.0564,0.0603,0.126,26,11,0.4231,0.0085,0.0102,0.119
"1","elderly_disabled_i >   0.50 & percent_abawd <=   0.75 & unc_rawben_rel_max >   1.46 & utilities <= 290.00","ranger",107,43,0.4019,0.2989,48,20,0.4167,0.1026,0.1064,0.232,51,23,0.451,0.0178,0.0223,0.234
"1","shelter_expenses_by_hh_size <= 2190.00 & unc_rawben_rel_max >    1.93 & unc_rawben_rel_max <=    2.26 & utilities <=  301.00","ranger",28,14,0.5,0.2988,14,5,0.3571,0.0256,0.0288,0.068,14,5,0.3571,0.0039,0.0049,0.064
"1","medical_deductions > 130.00 & percent_abawd <=   0.25 & unc_rawben_rel_max >   2.58 & utilities >  12.50","ranger",16,9,0.5625,0.2968,6,3,0.5,0.0154,0.025,0.029,7,4,0.5714,0.0031,0.0048,0.032
"1","medical_deductions > 15.50 & percent_abawd <=  0.50 & unc_rawben_rel_max >  2.75","ranger",16,9,0.5625,0.2968,4,1,0.25,0.0051,0.0083,0.019,5,2,0.4,0.0015,0.0019,0.023
"1","cat_elig <=   1.50 & count_divisible_by_100 <=   0.50 & unc_rawben_rel_max >   1.93 & utilities <= 288.00","ranger",26,13,0.5,0.2925,17,6,0.3529,0.0308,0.0371,0.082,18,7,0.3889,0.0054,0.0077,0.083
"1","elderly_disabled_i >   0.5 & total_deductions_by_hh_size <= 440.0 & unc_rawben_rel_max >   1.5 & utilities <=  27.5","ranger",14,8,0.5714,0.2895,9,5,0.5556,0.0256,0.0253,0.044,9,5,0.5556,0.0039,0.0043,0.041
"1","shelter_expenses_by_hh_size <= 642.00 & unc_rawben_rel_max >   1.93 & unc_rawben_rel_max <=   1.98","ranger",14,8,0.5714,0.2895,1,0,0,0,0,0.005,1,0,0,0,0,0.005
"1","expedited_i <=   0.50 & months_since_cert_n >   6.50 & unc_rawben_rel_max >   1.97 & utilities <= 606.00","ranger",90,36,0.4,0.2889,41,12,0.2927,0.0615,0.0613,0.198,42,13,0.3095,0.0101,0.0116,0.193
