"state","year","category","status"
"Indiana",2016,"Transitional Benefits Alternative (TBA)","No"
"Indiana",2016,"Demonstrations for the Elderly and Disabled","None"
"Indiana",2016,"Combined Application Project (CAP)","No"
"Indiana",2016,"Online Application","Apply"
"Indiana",2016,"Online Case Management","View case information & report changes"
"Indiana",2016,"Electronic Case Files","Completely electronic files statewide"
"Indiana",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, & process case changes"
"Indiana",2016,"Mobile Technology","No"
"Iowa",2016,"Program Administration","State-administered"
"Iowa",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Iowa",2016,"Joint Processing—Medicaid","Joint processing in some cases only"
"Iowa",2016,"Joint Processing—TANF","Joint application & processing"
"Iowa",2016,"Reporting Requirements","Simplified reporting only"
"Iowa",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Iowa",2016,"Simplified Reporting—Certification Length","4, 6, & 12 months"
"Iowa",2016,"Simplified Income and Resources","Income only"
"Iowa",2016,"Simplified Self-Employment Determination","Flat percentage: 40%"
"Iowa",2016,"Simplified Homeless Housing Cost","No"
"Iowa",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Iowa",2016,"Treatment of Child Support Payments","Child support expense income exclusion Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Iowa",2016,"Child Support Related Disqualification","None"
"Iowa",2016,"Comparable Disqualifications","No"
"Iowa",2016,"Drug Felony Disqualifications","No ban"
"Iowa",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"Iowa",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Iowa",2016,"Transitional Benefits Alternative (TBA)","No"
"Iowa",2016,"Demonstrations for the Elderly and Disabled","SMD"
"Iowa",2016,"Combined Application Project (CAP)","No"
"Iowa",2016,"Online Application","Apply"
"Iowa",2016,"Online Case Management","No"
"Iowa",2016,"Electronic Case Files","Completely electronic files statewide"
"Iowa",2016,"Call Centers","Respond to general inquiries, accept client reported case changes, & process case changes"
"Iowa",2016,"Mobile Technology","No"
"Kansas",2016,"Program Administration","State-administered"
"Kansas",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Kansas",2016,"Joint Processing—Medicaid","Neither joint application or processing"
"Kansas",2016,"Joint Processing—TANF","Joint application & processing"
"Kansas",2016,"Reporting Requirements","Simplified reporting only"
"Kansas",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Kansas",2016,"Simplified Reporting—Certification Length","12 & 24 months"
"Kansas",2016,"Simplified Income and Resources","Neither"
"Kansas",2016,"Simplified Self-Employment Determination","Flat percentage: 25%"
"Kansas",2016,"Simplified Homeless Housing Cost","No"
"Kansas",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Kansas",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Kansas",2016,"Child Support Related Disqualification","For failure to cooperate"
"Kansas",2016,"Comparable Disqualifications","Yes"
"Kansas",2016,"Drug Felony Disqualifications","Modified ban: requiring drug testing, participation in drug treatment; imposing temporary DQ period; & 2nd conviction after 7/1/2015 results in permanent DQ"
"Kansas",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"Kansas",2016,"Broad Based Categorical Eligibility (BBCE)","No"
"Kansas",2016,"Transitional Benefits Alternative (TBA)","No"
"Kansas",2016,"Demonstrations for the Elderly and Disabled","SMD"
"Kansas",2016,"Combined Application Project (CAP)","No"
"Kansas",2016,"Online Application","Apply"
"Kansas",2016,"Online Case Management","No online management"
"Kansas",2016,"Electronic Case Files","Completely electronic files statewide"
"Kansas",2016,"Call Centers","No call center"
"Kansas",2016,"Mobile Technology","No"
"Kentucky",2016,"Program Administration","State-administered"
"Kentucky",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Kentucky",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Kentucky",2016,"Joint Processing—TANF","Joint application & processing"
"Kentucky",2016,"Reporting Requirements","Simplified reporting only"
"Kentucky",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Kentucky",2016,"Simplified Reporting—Certification Length","6 & 12 months"
"Kentucky",2016,"Simplified Income and Resources","Income & resources"
"Kentucky",2016,"Simplified Self-Employment Determination","No"
"Kentucky",2016,"Simplified Homeless Housing Cost","Yes"
"Kentucky",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Kentucky",2016,"Treatment of Child Support Payments","Child support expense income deduction Count all for gross income test Treatment of Income and then count all but a prorated share for net Deductions of Ineligible Non-Citizens—Pre PRWORA income test Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Kentucky",2016,"Child Support Related Disqualification","None"
"Kentucky",2016,"Comparable Disqualifications","Yes"
"Kentucky",2016,"Drug Felony Disqualifications","Modified ban: requiring participation in drug treatment program"
"Kentucky",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"Kentucky",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Kentucky",2016,"Transitional Benefits Alternative (TBA)","No"
"Kentucky",2016,"Demonstrations for the Elderly and Disabled","None"
"Kentucky",2016,"Combined Application Project (CAP)","Modified CAP"
"Kentucky",2016,"Online Application","Apply"
"Kentucky",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Kentucky",2016,"Electronic Case Files","Completely electronic files statewide"
"Kentucky",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"Kentucky",2016,"Mobile Technology","SMS messaging SNAP State Options Report • 47"
"Louisiana",2016,"Program Administration","State-administered"
"Louisiana",2016,"SNAP Certification Workflow and Case Management","Specialized units"
"Louisiana",2016,"Joint Processing—Medicaid","Neither joint application or processing"
"Louisiana",2016,"Joint Processing—TANF","Joint application & processing"
"Louisiana",2016,"Reporting Requirements","Simplified reporting only"
"Louisiana",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"Louisiana",2016,"Simplified Reporting—Certification Length","12 & 24 months"
"Louisiana",2016,"Simplified Income and Resources","Income & resources"
"Louisiana",2016,"Simplified Self-Employment Determination","No"
"Louisiana",2016,"Simplified Homeless Housing Cost","No"
"Louisiana",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Louisiana",2016,"Treatment of Child Support Payments","Child support expense income exclusion Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Louisiana",2016,"Child Support Related Disqualification","None"
"Louisiana",2016,"Comparable Disqualifications","Yes"
"Louisiana",2016,"Drug Felony Disqualifications","Modified ban: imposing temporary DQ period"
"Louisiana",2016,"Work Requirements and Disqualification Policy","Extended DQ & entire household DQ"
"Louisiana",2016,"Broad Based Categorical Eligibility (BBCE)","No"
"Louisiana",2016,"Transitional Benefits Alternative (TBA)","No"
"Louisiana",2016,"Demonstrations for the Elderly and Disabled","None"
"Louisiana",2016,"Combined Application Project (CAP)","Modified CAP"
"Louisiana",2016,"Online Application","Apply & recertify"
"Louisiana",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Louisiana",2016,"Electronic Case Files","Completely electronic files statewide"
"Louisiana",2016,"Call Centers","Respond to general inquiries"
"Louisiana",2016,"Mobile Technology","SMS messaging SNAP State Options Report • 48"
"Maine",2016,"Program Administration","State-administered"
"Maine",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Maine",2016,"Joint Processing—Medicaid","Joint application & processing"
"Maine",2016,"Joint Processing—TANF","Joint application & processing"
"Maine",2016,"Reporting Requirements","Change reporting only"
"Maine",2016,"Simplified Reporting—Action on Changes","Change reporting only"
"Maine",2016,"Simplified Reporting—Certification Length","Change reporting only"
"Maine",2016,"Simplified Income and Resources","Income & resources"
"Maine",2016,"Simplified Self-Employment Determination","No"
"Maine",2016,"Simplified Homeless Housing Cost","Yes"
"Maine",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Maine",2016,"Treatment of Child Support Payments","Child support expense income exclusion Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Maine",2016,"Child Support Related Disqualification","None"
"Maine",2016,"Comparable Disqualifications","Yes"
"Maine",2016,"Drug Felony Disqualifications","No ban"
"Maine",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Maine",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Maine",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Maine",2016,"Demonstrations for the Elderly and Disabled","None"
"Maine",2016,"Combined Application Project (CAP)","No"
"Maine",2016,"Online Application","Apply & recertify"
"Maine",2016,"Online Case Management","View case information & report changes"
"Maine",2016,"Electronic Case Files","Partially electronic files statewide"
"Maine",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"Maine",2016,"Mobile Technology","SMS messaging SNAP State Options Report • 49"
"Maryland",2016,"Program Administration","State-administered"
"Maryland",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"Maryland",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Maryland",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"Maryland",2016,"Reporting Requirements","Simplified, change, & monthly reporting"
"Maryland",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Maryland",2016,"Simplified Reporting—Certification Length","6 months only"
"Maryland",2016,"Simplified Income and Resources","Neither"
"Maryland",2016,"Simplified Self-Employment Determination","Flat percentage: 50%"
"Maryland",2016,"Simplified Homeless Housing Cost","Yes"
"Maryland",2016,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"Maryland",2016,"Treatment of Child Support Payments","Child support expense income deduction Count all for gross income test Treatment of Income and then count all but a prorated share for net Deductions of Ineligible Non-Citizens—Pre PRWORA income test Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Maryland",2016,"Child Support Related Disqualification","None"
"Maryland",2016,"Comparable Disqualifications","Yes"
"Maryland",2016,"Drug Felony Disqualifications","Modified ban: requiring drug testing, participation in drug treatment program; & imposing temporary DQ period"
"Maryland",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Maryland",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Maryland",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Maryland",2016,"Demonstrations for the Elderly and Disabled","ESAP"
"Maryland",2016,"Combined Application Project (CAP)","Modified CAP"
"Maryland",2016,"Online Application","Apply"
"Maryland",2016,"Online Case Management","View case information & upload documents for verification"
"Maryland",2016,"Electronic Case Files","Partially electronic files statewide"
"Maryland",2016,"Call Centers","Respond to general inquiries"
"Maryland",2016,"Mobile Technology","Mobile app SNAP State Options Report • 50"
"Massachusetts",2016,"Program Administration","State-administered"
"Massachusetts",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Massachusetts",2016,"Joint Processing—Medicaid","Neither joint application or processing"
"Massachusetts",2016,"Joint Processing—TANF","Joint application & processing"
"Massachusetts",2016,"Reporting Requirements","Simplified & change reporting"
"Massachusetts",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"Massachusetts",2016,"Simplified Reporting—Certification Length","6, 12, & 24 months"
"Massachusetts",2016,"Simplified Income and Resources","Income & resources"
"Massachusetts",2016,"Simplified Self-Employment Determination","No"
"Massachusetts",2016,"Simplified Homeless Housing Cost","Yes"
"Massachusetts",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Massachusetts",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Massachusetts",2016,"Child Support Related Disqualification","None"
"Massachusetts",2016,"Comparable Disqualifications","No"
"Massachusetts",2016,"Drug Felony Disqualifications","No ban"
"Massachusetts",2016,"Work Requirements and Disqualification Policy","Entire household DQ"
"Massachusetts",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Massachusetts",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Massachusetts",2016,"Demonstrations for the Elderly and Disabled","SMD"
"Massachusetts",2016,"Combined Application Project (CAP)","Standard CAP"
"Massachusetts",2016,"Online Application","Apply"
"Massachusetts",2016,"Online Case Management","View case information & upload documents for verification"
"Massachusetts",2016,"Electronic Case Files","Completely electronic files statewide"
"Massachusetts",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"Massachusetts",2016,"Mobile Technology","Mobile app SNAP State Options Report • 51"
"Michigan",2016,"Program Administration","State-administered"
"Michigan",2016,"SNAP Certification Workflow and Case Management","Traditional case management"
"Michigan",2016,"Joint Processing—Medicaid","Joint processing only"
"Michigan",2016,"Joint Processing—TANF","Joint application & processing"
"Michigan",2016,"Reporting Requirements","Simplified & change reporting"
"Michigan",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"Michigan",2016,"Simplified Reporting—Certification Length","6 months only"
"Michigan",2016,"Simplified Income and Resources","Resources only"
"Michigan",2016,"Simplified Self-Employment Determination","No"
"Michigan",2016,"Simplified Homeless Housing Cost","No"
"Michigan",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Michigan",2016,"Treatment of Child Support Payments","Child support expense income exclusion Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Michigan",2016,"Child Support Related Disqualification","For failure to cooperate"
"Michigan",2016,"Comparable Disqualifications","Yes"
"Michigan",2016,"Drug Felony Disqualifications","Modified ban: limiting the circumstances in which the permanent disqualification applies; DQ after 2 drug trafficking felonies"
"Michigan",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"Michigan",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Michigan",2016,"Transitional Benefits Alternative (TBA)","No"
"Michigan",2016,"Demonstrations for the Elderly and Disabled","None"
"Michigan",2016,"Combined Application Project (CAP)","Modified CAP"
"Michigan",2016,"Online Application","Apply & recertify"
"Michigan",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Michigan",2016,"Electronic Case Files","Completely electronic files statewide"
"Michigan",2016,"Call Centers","No call center"
"Michigan",2016,"Mobile Technology","No"
"Minnesota",2016,"Program Administration","County-administered"
"Minnesota",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"Minnesota",2016,"Joint Processing—Medicaid","Joint processing in some cases only"
"Minnesota",2016,"Joint Processing—TANF","Joint application & processing"
"Minnesota",2016,"Reporting Requirements","Simplified, change, & monthly reporting"
"Minnesota",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Minnesota",2016,"Simplified Reporting—Certification Length","12 months only"
"Minnesota",2016,"Simplified Income and Resources","Neither"
"Minnesota",2016,"Simplified Self-Employment Determination","Flat percentage: 50%"
"Minnesota",2016,"Simplified Homeless Housing Cost","No"
"Minnesota",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Minnesota",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Minnesota",2016,"Child Support Related Disqualification","None"
"Minnesota",2016,"Comparable Disqualifications","No Modified ban: requiring drug testing; imposing a temporary"
"Minnesota",2016,"Drug Felony Disqualifications","DQ period; & after 1st failed drug test, 30% sanction until passes drug test, after 2nd failed drug test permanent DQ"
"Minnesota",2016,"Work Requirements and Disqualification Policy","Entire household DQ"
"Minnesota",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Minnesota",2016,"Transitional Benefits Alternative (TBA)","No"
"Minnesota",2016,"Demonstrations for the Elderly and Disabled","None"
"Minnesota",2016,"Combined Application Project (CAP)","No"
"Minnesota",2016,"Online Application","No"
"Minnesota",2016,"Online Case Management","No"
"Minnesota",2016,"Electronic Case Files","Partially electronic files in specific project areas"
"Minnesota",2016,"Call Centers","No call center"
"Minnesota",2016,"Mobile Technology","No"
"Mississippi",2016,"Program Administration","State-administered"
"Mississippi",2016,"SNAP Certification Workflow and Case Management","Traditional case management"
"Mississippi",2016,"Joint Processing—Medicaid","Neither joint application or processing"
"Mississippi",2016,"Joint Processing—TANF","Joint application & processing"
"Mississippi",2016,"Reporting Requirements","Simplified & change reporting"
"Mississippi",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Mississippi",2016,"Simplified Reporting—Certification Length","4, 12 & 24 months"
"Mississippi",2016,"Simplified Income and Resources","Income & resources"
"Mississippi",2016,"Simplified Self-Employment Determination","No"
"Mississippi",2016,"Simplified Homeless Housing Cost","No"
"Mississippi",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Mississippi",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Mississippi",2016,"Child Support Related Disqualification","For failure to cooperate & arrearage on support payments"
"Mississippi",2016,"Comparable Disqualifications","Yes"
"Mississippi",2016,"Drug Felony Disqualifications","Lifetime ban Extended DQ, entire household"
"Mississippi",2016,"Work Requirements and Disqualification Policy","DQ, & perma‐ nent DQ"
"Mississippi",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Mississippi",2016,"Transitional Benefits Alternative (TBA)","No"
"Mississippi",2016,"Demonstrations for the Elderly and Disabled","ESAP"
"Mississippi",2016,"Combined Application Project (CAP)","Standard CAP"
"Mississippi",2016,"Online Application","Apply & recertify"
"Mississippi",2016,"Online Case Management","View case information & upload documents for verifications"
"Mississippi",2016,"Electronic Case Files","Completely electronic files statewide"
"Mississippi",2016,"Call Centers","No call center"
"Mississippi",2016,"Mobile Technology","Developing a mobile app SNAP State Options Report • 54"
"Missouri",2016,"Program Administration","State-administered"
"Missouri",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Missouri",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Missouri",2016,"Joint Processing—TANF","Joint application & processing"
"Missouri",2016,"Reporting Requirements","Simplified reporting only"
"Missouri",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Missouri",2016,"Simplified Reporting—Certification Length","12 months only"
"Missouri",2016,"Simplified Income and Resources","Resources only"
"Missouri",2016,"Simplified Self-Employment Determination","No"
"Missouri",2016,"Simplified Homeless Housing Cost","No"
"Missouri",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Missouri",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Missouri",2016,"Child Support Related Disqualification","None"
"Missouri",2016,"Comparable Disqualifications","No Modified ban: limiting circumstances in which permanent DQ applies; requiring drug testing;"
"Missouri",2016,"Drug Felony Disqualifications","& requiring participation in drug treatment program"
"Missouri",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Missouri",2016,"Broad Based Categorical Eligibility (BBCE)","No"
"Missouri",2016,"Transitional Benefits Alternative (TBA)","No"
"Missouri",2016,"Demonstrations for the Elderly and Disabled","SMD"
"Missouri",2016,"Combined Application Project (CAP)","No"
"Missouri",2016,"Online Application","Apply & recertify"
"Missouri",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Missouri",2016,"Electronic Case Files","Completely electronic files statewide"
"Missouri",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"Missouri",2016,"Mobile Technology","No"
"Montana",2016,"Program Administration","State-administered"
"Montana",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Montana",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Montana",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"Montana",2016,"Reporting Requirements","Simplified & change reporting"
"Montana",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Montana",2016,"Simplified Reporting—Certification Length","12 months only"
"Montana",2016,"Simplified Income and Resources","Resources only"
"Montana",2016,"Simplified Self-Employment Determination","No"
"Montana",2016,"Simplified Homeless Housing Cost","No"
"Montana",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Montana",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Montana",2016,"Child Support Related Disqualification","None"
"Montana",2016,"Comparable Disqualifications","No"
"Montana",2016,"Drug Felony Disqualifications","Modified ban: requiring participation in a drug treatment program; requiring compliance with the conditions of supervision or the sentence associated with the felony conviction"
"Montana",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Montana",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Montana",2016,"Transitional Benefits Alternative (TBA)","No"
"Montana",2016,"Demonstrations for the Elderly and Disabled","None"
"Montana",2016,"Combined Application Project (CAP)","No"
"Montana",2016,"Online Application","Apply & recertify"
"Montana",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Montana",2016,"Electronic Case Files","Completely electronic files statewide"
"Montana",2016,"Call Centers","No call center"
"Montana",2016,"Mobile Technology","No"
"Nebraska",2016,"Program Administration","State-administered"
"Nebraska",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Nebraska",2016,"Joint Processing—Medicaid","Neither joint application or processing"
"Nebraska",2016,"Joint Processing—TANF","Joint application & processing"
"Nebraska",2016,"Reporting Requirements","Simplified reporting only"
"Nebraska",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Nebraska",2016,"Simplified Reporting—Certification Length","6 months only"
"Nebraska",2016,"Simplified Income and Resources","Income & resources"
"Nebraska",2016,"Simplified Self-Employment Determination","Flat percentage: 49%"
"Nebraska",2016,"Simplified Homeless Housing Cost","Yes"
"Nebraska",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Nebraska",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Nebraska",2016,"Child Support Related Disqualification","None"
"Nebraska",2016,"Comparable Disqualifications","Yes"
"Nebraska",2016,"Drug Felony Disqualifications","Modified ban: limiting circumstances in which the permanent DQ applies; & requiring participation in a drug treatment program"
"Nebraska",2016,"Work Requirements and Disqualification Policy","Entire household DQ"
"Nebraska",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Nebraska",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Nebraska",2016,"Demonstrations for the Elderly and Disabled","None"
"Nebraska",2016,"Combined Application Project (CAP)","No"
"Nebraska",2016,"Online Application","Apply & recertify"
"Nebraska",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Nebraska",2016,"Electronic Case Files","Completely electronic files statewide"
"Nebraska",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"Nebraska",2016,"Mobile Technology","SMS messaging SNAP State Options Report • 57"
"Nevada",2016,"Program Administration","State-administered"
"Nevada",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Nevada",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Nevada",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"Nevada",2016,"Reporting Requirements","Simplified & change reporting"
"Nevada",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Nevada",2016,"Simplified Reporting—Certification Length","6 months only"
"Nevada",2016,"Simplified Income and Resources","Income only"
"Nevada",2016,"Simplified Self-Employment Determination","No"
"Nevada",2016,"Simplified Homeless Housing Cost","Yes"
"Nevada",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Nevada",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Nevada",2016,"Child Support Related Disqualification","None"
"Nevada",2016,"Comparable Disqualifications","No"
"Nevada",2016,"Drug Felony Disqualifications","Modified ban: requiring participation in a drug treatment program"
"Nevada",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"Nevada",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Nevada",2016,"Transitional Benefits Alternative (TBA)","No"
"Nevada",2016,"Demonstrations for the Elderly and Disabled","None"
"Nevada",2016,"Combined Application Project (CAP)","No"
"Nevada",2016,"Online Application","Apply & recertify"
"Nevada",2016,"Online Case Management","No"
"Nevada",2016,"Electronic Case Files","Completely electronic files statewide"
"Nevada",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"Nevada",2016,"Mobile Technology","Mobile app SNAP State Options Report • 58"
"New Hampshire",2016,"Program Administration","State-administered"
"New Hampshire",2016,"SNAP Certification Workflow and Case Management","Traditional case management"
"New Hampshire",2016,"Joint Processing—Medicaid","Joint application & processing"
"New Hampshire",2016,"Joint Processing—TANF","Joint application & processing"
"New Hampshire",2016,"Reporting Requirements","Simplified reporting only"
"New Hampshire",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"New Hampshire",2016,"Simplified Reporting—Certification Length","6 months only"
"New Hampshire",2016,"Simplified Income and Resources","Income only"
"New Hampshire",2016,"Simplified Self-Employment Determination","No"
"New Hampshire",2016,"Simplified Homeless Housing Cost","Yes"
"New Hampshire",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New Hampshire",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"New Hampshire",2016,"Child Support Related Disqualification","None"
"New Hampshire",2016,"Comparable Disqualifications","No"
"New Hampshire",2016,"Drug Felony Disqualifications","No ban"
"New Hampshire",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"New Hampshire",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New Hampshire",2016,"Transitional Benefits Alternative (TBA)","Yes"
"New Hampshire",2016,"Demonstrations for the Elderly and Disabled","SMD"
"New Hampshire",2016,"Combined Application Project (CAP)","No"
"New Hampshire",2016,"Online Application","Apply & recertify"
"New Hampshire",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"New Hampshire",2016,"Electronic Case Files","Completely electronic files statewide"
"New Hampshire",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"New Hampshire",2016,"Mobile Technology","SMS messaging SNAP State Options Report • 59"
"New Jersey",2016,"Program Administration","County-administered"
"New Jersey",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"New Jersey",2016,"Joint Processing—Medicaid","Joint processing in some cases only"
