Year,State,ProgramAdministration,ReportingRequirements,CertificationPeriods,SelfEmploymentIncome,SUAs,IneligibleNoncitizensPrePRWORA,IneligibleNoncitizensPostPRWORA,ChildSupportPayments,ChildSupportDisqualifications,ComparableDisqualification,DrugFelonyDisqualifications,WorkRequirements,SNAPETPrograms,ABAWDTimeLimitWaiver,ABAWDDiscretionaryExemptions,BBCE,TBA,DemonstrationsElderlyDisability,CAP
2018,Indiana,State-administered,Simplified reporting only,12 months only,Another method,Mandatory SUAs Count all for gross income test,,,Child support income expense deduction,None,No,Lifetime ban,Extended DQ,,,,No,No,None,No
2018,Iowa,State-administered,Simplified reporting only,"4, 6, & 12 months",Another method,Mandatory SUAs,,,Child support income expense exclusion,None,No,No ban,Extended DQ,,,,Yes,No,SMD,No
2018,Kansas,State-administered,Simplified reporting only,12 & 24 months,Another method,Mandatory SUAs,,,Child support income expense deduction,For failure to cooperate,Yes,Modified ban: limiting the circumstances in which the permanent disqualification applies; requiring drug testing; requiring participation in drug treatment; imposing temporary DQ period; & 2nd conviction after 7/1/2015 results in permanent DQ,Extended DQ,,,,No,No,SMD,No
2018,Kentucky,State-administered,Simplified reporting only,12 & 24 months,Actual costs only,Mandatory SUAs Count all for gross income test,,,Child support income expense deduction,None,Yes,Modified ban: requiring participation in drug treatment program,Extended DQ,,,,Yes,No,None,Modified CAP
2018,Louisiana,State-administered,Simplified reporting only,12 & 24 months,Actual costs only,Mandatory SUAs,,,Child support income expense exclusion,None,YNo,No ban,Extended DQ & entire household DQ,,,,No,No,None,Modified CAP
2018,Maine,State-administered,Change reporting only,Change reporting only,Actual costs only,Mandatory SUAs,,,Child support income expense exclusion Failure to cooperate—,DQ for non-custodial parent & arrearages on support payments,Yes,No ban,Regulatory minimum,,,,Yes,Yes,None,No
2018,Maryland,State-administered,"Simplified, change, & monthly reporting",12 & 24 months only,Another method,SUAs that are not mandatory,,,Child support income expense deduction,None,Yes,Modified ban: limiting the circumstances in which the permanent disqualification applies,Regulatory minimum,,,,Yes,Yes,ESAP,Modified CAP
2018,Massachusetts,State-administered,Simplified & change reporting,"6, 12, & 24 months",Actual costs only,Mandatory SUAs,,,Child support income expense deduction,None,No,No ban,Extended DQ & entire household DQ,,,,Yes,Yes,SMD,Standard CAP
2018,Michigan,State-administered,Simplified & change reporting,12 months only,Actual costs only,Mandatory SUAs,,,Child support income expense deduction For failure to cooperate—,DQ for custodial parent,Yes,Modified ban:,Extended DQ,,,,Yes,No,None,Modified CAP
2018,Minnesota,County-administered,"Simplified, change, & monthly reporting",12 months only,Another method,Mandatory SUAs,,,Child support income expense deduction,None,No Modified ban: requiring drug testing; imposing a temporary,"DQ period; & after 1st failed drug test, 30% sanction until passes drug test, after 2nd failed drug test permanent DQ",Regulatory minimum & entire household DQ,,,,Yes,No,None,No
2018,Mississippi,State-administered,Simplified & change reporting,12 & 24 months,Actual costs only,Mandatory SUAs,,,Child support income expense deduction For failure to cooperate—,DQ for custodial parent & arrearage on support payments,Yes,"Lifetime ban Extended DQ, entire household","DQ, & permanent DQ",,,,Yes,No,ESAP,Standard CAP
2018,Missouri,State administered,Simplified reporting only,12 & 24 months Simplified Income and Resources Income only Simplified Self-Employment Determination Actual costs only,,Mandatory SUAs,,,Child support expense income deduction,None,No Modified ban: limiting circumstances in which permanent,"DQ applies, requiring drug testing, & requiring participation in a drug treatment program",Regulatory minimum only,,,,No,No,SMD,No
2018,Montana,State-administered,Simplified & change reporting,12 months only,Actual costs only,Mandatory SUAs,,,Child support income expense deduction,None,No,Modified ban: requiring participation in a drug treatment program; requiring compliance with the conditions of supervision or the sentence associated with the felony conviction,Regulatory minimum,,,,Yes,No,None,No
2018,Nebraska,State-administered,Simplified reporting only,6 & 12 months,Another method,Mandatory SUAs,,,Child support income expense deduction,None,Yes,Modified ban: limiting circumstances in which the permanent DQ applies; & requiring participation in a drug treatment program,Regulatory minimum & entire household DQ,,,,Yes,Yes,None,No
2018,Nevada,State-administered,Simplified & change reporting,6 months only,Actual costs only,Mandatory SUAs,,,Child support expense income deduction,None,No,Modified ban: requiring participation in a drug treatment program,Regulatory minimum only,,,,Yes,No,None,No
2018,New Hampshire,State-administered,Simplified reporting only,6 months only,Actual costs only,Mandatory SUAs,,,Child support income expense deduction Able-Bodied Adults Without Dependents (ABAWDs) Time Partial ABAWD time limit waiver Limit Waiver Able-Bodied Adults Without Dependents (ABAWDs) 15 Use of 15 percent exemption Percent Exemption,None,Yes,No ban,Extended DQ,,,,Yes,Yes,SMD,No
2018,New Jersey,County-administered,Simplified & change reporting,"4, 6, 12, & 24 months",Another method,Mandatory SUAs,,,Child support income expense exclusion,None,No,No ban,Regulatory minimum,,,,Yes,No,None,Modified CAP
2018,New Mexico,State-administered,Simplified reporting only,"12 &, 24 months",Actual costs only,Mandatory SUAs,,,Child support income expense deduction,None Able-Bodied Adults Without Dependents (ABAWDs) Time Statewide ABAWD time limit waiver Limit Waiver Able-Bodied Adults Without Dependents (ABAWDs) 15 No use of 15 percent exemption Percent Exemption,Yno,No ban,Extended DQ only,,,,Yes,Yes,None,No
2018,New York,County-administered,Simplified & change reporting,"6, 12, & 24 months",Actual costs only,Mandatory SUAs,,,Child support income expense exclusion,None,Yes,No ban,Extended DQ,,,,Yes,Yes,None,Standard CAP
2018,North Carolina,County-administered,Simplified reporting only,6 & 12 months,Actual costs only,Mandatory SUAs Count all for gross income test,,,Child support income expense deduction,None,No,"Modified ban: requiring participation in a drug treatment program, imposing a temporary disqualification period",Extended DQ,,,,Yes,Yes,None,Modified CAP
2018,North Dakota,County-administered,Simplified reporting only,6 & 12 months,Actual costs only,Mandatory SUAs,,,Child support income expense deduction,None,YNo,No ban,Extended DQ only,,,,Yes,No,SMD,No
2018,Ohio,County-administered,Simplified reporting only,"4, 6, 12, & 24 months",Another method,Mandatory SUAs,,,Child support income expense deduction,None,Yes,No ban,Regulatory minimum,,,,Yes,No,None,No
2018,Oklahoma,State-administered,Simplified & change reporting,12 & 24 months,Another method,Mandatory SUAs,,,Child support income expense deduction,None,No,Lifetime ban,Regulatory minimum,,,,Yes,Yes,None,No
2018,Oregon,State-administered,Simplified & change reporting,"4, 6, 12, & 24 months",Another method,Mandatory SUAs,,,Child support income expense deduction,None,No,No Ban,Regulatory minimum,,,,Yes,Yes,None,No
2018,Pennsylvania,State-administered,Simplified & change reporting,12 & 24 months,Actual costs only,Mandatory SUAs,,,Child support expense income deduction,,None no,No ban,Regulatory minimum,,,,Yes,Yes,ESAP,Standard CAP
2018,Rhode Island,State-administered,Simplified & change reporting,12 months only,Actual costs only,Mandatory SUAs,,,Child support income expense exclusion,None,No,No ban,Regulatory minimum,,,,Yes,No,SMD,No
2018,South Carolina,State-administered,Simplified reporting only,12 & 24 months,Another method,Mandatory SUAs,,,Child support income expense deduction,None,No,Lifetime ban,Regulatory minimum,,,,Yes,No,SMD & ESAP,Standard CAP
2018,South Dakota,State-administered,Simplified reporting only,12 months only,Another method,Mandatory SUAs,,,Child support income expense exclusion,None,Yes,No ban,Extended DQ,,,,No,No,SMD,Modified CAP
2018,Tennessee,State-administered,Simplified & change reporting,12 months only,Actual costs only,SUAs that are not mandatory,,,Child support income expense deduction,None,No,Modified ban: requiring participation in a drug treatment program,Regulatory minimum,,,,No,Yes,None,No
2018,Texas,State-administered,Simplified reporting only,6 months only,Actual costs only,Mandatory SUAs,,,Child support income expense deduction,None,No,Modified ban: limiting circumstances in which the permanent DQ applies; & imposing a temporary DQ period,Regulatory minimum & entire household DQ,,,,Yes,No,SMD,Modified CAP
2023,Alabama,State administered,Simplified reporting only,12 months only,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,SMD and ESAP,No CAP
2023,Alaska,State administered,Simplified reporting only,4 to 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,Comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,No BBCE,No TBA,No SMD or ESAP,No CAP
2023,Arizona,State administered,Simplified and change reporting,12 and 24 months,Another method,Mandatory SUAs,Count all,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods and household disqualification,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,SMD only,Modified CAP
2023,Arkansas,State administered,Simplified and change reporting,12 months only,Actual costs only,Mandatory SUAs,"Count all for gross income test, then count all but a prorated share for net income test",Count all but a prorated share,Child support income expense deduction,Failure to cooperate: disqualification for custodial and noncustodial parent,No comparable disqualifications,No ban,Extended disqualification periods,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,No BBCE,No TBA,SMD and ESAP,No CAP
2023,California,County administered,Simplified reporting only,12 and 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count none,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,SMD and ESAP,No CAP
2023,Colorado,County administered,Simplified reporting only,4 to 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense exclusion,None,No comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,TBA,SMD only,No CAP
2023,Connecticut,State administered,Simplified reporting only,12 months only,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Extended disqualification periods,Voluntary,,No use of discretionary exemptions,BBCE,TBA,ESAP only,No CAP
2023,Delaware,State administered,Simplified reporting only,4 to 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Minimum disqualification periods only,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,No SMD or ESAP,No CAP
2023,District of Columbia,State administered,Simplified and change reporting,4 to 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Minimum disqualification periods only,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,ESAP only,No CAP
2023,Florida,State administered,Simplified reporting only,4 to 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,Failure to cooperate: disqualification for custodial parent,Comparable disqualifications,Modified ban,Minimum disqualification periods and household disqualification,Both,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,ESAP only,Standard CAP
2023,Georgia,State administered,Simplified reporting only,4 to 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,Comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,SMD and ESAP,No CAP
2023,Guam,State administered,Simplified reporting only,12 and 24 months,Actual costs only,Mandatory SUAs,Count all,Count all but a prorated share,Child support income expense deduction,None,Comparable disqualifications,Modified ban,Extended disqualification periods and permanent disqualification,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,No SMD or ESAP,No CAP
2023,Hawaii,State administered,Simplified and change reporting,4 to 24 months,Actual costs only,SUAs not mandatory,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,No SMD or ESAP,No CAP
2023,Idaho,State administered,Simplified reporting only,4 to 24 months,Another method,Mandatory SUAs,Count all,Count all but a prorated share,Child support income expense deduction,Failure to cooperate: disqualification for custodial parent,No comparable disqualifications,Modified ban,Minimum disqualification periods only,Both,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,SMD only,No CAP
2023,Illinois,State administered,Simplified and change reporting,12 months only,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Extended disqualification periods,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,SMD and ESAP,No CAP
2023,Indiana,State administered,Simplified reporting only,12 months only,Another method,Mandatory SUAs,"Count all for gross income test, then count all but a prorated share for net income test",Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Extended disqualification periods,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,No SMD or ESAP,No CAP
2023,Iowa,State administered,Simplified reporting only,4 to 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Extended disqualification periods,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,SMD only,No CAP
2023,Kansas,State administered,Simplified reporting only,12 and 24 months,Another method,Mandatory SUAs,Count all,Count all but a prorated share,Child support income expense deduction,Failure to cooperate: disqualification for custodial parent,Comparable disqualifications,Modified ban,Extended disqualification periods,Both,No ABAWD time limit waiver,No use of discretionary exemptions,No BBCE,No TBA,SMD only,No CAP
2023,Kentucky,State administered,Simplified reporting only,4 to 24 months,Actual costs only,Mandatory SUAs,"Count all for gross income test, then count all but a prorated share for net income test",Count all but a prorated share,Child support income expense deduction,Failure to cooperate: disqualification for noncustodial parent and arrearage on support payments,Comparable disqualifications,No ban,Extended disqualification periods,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,TBA,No SMD or ESAP,Modified CAP
2023,Louisiana,State administered,Simplified reporting only,12 and 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Under review,None,No comparable disqualifications,No ban,Minimum disqualification periods only,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,SMD and ESAP,Modified CAP
2023,Maine,State administered,Simplified reporting only,12 months only,Actual costs only,Mandatory SUAs,Count all,Count all but a prorated share,Child support income expense exclusion,None,Comparable disqualifications,No ban,Minimum disqualification periods only,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,No SMD or ESAP,No CAP
2023,Maryland,State administered,Simplified reporting only,4 to 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,TBA,ESAP only,Modified CAP
2023,Massachusetts,State administered,Simplified and change reporting,4 to 24 months,Actual costs only,Mandatory SUAs,Count all,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Extended disqualification periods and entire household disqualification,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,TBA,SMD and ESAP,Standard CAP
2023,Michigan,State administered,Simplified and change reporting,12 months only,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense exclusion,Failure to cooperate: disqualification for custodial parent,Comparable disqualifications,No ban,Extended disqualification periods,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,SMD only,Modified CAP
2023,Minnesota,County administered,"Simplified, change, and monthly reporting",12 months only,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods and household disqualification,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,No TBA,No SMD or ESAP,No CAP
2023,Mississippi,State administered,Change reporting only,Change reporting only,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,Failure to cooperate: disqualification for custodial parent and arrearage on support payments,Comparable disqualifications,No ban,"Extended disqualification periods, permanent disqualifications, and household disqualification",Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,No BBCE,No TBA,ESAP only,Standard CAP
2023,Missouri,State administered,Simplified reporting only,12 and 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense exclusion,None,Comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,No BBCE,No TBA,SMD only,No CAP
2023,Montana,State administered,Simplified and change reporting,12 months only,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,No TBA,No SMD or ESAP,No CAP
2023,Nebraska,State administered,Simplified reporting only,4 to 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,Failure to cooperate: disqualification for custodial and noncustodial parent,Comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,No SMD or ESAP,No CAP
2023,Nevada,State administered,Simplified and change reporting,4 to 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Minimum disqualification periods only,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,No SMD or ESAP,No CAP
2023,New Hampshire,State administered,Simplified and change reporting,4 to 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Minimum disqualification periods only,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,TBA,SMD only,No CAP
2023,New Jersey,Count administered,Simplified and change reporting,12 and 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense exclusion,None,Comparable disqualifications,No ban,Minimum disqualification periods only,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,No TBA,No SMD or ESAP,Modified CAP
2023,New Mexico,State administered,Simplified reporting only,12 and 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,Comparable disqualifications,No ban,Extended disqualification periods,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,No SMD or ESAP,No CAP
2023,New York,County administered,Simplified and change reporting,4 to 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense exclusion,None,Comparable disqualifications,No ban,Minimum disqualification periods only,Both,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,ESAP only,Standard CAP
2023,North Carolina,County administered,Simplified reporting only,4 to 24 months,Actual costs only,Mandatory SUAs,"Count all for gross income test, then count all but a prorated share for net income test",Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,No SMD or ESAP,Modified CAP
2023,North Dakota,County administered,Simplified reporting only,4 to 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Minimum disqualification periods only,Voluntary,Partial ABAWD time limit waivers,Use of discretionary exemptions,BBCE,No TBA,SMD only,No CAP
2023,Ohio,County administered,Simplified reporting only,4 to 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,Comparable disqualifications,No ban,Minimum disqualification periods only,Both,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,No TBA,ESAP only,No CAP
2023,Oklahoma,State administered,Simplified and change reporting,12 and 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Extended disqualification periods,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,No SMD or ESAP,No CAP
2023,Oregon,State administered,Simplified and change reporting,4 to 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,TBA,SMD only,No CAP
2023,Pennsylvania,State administered,Simplified and change reporting,4 to 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,Statewide ABAWD time limit waiver,No use of discretionary exemptions,BBCE,TBA,ESAP only,Standard CAP
2023,Rhode Island,State administered,Simplified and change reporting,12 months only,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense exclusion,None,No comparable disqualifications,No ban,Minimum disqualification periods only,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,No TBA,SMD and ESAP,No CAP
2023,South Carolina,State administered,Simplified reporting only,12 and 24 months,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Lifetime ban,Minimum disqualification periods only,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,No TBA,SMD and ESAP,Standard CAP
2023,South Dakota,State administered,Simplified reporting only,12 months only,Another method,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense exclusion,Failure to cooperate: disqualification for custodial parent,Comparable disqualifications,No ban,Extended disqualification periods,Both,Partial ABAWD time limit waivers,Use of discretionary exemptions,No BBCE,No TBA,SMD only,Modified CAP
2023,Tennessee,State administered,Simplified and change reporting,4 to 24 months,Actual costs only,SUAs not mandatory,Count all,Count all but a prorated share,Child support income expense deduction,None,Comparable disqualifications,Modified ban,Minimum disqualification periods only,Voluntary,No ABAWD time limit waiver,No use of discretionary exemptions,No BBCE,TBA,No SMD or ESAP,No CAP
2023,Texas,State administered,Under review,Under review,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,Modified ban,Minimum disqualification periods and household disqualification,Both,No ABAWD time limit waiver,Use of discretionary exemptions,BBCE,No TBA,SMD and ESAP,Modified CAP
2023,Utah,State administered,Simplified reporting only,4 to 24 months,Another method,Mandatory SUAs,Count all,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Minimum disqualification periods only,Mandatory,No ABAWD time limit waiver,No use of discretionary exemptions,No BBCE,No TBA,No SMD or ESAP,No CAP
2023,Vermont,State administered,Simplified reporting only,12 and 24 months,Actual costs only,Mandatory SUAs,Count all but a prorated share,Count all but a prorated share,Child support income expense deduction,None,No comparable disqualifications,No ban,Minimum disqualification periods only,Voluntary,Partial ABAWD time limit waivers,No use of discretionary exemptions,BBCE,No TBA,SMD and ESAP,No CAP
